so_id,customer_id,branch_id,order_date,delivery_date,order_status,payment_terms,total_order_value,total_gst_amount,grand_total,sales_channel
SO-176233,C0390,DEL001,2022-05-28,2022-06-06,Delivered,Advance,2615000,721730.0000000001,3336730.0,Counter Sale
SO-389611,C0316,KOL001,2022-05-03,2022-05-05,Delivered,Net 45,2326880,651468.4,2978348.4,Dealer Network
SO-771834,C0135,DEL001,2022-12-15,2022-12-28,Delivered,Net 60,2052520,573613.6000000001,2626133.6,Online
SO-268329,C0328,KOL001,2021-10-05,2021-10-12,Delivered,Net 45,43450,7821.0,51271.0,Online
SO-429066,C0119,DEL001,2022-09-18,2022-09-29,Delivered,Net 60,853080,237269.4,1090349.4,Dealer Network
SO-219443,C0010,CHN001,2023-12-06,2023-12-10,Delivered,Net 30,3363750,930795.0,4294545.0,Field Sales
SO-847149,C0393,KOL001,2024-02-23,2024-03-07,Delivered,Net 15,841560,235450.80000000005,1077010.8,Dealer Network
SO-223482,C0178,KOL001,2024-08-08,2024-08-17,Delivered,Net 60,2926000,807975.0000000001,3733975.0,Online
SO-523163,C0193,CHN001,2024-11-30,2024-12-06,Delivered,Advance,2163090,593261.2000000001,2756351.2,Counter Sale
SO-227138,C0480,AHM001,2023-11-11,2023-11-19,Delivered,Net 45,1128710,312362.80000000005,1441072.8,Field Sales
SO-268866,C0326,KOL001,2019-09-14,2019-09-19,Cancelled,Advance,461550,127739.0,589289.0,Online
SO-383685,C0387,KOL001,2023-10-31,2023-11-09,Cancelled,Net 45,3483050,956199.0,4439249.0,Dealer Network
SO-211155,C0179,CHN001,2024-07-21,2024-08-03,Delivered,Net 30,249850,55113.0,304963.0,Dealer Network
SO-599261,C0457,KOL001,2022-10-05,2022-10-07,Delivered,Net 15,1160820,318467.60000000003,1479287.6,Field Sales
SO-545537,C0285,PUN001,2023-09-09,2023-09-20,Delivered,Net 15,206450,53926.00000000001,260376.0,Online
SO-970194,C0140,PUN001,2019-12-07,2019-12-16,Delivered,Net 60,2160800,591794.0000000001,2752594.0,Counter Sale
SO-575811,C0012,CHN001,2024-10-10,2024-10-15,Delivered,Advance,56500,15820.000000000002,72320.0,Dealer Network
SO-247328,C0288,DEL001,2024-07-02,2024-07-06,Cancelled,Net 30,1516810,400310.8000000001,1917120.8,Counter Sale
SO-451618,C0154,DEL001,2019-11-12,2019-11-19,Delivered,Net 15,1025340,285381.20000000007,1310721.2,Counter Sale
SO-351743,C0466,DEL001,2021-10-03,2021-10-12,Delivered,Advance,2076200,575531.0,2651731.0,Dealer Network
SO-659918,C0327,AHM001,2020-04-20,2020-04-29,Delivered,Net 15,127880,34653.4,162533.4,Online
SO-121134,C0376,DEL001,2022-06-30,2022-07-14,Delivered,Net 30,3472770,967328.6,4440098.6,Field Sales
SO-470380,C0192,DEL001,2019-04-11,2019-04-18,Delivered,Net 45,2528300,706484.0,3234784.0,Online
SO-538939,C0331,DEL001,2024-10-08,2024-10-10,Delivered,Net 45,245600,65608.0,311208.0,Field Sales
SO-735006,C0002,HYD001,2022-10-21,2022-11-04,Delivered,Advance,2717540,753732.2000000002,3471272.2,Counter Sale
SO-170047,C0419,AHM001,2024-09-30,2024-10-04,Delivered,Net 45,327800,91784.0,419584.0,Counter Sale
SO-414916,C0338,AHM001,2021-01-09,2021-01-24,Delivered,Net 60,2701310,751200.8000000002,3452510.8,Dealer Network
SO-648954,C0003,DEL001,2020-04-12,2020-04-23,Delivered,Net 30,1048730,290356.4,1339086.4,Online
SO-883859,C0472,CHN001,2020-07-29,2020-08-06,Delivered,Net 45,2652310,740295.7999999999,3392605.8000000003,Field Sales
SO-931726,C0272,DEL001,2019-09-01,2019-09-02,Delivered,Net 45,344300,94564.0,438864.0,Counter Sale
SO-628657,C0489,CHN001,2020-04-13,2020-04-16,Delivered,Net 30,1910450,531821.0,2442271.0,Counter Sale
SO-739156,C0146,AHM001,2020-02-28,2020-03-08,Cancelled,Net 60,628300,174309.0,802609.0,Counter Sale
SO-430326,C0390,DEL001,2022-02-02,2022-02-06,Delivered,Advance,1170780,326080.4,1496860.4,Field Sales
SO-374857,C0482,KOL001,2021-03-12,2021-03-15,Delivered,Net 60,1336000,374080.00000000006,1710080.0,Online
SO-355225,C0026,HYD001,2019-04-04,2019-04-08,Delivered,Net 60,1953680,539942.4,2493622.4,Field Sales
SO-817876,C0355,HYD001,2024-03-26,2024-04-09,Cancelled,Net 45,3143740,876528.2000000002,4020268.2,Online
SO-546876,C0218,PUN001,2024-10-16,2024-10-26,Delivered,Advance,482480,133351.4,615831.4,Dealer Network
SO-825946,C0436,KOL001,2020-06-12,2020-06-15,Delivered,Net 30,1558850,432193.00000000006,1991043.0,Counter Sale
SO-388949,C0091,PUN001,2019-11-04,2019-11-13,Delivered,Net 45,90400,25312.000000000004,115712.0,Counter Sale
SO-282767,C0147,DEL001,2022-05-06,2022-05-19,Delivered,Net 45,434080,121074.40000000002,555154.4,Counter Sale
SO-895141,C0444,CHN001,2021-03-26,2021-04-03,Delivered,Net 30,1585780,434885.4,2020665.4,Dealer Network
SO-277112,C0063,DEL001,2019-02-28,2019-03-15,Delivered,Advance,1884400,517262.00000000006,2401662.0,Field Sales
SO-435515,C0452,HYD001,2021-05-09,2021-05-11,Delivered,Advance,804190,209239.2,1013429.2,Dealer Network
SO-419526,C0440,HYD001,2023-07-17,2023-07-26,Delivered,Net 30,1138550,309249.00000000006,1447799.0,Online
SO-339404,C0065,AHM001,2021-01-28,2021-02-02,Delivered,Net 15,118900,33292.00000000001,152192.0,Dealer Network
SO-802197,C0240,HYD001,2020-11-18,2020-11-26,Delivered,Net 30,4344950,1214211.0,5559161.0,Online
SO-458423,C0015,PUN001,2020-07-18,2020-07-20,Delivered,Net 15,148500,26730.0,175230.0,Counter Sale
SO-554798,C0452,HYD001,2020-01-12,2020-01-21,Delivered,Advance,595000,166600.00000000003,761600.0,Dealer Network
SO-300035,C0315,AHM001,2021-11-09,2021-11-19,Delivered,Net 45,105900,29652.000000000004,135552.0,Counter Sale
SO-529250,C0200,DEL001,2023-05-02,2023-05-08,Delivered,Net 45,1949410,537448.8,2486858.8,Counter Sale
SO-532176,C0044,KOL001,2022-04-05,2022-04-09,Delivered,Advance,362640,90575.2,453215.2,Online
SO-593348,C0185,PUN001,2024-03-22,2024-04-01,Delivered,Advance,986560,241790.8,1228350.8,Counter Sale
SO-785827,C0417,KOL001,2021-04-02,2021-04-05,Delivered,Advance,131400,36792.0,168192.0,Counter Sale
SO-363543,C0150,AHM001,2024-07-24,2024-07-30,Delivered,Net 45,1448090,393146.2,1841236.2,Counter Sale
SO-729414,C0022,CHN001,2021-04-01,2021-04-10,Delivered,Net 60,18400,3312.0,21712.0,Online
SO-310990,C0146,AHM001,2019-01-20,2019-01-26,Delivered,Net 60,2436050,682094.0000000001,3118144.0,Counter Sale
SO-535367,C0344,CHN001,2020-09-27,2020-10-05,Delivered,Net 30,18120,3261.6,21381.6,Counter Sale
SO-102680,C0416,CHN001,2023-02-09,2023-02-20,Delivered,Net 30,1356510,377771.8000000001,1734281.8,Dealer Network
SO-751382,C0433,AHM001,2024-01-11,2024-01-19,Delivered,Net 60,731700,202116.00000000003,933816.0,Online
SO-309662,C0148,AHM001,2024-12-09,2024-12-17,Delivered,Net 15,597440,154689.2,752129.2,Online
SO-820013,C0250,PUN001,2019-08-03,2019-08-05,Delivered,Advance,1480340,411661.2,1892001.2,Field Sales
SO-819510,C0423,DEL001,2021-07-27,2021-08-03,Delivered,Net 60,151440,41649.2,193089.2,Dealer Network
SO-965810,C0243,DEL001,2021-10-18,2021-10-21,Delivered,Net 60,1003440,269409.20000000007,1272849.2,Online
SO-803776,C0331,DEL001,2020-01-29,2020-02-12,Delivered,Net 45,1802100,502748.00000000006,2304848.0,Counter Sale
SO-977780,C0060,HYD001,2019-08-23,2019-08-26,Delivered,Net 60,102000,18360.0,120360.0,Dealer Network
SO-293971,C0377,CHN001,2024-02-06,2024-02-18,Delivered,Net 45,3089970,864039.6000000001,3954009.6,Field Sales
SO-717953,C0085,CHN001,2020-06-04,2020-06-10,Delivered,Net 45,16590,2986.2,19576.2,Field Sales
SO-491144,C0404,AHM001,2024-02-13,2024-02-22,Delivered,Net 30,289950,67841.0,357791.0,Counter Sale
SO-455128,C0005,AHM001,2021-07-31,2021-08-12,Delivered,Net 30,298000,83440.00000000001,381440.0,Online
SO-691891,C0056,DEL001,2022-12-20,2023-01-01,Delivered,Advance,626990,169038.2,796028.2,Online
SO-369484,C0336,KOL001,2021-01-03,2021-01-11,Delivered,Net 15,143480,38686.40000000001,182166.4,Counter Sale
SO-396846,C0157,PUN001,2024-03-01,2024-03-14,Delivered,Advance,1080900,286712.00000000006,1367612.0,Dealer Network
SO-249754,C0278,AHM001,2023-04-17,2023-04-21,Delivered,Net 45,18400,3312.0,21712.0,Online
SO-132623,C0322,AHM001,2021-03-27,2021-04-05,Delivered,Net 60,655300,178159.00000000003,833459.0,Counter Sale
SO-417872,C0287,CHN001,2023-05-20,2023-05-25,Delivered,Net 60,2469250,682210.0,3151460.0,Online
SO-765622,C0428,DEL001,2020-01-09,2020-01-15,Delivered,Net 60,2829770,778798.6000000001,3608568.6,Dealer Network
SO-210585,C0009,AHM001,2019-11-28,2019-12-10,Delivered,Net 60,625000,174220.0,799220.0,Online
SO-283662,C0286,CHN001,2024-12-29,2025-01-10,Delivered,Net 30,2544960,700892.8000000002,3245852.8,Dealer Network
SO-644622,C0416,CHN001,2020-11-12,2020-11-20,Delivered,Net 30,616610,170034.8,786644.8,Counter Sale
SO-604890,C0290,AHM001,2024-11-09,2024-11-18,Delivered,Advance,450600,126168.0,576768.0,Counter Sale
SO-956955,C0227,KOL001,2023-06-24,2023-06-28,Delivered,Advance,1448000,396920.00000000006,1844920.0,Online
SO-172003,C0096,CHN001,2022-08-26,2022-09-05,Cancelled,Net 15,584070,148912.6,732982.6,Dealer Network
SO-179251,C0206,PUN001,2022-05-28,2022-06-09,Delivered,Advance,2145330,575749.4,2721079.4,Dealer Network
SO-973141,C0477,AHM001,2020-07-25,2020-07-27,Delivered,Net 15,1176320,319927.60000000003,1496247.6,Field Sales
SO-162297,C0311,DEL001,2022-06-28,2022-07-08,Delivered,Net 45,1265610,351189.80000000005,1616799.8,Online
SO-922484,C0461,DEL001,2019-02-27,2019-03-09,Delivered,Net 45,1861150,518867.00000000006,2380017.0,Online
SO-190603,C0427,HYD001,2022-03-29,2022-04-08,Delivered,Net 60,1204250,329395.00000000006,1533645.0,Counter Sale
SO-836242,C0458,AHM001,2024-09-08,2024-09-18,Delivered,Advance,1416770,385788.6,1802558.6,Online
SO-413108,C0189,KOL001,2024-09-06,2024-09-07,Cancelled,Net 60,2125480,566936.4,2692416.4,Field Sales
SO-708873,C0172,CHN001,2021-03-30,2021-04-05,Delivered,Advance,915150,242537.00000000003,1157687.0,Counter Sale
SO-550421,C0397,AHM001,2022-09-14,2022-09-17,Delivered,Net 30,1401420,391165.6,1792585.6,Field Sales
SO-530036,C0114,KOL001,2019-10-28,2019-11-12,Delivered,Net 30,726540,202927.2,929467.2,Dealer Network
SO-591984,C0236,KOL001,2020-07-29,2020-08-12,Delivered,Net 15,1821400,509992.00000000006,2331392.0,Field Sales
SO-407390,C0245,CHN001,2022-06-22,2022-06-26,Delivered,Advance,865900,232857.00000000003,1098757.0,Online
SO-587082,C0123,KOL001,2019-02-13,2019-02-19,Delivered,Net 30,1460670,408085.6,1868755.6,Field Sales
SO-803641,C0110,CHN001,2021-01-04,2021-01-10,Cancelled,Advance,1027920,278655.60000000003,1306575.6,Dealer Network
SO-468503,C0408,HYD001,2020-09-17,2020-09-28,Delivered,Net 60,764900,214172.00000000003,979072.0,Dealer Network
SO-430529,C0348,DEL001,2022-12-20,2022-12-29,Delivered,Net 60,956400,267792.00000000006,1224192.0,Field Sales
SO-737277,C0170,HYD001,2021-04-03,2021-04-08,Delivered,Net 30,1627800,454344.00000000006,2082144.0,Dealer Network
SO-774824,C0142,AHM001,2020-09-01,2020-09-07,Delivered,Net 60,3676300,1029364.0,4705664.0,Field Sales
SO-577765,C0084,PUN001,2022-06-21,2022-06-25,Delivered,Net 60,561800,157304.0,719104.0,Field Sales
SO-927474,C0043,CHN001,2021-07-27,2021-08-04,Delivered,Net 30,1429050,397389.00000000006,1826439.0,Field Sales
SO-540756,C0355,HYD001,2022-11-07,2022-11-13,Delivered,Net 45,3864900,1047232.0,4912132.0,Counter Sale
SO-487070,C0488,CHN001,2020-12-16,2020-12-23,Delivered,Advance,912850,247373.0000000001,1160223.0,Dealer Network
SO-303271,C0146,AHM001,2020-05-17,2020-05-28,Delivered,Net 60,725150,202167.00000000003,927317.0,Online
SO-924657,C0360,AHM001,2020-12-14,2020-12-18,Delivered,Net 45,1858650,503687.00000000006,2362337.0,Field Sales
SO-743779,C0099,PUN001,2023-11-27,2023-11-29,Delivered,Advance,621110,170749.8,791859.8,Online
SO-530259,C0267,HYD001,2021-05-11,2021-05-17,Delivered,Net 60,293250,70235.0,363485.0,Field Sales
SO-450109,C0271,HYD001,2023-10-05,2023-10-17,Delivered,Net 30,49000,13720.000000000002,62720.0,Online
SO-945709,C0235,CHN001,2023-12-01,2023-12-10,Delivered,Net 30,275880,71163.40000000001,347043.4,Counter Sale
SO-123266,C0359,HYD001,2020-09-06,2020-09-14,Delivered,Net 45,1088290,304277.2,1392567.2,Field Sales
SO-763689,C0420,CHN001,2023-09-30,2023-10-08,Delivered,Net 30,25790,4642.2,30432.2,Dealer Network
SO-799230,C0481,CHN001,2021-12-07,2021-12-10,Delivered,Net 30,142680,25682.4,168362.4,Field Sales
SO-806199,C0035,CHN001,2024-11-05,2024-11-15,Cancelled,Net 60,2644510,735731.8,3380241.8,Online
SO-250229,C0310,CHN001,2023-02-13,2023-02-19,Delivered,Net 30,2149740,596893.2000000001,2746633.2,Field Sales
SO-669491,C0215,CHN001,2019-11-24,2019-11-26,Delivered,Net 15,992350,262953.0,1255303.0,Online
SO-969382,C0105,DEL001,2024-10-06,2024-10-12,Delivered,Net 60,833300,223374.00000000003,1056674.0,Online
SO-818856,C0033,CHN001,2020-07-25,2020-08-06,Delivered,Net 60,1096600,306758.00000000006,1403358.0,Field Sales
SO-424083,C0347,DEL001,2024-12-03,2024-12-12,Delivered,Net 45,1001410,257898.8,1259308.8,Field Sales
SO-904156,C0425,CHN001,2024-12-09,2024-12-23,Delivered,Net 30,2390290,665652.2000000001,3055942.2,Online
SO-399150,C0489,CHN001,2020-08-26,2020-09-10,Delivered,Net 30,2398440,670339.2000000001,3068779.2,Online
SO-520292,C0470,CHN001,2021-11-27,2021-12-04,Delivered,Net 45,2145290,589612.2000000001,2734902.2,Dealer Network
SO-238595,C0133,AHM001,2023-06-13,2023-06-23,Delivered,Net 15,654120,179681.6,833801.6,Field Sales
SO-652920,C0413,CHN001,2023-08-23,2023-08-27,Delivered,Net 15,12140,2185.2,14325.2,Online
SO-309164,C0226,AHM001,2023-06-21,2023-07-01,Delivered,Net 30,1963040,545287.2000000001,2508327.2,Dealer Network
SO-364565,C0125,HYD001,2024-01-29,2024-02-02,Cancelled,Advance,2586620,722161.6000000001,3308781.6,Counter Sale
SO-657124,C0277,PUN001,2024-02-15,2024-02-23,Delivered,Net 60,531050,146569.0,677619.0,Dealer Network
SO-983849,C0282,KOL001,2020-11-29,2020-12-05,Cancelled,Advance,599730,149161.40000000002,748891.4,Counter Sale
SO-660021,C0136,AHM001,2023-12-27,2024-01-10,Delivered,Advance,277200,77616.00000000001,354816.0,Counter Sale
SO-558135,C0446,HYD001,2021-05-29,2021-05-31,Delivered,Advance,1060500,291445.0,1351945.0,Field Sales
SO-224705,C0144,AHM001,2019-07-17,2019-07-29,Cancelled,Net 60,1785900,495552.0000000001,2281452.0,Counter Sale
SO-551911,C0230,DEL001,2021-02-11,2021-02-22,Cancelled,Net 15,104050,26069.0,130119.0,Dealer Network
SO-286110,C0244,KOL001,2022-10-10,2022-10-20,Delivered,Net 60,20400,3672.0,24072.0,Dealer Network
SO-350842,C0266,CHN001,2020-05-12,2020-05-13,Delivered,Advance,667860,172444.80000000002,840304.8,Counter Sale
SO-703385,C0359,HYD001,2023-09-28,2023-10-02,Delivered,Net 45,932450,246806.00000000003,1179256.0,Online
SO-220336,C0184,CHN001,2022-04-30,2022-05-08,Delivered,Net 15,1946930,544932.4,2491862.4,Counter Sale
SO-898018,C0313,AHM001,2022-07-31,2022-08-04,Delivered,Net 60,2234050,619969.0,2854019.0,Online
SO-713382,C0098,KOL001,2023-02-07,2023-02-17,Delivered,Net 30,2065400,577562.0000000001,2642962.0,Counter Sale
SO-294071,C0145,PUN001,2019-05-14,2019-05-18,Delivered,Net 45,1086950,302751.0,1389701.0,Field Sales
SO-535589,C0415,PUN001,2021-10-20,2021-10-30,Delivered,Net 30,1168030,320765.4,1488795.4,Dealer Network
SO-108770,C0039,HYD001,2022-02-27,2022-03-13,Delivered,Net 30,259000,72520.0,331520.0,Field Sales
SO-176201,C0189,KOL001,2021-11-14,2021-11-16,Delivered,Net 60,1797670,499060.6,2296730.6,Online
SO-497960,C0427,HYD001,2019-02-05,2019-02-13,Cancelled,Net 60,1940140,527725.2000000001,2467865.2,Field Sales
SO-592643,C0388,PUN001,2021-11-04,2021-11-09,Delivered,Advance,908310,251685.80000000005,1159995.8,Online
SO-250543,C0323,AHM001,2019-02-22,2019-03-02,Delivered,Advance,1494190,413104.2,1907294.2,Counter Sale
SO-439983,C0242,CHN001,2023-09-26,2023-10-11,Delivered,Advance,828570,227907.60000000003,1056477.6,Dealer Network
SO-133278,C0085,CHN001,2019-12-18,2019-12-30,Delivered,Net 45,164100,45948.0,210048.0,Counter Sale
SO-282487,C0253,PUN001,2020-03-01,2020-03-14,Delivered,Net 60,112850,20313.0,133163.0,Counter Sale
SO-526565,C0471,AHM001,2019-09-03,2019-09-13,Delivered,Advance,1313680,358382.4,1672062.4,Dealer Network
SO-311199,C0317,HYD001,2020-11-30,2020-12-14,Delivered,Net 60,105350,21878.0,127228.0,Field Sales
SO-517629,C0473,CHN001,2024-05-22,2024-05-24,Delivered,Net 45,413180,114682.40000000002,527862.4,Field Sales
SO-177699,C0062,HYD001,2023-09-14,2023-09-16,Delivered,Net 60,1596230,423716.4,2019946.4,Field Sales
SO-995364,C0457,KOL001,2024-10-07,2024-10-13,Delivered,Net 15,2790780,758370.4000000001,3549150.4,Field Sales
SO-555666,C0331,DEL001,2022-10-05,2022-10-15,Delivered,Net 45,3212880,896883.4000000001,4109763.4,Field Sales
SO-482055,C0243,DEL001,2022-11-04,2022-11-19,Delivered,Net 60,2392310,659985.8,3052295.8,Counter Sale
SO-368105,C0274,CHN001,2024-06-22,2024-07-07,Delivered,Net 60,1903360,515254.8000000001,2418614.8,Online
SO-417679,C0060,HYD001,2023-05-19,2023-05-27,Delivered,Net 60,309350,82843.0,392193.0,Field Sales
SO-748339,C0392,KOL001,2019-09-28,2019-10-11,Delivered,Net 60,9990,1798.2,11788.2,Online
SO-288035,C0287,CHN001,2019-12-17,2019-12-25,Delivered,Net 60,490460,127332.80000000002,617792.8,Counter Sale
SO-933841,C0046,AHM001,2024-03-20,2024-04-02,Delivered,Net 45,1686050,469339.00000000006,2155389.0,Online
SO-220642,C0113,CHN001,2022-09-24,2022-09-28,Delivered,Advance,2252200,627716.0,2879916.0,Counter Sale
SO-530873,C0197,AHM001,2020-06-07,2020-06-10,Delivered,Net 45,1413030,386525.4,1799555.4,Dealer Network
SO-292099,C0082,AHM001,2020-04-14,2020-04-24,Delivered,Net 60,1298250,361930.00000000006,1660180.0,Counter Sale
SO-762129,C0321,HYD001,2019-09-25,2019-09-30,Delivered,Net 60,1706690,471524.20000000007,2178214.2,Online
SO-782001,C0418,PUN001,2023-11-23,2023-11-26,Delivered,Net 15,845870,227516.60000000003,1073386.6,Field Sales
SO-181718,C0238,CHN001,2024-09-01,2024-09-03,Cancelled,Net 15,265950,73101.0,339051.0,Field Sales
SO-440376,C0083,DEL001,2024-01-04,2024-01-10,Delivered,Net 45,591050,155764.0,746814.0,Dealer Network
SO-238826,C0240,HYD001,2020-06-01,2020-06-05,Delivered,Net 30,3652970,1012124.6,4665094.6,Field Sales
SO-608579,C0033,CHN001,2021-04-12,2021-04-27,Delivered,Net 60,2304620,638631.6000000001,2943251.6,Field Sales
SO-885619,C0004,CHN001,2021-10-07,2021-10-08,Delivered,Net 30,2035750,564125.0000000001,2599875.0,Online
SO-871792,C0139,AHM001,2019-04-04,2019-04-05,Delivered,Net 15,1560650,436982.0,1997632.0,Dealer Network
SO-188735,C0446,HYD001,2022-04-01,2022-04-07,Delivered,Advance,1512350,422768.00000000006,1935118.0,Field Sales
SO-421208,C0103,KOL001,2020-07-31,2020-08-04,Delivered,Net 45,2527950,700106.0000000001,3228056.0,Counter Sale
SO-520029,C0290,AHM001,2020-04-07,2020-04-22,Delivered,Advance,1237160,339588.80000000005,1576748.8,Field Sales
SO-351092,C0302,AHM001,2024-07-29,2024-08-06,Delivered,Net 15,2418580,645844.4000000001,3064424.4,Counter Sale
SO-117016,C0280,PUN001,2019-09-21,2019-09-27,Delivered,Advance,1442670,388125.6,1830795.6,Counter Sale
SO-120957,C0424,AHM001,2024-07-04,2024-07-06,Delivered,Net 45,248400,69552.0,317952.0,Dealer Network
SO-426027,C0492,HYD001,2019-10-09,2019-10-16,Cancelled,Net 60,233100,41958.0,275058.0,Dealer Network
SO-321034,C0193,CHN001,2023-02-18,2023-02-23,Cancelled,Advance,1090770,289998.60000000003,1380768.6,Counter Sale
SO-515837,C0485,PUN001,2019-05-02,2019-05-15,Delivered,Net 60,149150,26847.0,175997.0,Online
SO-998986,C0033,CHN001,2019-08-13,2019-08-27,Delivered,Net 60,1132000,289925.0,1421925.0,Online
SO-557656,C0096,CHN001,2019-12-22,2019-12-30,Delivered,Net 15,2004760,555881.8,2560641.8,Online
SO-293179,C0054,CHN001,2022-10-25,2022-11-01,Delivered,Net 15,1965010,545561.8,2510571.8,Online
SO-344772,C0436,KOL001,2023-04-13,2023-04-20,Delivered,Net 30,1478700,403396.0,1882096.0,Online
SO-244848,C0168,PUN001,2024-12-18,2024-12-21,Delivered,Net 60,38090,6856.2,44946.2,Online
SO-912314,C0493,CHN001,2020-09-09,2020-09-22,Delivered,Advance,486840,135691.2,622531.2,Field Sales
SO-336283,C0294,HYD001,2020-12-21,2021-01-05,Delivered,Net 45,2704950,735846.0000000001,3440796.0,Counter Sale
SO-376490,C0426,KOL001,2024-01-12,2024-01-20,Delivered,Net 45,29370,5286.6,34656.6,Dealer Network
SO-719208,C0311,DEL001,2023-06-09,2023-06-24,Delivered,Net 45,1119360,290434.80000000005,1409794.8,Dealer Network
SO-539556,C0192,DEL001,2023-11-02,2023-11-03,Delivered,Net 45,1762400,488747.00000000006,2251147.0,Dealer Network
SO-639518,C0063,DEL001,2019-09-22,2019-09-29,Delivered,Advance,1337300,365294.00000000006,1702594.0,Dealer Network
SO-107028,C0134,AHM001,2024-09-22,2024-10-04,Delivered,Net 60,563360,128404.80000000002,691764.8,Counter Sale
SO-572462,C0198,AHM001,2019-11-13,2019-11-25,Delivered,Net 60,10800,1944.0,12744.0,Field Sales
SO-568802,C0041,HYD001,2023-11-23,2023-11-29,Delivered,Net 60,1060940,282279.2,1343219.2,Counter Sale
SO-919161,C0116,DEL001,2023-08-31,2023-09-08,Delivered,Net 45,422380,110658.4,533038.4,Counter Sale
SO-998502,C0073,CHN001,2024-05-12,2024-05-21,Delivered,Advance,213550,50269.0,263819.0,Counter Sale
SO-112011,C0417,KOL001,2019-12-18,2019-12-31,Delivered,Advance,143650,40222.00000000001,183872.0,Dealer Network
SO-604480,C0297,CHN001,2022-08-13,2022-08-18,Delivered,Net 15,1093400,292807.00000000006,1386207.0,Dealer Network
SO-876184,C0254,AHM001,2020-12-15,2020-12-16,Delivered,Advance,2652700,704726.0000000001,3357426.0,Field Sales
SO-790736,C0484,AHM001,2023-04-11,2023-04-20,Delivered,Net 60,3461700,959286.0,4420986.0,Counter Sale
SO-931295,C0212,PUN001,2019-10-16,2019-10-27,Delivered,Net 15,351590,97581.2,449171.2,Online
SO-266938,C0152,CHN001,2022-01-12,2022-01-23,Delivered,Net 15,1545250,429100.00000000006,1974350.0,Counter Sale
SO-263187,C0271,HYD001,2019-06-05,2019-06-12,Delivered,Net 30,645160,177308.8,822468.8,Dealer Network
SO-725097,C0376,DEL001,2023-10-29,2023-11-12,Delivered,Net 30,996230,262031.4,1258261.4,Dealer Network
SO-941277,C0395,KOL001,2019-07-09,2019-07-19,Delivered,Net 45,1592990,442298.20000000007,2035288.2,Dealer Network
SO-950177,C0495,AHM001,2021-11-25,2021-12-06,Delivered,Net 45,1487100,412998.00000000006,1900098.0,Dealer Network
SO-131687,C0069,DEL001,2024-10-15,2024-10-18,Delivered,Net 15,1109480,310251.4,1419731.4,Dealer Network
SO-573378,C0467,DEL001,2019-08-17,2019-08-20,Delivered,Net 15,1318450,351981.0,1670431.0,Dealer Network
SO-426065,C0192,DEL001,2020-10-26,2020-11-02,Delivered,Net 45,3410060,951480.8000000002,4361540.8,Dealer Network
SO-940412,C0276,KOL001,2020-12-09,2020-12-24,Delivered,Net 45,2312290,645182.2000000001,2957472.2,Online
SO-686901,C0297,CHN001,2022-03-04,2022-03-19,Delivered,Net 15,1463200,405421.00000000006,1868621.0,Dealer Network
SO-130444,C0163,AHM001,2023-03-09,2023-03-16,Delivered,Net 45,185210,49187.8,234397.8,Online
SO-800813,C0234,CHN001,2019-09-05,2019-09-15,Delivered,Net 15,6317350,1744888.0000000002,8062238.0,Dealer Network
SO-937164,C0021,HYD001,2023-01-15,2023-01-30,Delivered,Net 15,26200,4716.0,30916.0,Online
SO-596178,C0495,AHM001,2024-04-11,2024-04-13,Delivered,Net 45,2249550,606639.0000000001,2856189.0,Dealer Network
SO-222379,C0181,PUN001,2022-10-28,2022-11-08,Delivered,Net 30,1588280,437400.4,2025680.4,Field Sales
SO-763319,C0414,CHN001,2020-03-27,2020-03-28,Delivered,Net 30,2827760,781311.8,3609071.8,Online
SO-498897,C0270,DEL001,2024-09-11,2024-09-19,Delivered,Net 30,1841830,498279.4,2340109.4,Dealer Network
SO-114887,C0296,KOL001,2024-04-04,2024-04-06,Delivered,Net 60,1845960,510672.8000000001,2356632.8,Online
SO-476022,C0259,CHN001,2019-07-15,2019-07-16,Delivered,Net 15,647450,177731.0,825181.0,Field Sales
SO-370108,C0367,CHN001,2022-07-27,2022-07-30,Cancelled,Net 60,1194050,332159.00000000006,1526209.0,Online
SO-910863,C0371,HYD001,2019-06-03,2019-06-18,Cancelled,Net 15,492790,137702.2,630492.2,Online
SO-148152,C0294,HYD001,2019-10-27,2019-11-05,Cancelled,Net 45,1741330,486269.4,2227599.4,Counter Sale
SO-229401,C0077,DEL001,2019-04-05,2019-04-08,Delivered,Net 60,1101910,295603.80000000005,1397513.8,Online
SO-258877,C0350,AHM001,2019-09-29,2019-10-02,Delivered,Net 45,809600,225118.0,1034718.0,Field Sales
SO-197020,C0102,KOL001,2019-11-10,2019-11-20,Delivered,Net 60,6240,1123.2,7363.2,Dealer Network
SO-667760,C0369,PUN001,2021-10-14,2021-10-23,Delivered,Net 15,994100,274858.0,1268958.0,Field Sales
SO-763696,C0388,PUN001,2020-08-30,2020-09-11,Delivered,Advance,3258450,909756.0,4168206.0,Field Sales
SO-880174,C0355,HYD001,2023-11-25,2023-12-08,Delivered,Net 45,1465110,401269.8000000001,1866379.8,Online
SO-417027,C0417,KOL001,2019-04-02,2019-04-10,Cancelled,Advance,2127520,583833.6000000001,2711353.6,Counter Sale
SO-855219,C0035,CHN001,2019-08-26,2019-09-09,Delivered,Net 60,652050,177509.0,829559.0,Online
