payment_uid,payment_id,invoice_id,payment_date,payment_amount,payment_method,invoice_id_ambiguous
PAYUID-004432,PAY-545344,INV-139736,2024-10-23,21952.0,UPI,False
PAYUID-004433,PAY-696415,INV-176521,2021-04-08,2965673.6,Bank Transfer,False
PAYUID-004434,PAY-155750,INV-477151,2021-02-05,31327.0,Bank Transfer,False
PAYUID-004435,PAY-623268,INV-415924,2021-09-30,157717.53,Cheque,False
PAYUID-004436,PAY-166399,INV-599549,2021-02-09,3757370.2,UPI,False
PAYUID-004437,PAY-916629,INV-225362,2024-10-10,779473.0,Credit Card,False
PAYUID-004438,PAY-847660,INV-584320,2023-04-21,82912.9,Bank Transfer,False
PAYUID-004439,PAY-262322,INV-340040,2019-08-04,1485804.33,Bank Transfer,False
PAYUID-004440,PAY-950267,INV-633647,2024-10-02,217856.06,UPI,False
PAYUID-004441,PAY-425379,INV-396876,2023-02-23,2693579.8,Cash,False
PAYUID-004442,PAY-204479,INV-317298,2022-10-07,1530956.6,Bank Transfer,False
PAYUID-004443,PAY-622202,INV-362860,2023-11-27,665973.45,Cash,False
PAYUID-004444,PAY-363270,INV-818676,2019-06-23,618025.06,Cash,False
PAYUID-004445,PAY-705363,INV-293862,2020-08-14,1478894.4,UPI,True
PAYUID-004446,PAY-516460,INV-853613,2022-11-27,222205.25,UPI,False
PAYUID-004447,PAY-482284,INV-530429,2020-05-20,717212.8,UPI,False
PAYUID-004448,PAY-939715,INV-938860,2019-12-30,2095031.2,Credit Card,False
PAYUID-004449,PAY-199094,INV-409557,2019-08-09,317952.0,Cash,False
PAYUID-004450,PAY-795960,INV-441104,2020-06-28,435598.6,Cheque,True
PAYUID-004451,PAY-227607,INV-500642,2023-11-20,480340.4,Bank Transfer,False
PAYUID-004452,PAY-185179,INV-836816,2020-11-14,711641.6,UPI,False
PAYUID-004453,PAY-419208,INV-260433,2023-09-07,1249212.96,Bank Transfer,False
PAYUID-004454,PAY-508438,INV-133960,2022-10-15,783088.0,UPI,False
PAYUID-004455,PAY-812711,INV-452737,2022-04-13,1870915.4,Cheque,False
PAYUID-004456,PAY-602727,INV-635251,2024-02-26,101487.4,Cheque,False
PAYUID-004457,PAY-530915,INV-106823,2024-12-31,77506.06,Cheque,False
PAYUID-004458,PAY-153427,INV-976399,2022-10-26,136293.73,Bank Transfer,False
PAYUID-004459,PAY-103120,INV-505464,2020-08-05,762544.8,UPI,False
PAYUID-004460,PAY-192232,INV-887606,2020-12-07,5487.0,Cheque,False
PAYUID-004461,PAY-602744,INV-374465,2023-04-05,1795105.14,Bank Transfer,False
PAYUID-004462,PAY-946797,INV-286436,2020-07-05,1583501.0,UPI,False
PAYUID-004463,PAY-766639,INV-944148,2020-03-15,1083963.4,Cash,False
PAYUID-004464,PAY-922319,INV-934281,2023-11-10,1191424.0,Cheque,False
PAYUID-004465,PAY-853983,INV-870748,2023-09-07,530605.67,Bank Transfer,False
PAYUID-004466,PAY-745985,INV-468052,2021-11-01,448920.97,UPI,False
PAYUID-004467,PAY-262667,INV-912700,2020-04-21,747261.0,Cash,False
PAYUID-004468,PAY-167503,INV-623541,2020-10-25,2268729.0,UPI,False
PAYUID-004469,PAY-954713,INV-556526,2023-11-07,3161689.4,UPI,False
PAYUID-004470,PAY-352162,INV-935818,2023-05-22,3134940.0,Credit Card,False
PAYUID-004471,PAY-219494,INV-985753,2022-02-10,1005118.78,UPI,False
PAYUID-004472,PAY-700534,INV-985753,2022-03-08,3111621.02,Credit Card,False
PAYUID-004473,PAY-475759,INV-320722,2019-02-20,1671401.0,UPI,False
PAYUID-004474,PAY-159963,INV-542824,2022-02-23,1550998.0,Cash,False
PAYUID-004475,PAY-578419,INV-171954,2022-12-24,39536.8,Bank Transfer,False
PAYUID-004476,PAY-499591,INV-962176,2020-03-13,1272394.0,Cheque,False
PAYUID-004477,PAY-882673,INV-587244,2020-12-03,991237.2,Bank Transfer,False
PAYUID-004478,PAY-701044,INV-251417,2022-11-13,724592.34,UPI,False
PAYUID-004479,PAY-215517,INV-251417,2022-11-21,3174186.46,UPI,False
PAYUID-004480,PAY-810480,INV-752356,2021-11-01,555433.59,Cheque,False
PAYUID-004481,PAY-598071,INV-752356,2021-10-21,423137.53,Cash,False
PAYUID-004482,PAY-642262,INV-752356,2021-10-16,643589.28,Credit Card,False
PAYUID-004483,PAY-301155,INV-696227,2021-01-04,2639684.8,UPI,False
PAYUID-004484,PAY-317126,INV-614053,2020-06-14,1122857.0,Cheque,False
PAYUID-004485,PAY-901446,INV-457479,2023-05-22,2085673.0,Credit Card,False
PAYUID-004486,PAY-587193,INV-211220,2022-07-08,1003133.0,Bank Transfer,False
PAYUID-004487,PAY-365541,INV-808067,2023-10-03,2182642.0,Cheque,False
PAYUID-004488,PAY-509448,INV-371438,2022-11-03,1182089.27,Credit Card,False
PAYUID-004489,PAY-752385,INV-438903,2019-09-14,1521714.2,Cheque,False
PAYUID-004490,PAY-851798,INV-571277,2023-10-20,1394416.0,Cheque,False
PAYUID-004491,PAY-939821,INV-167029,2022-09-22,187712.0,Credit Card,False
PAYUID-004492,PAY-963708,INV-348893,2024-04-28,1942011.0,Bank Transfer,False
PAYUID-004493,PAY-896997,INV-838515,2023-07-28,2162690.8,Bank Transfer,False
PAYUID-004494,PAY-398228,INV-147319,2024-05-12,3337859.0,Credit Card,False
PAYUID-004495,PAY-245513,INV-159497,2023-09-11,1905298.0,UPI,False
PAYUID-004496,PAY-898626,INV-390552,2020-09-13,1942368.8,Credit Card,False
PAYUID-004497,PAY-754403,INV-450026,2019-09-11,591261.19,Bank Transfer,False
PAYUID-004498,PAY-147190,INV-505861,2020-08-16,2644222.0,Credit Card,False
PAYUID-004499,PAY-899888,INV-410260,2024-07-22,684703.0,UPI,False
PAYUID-004500,PAY-724730,INV-262220,2020-01-16,388608.0,Credit Card,False
PAYUID-004501,PAY-338679,INV-865504,2020-07-09,1473602.8,Cheque,False
PAYUID-004502,PAY-530898,INV-834473,2020-07-16,3971427.0,Cheque,False
PAYUID-004503,PAY-523795,INV-781351,2022-10-10,3956853.6,Credit Card,False
PAYUID-004504,PAY-349077,INV-452650,2023-05-23,1459520.0,Credit Card,False
PAYUID-004505,PAY-679159,INV-641263,2021-05-08,217533.37,UPI,False
PAYUID-004506,PAY-490052,INV-162297,2021-10-18,542351.2,Cash,False
PAYUID-004507,PAY-989042,INV-270278,2019-07-14,3659.17,Cash,False
PAYUID-004508,PAY-832480,INV-270278,2019-06-27,4895.83,Cheque,False
PAYUID-004509,PAY-373694,INV-773455,2022-08-16,1511574.81,UPI,False
PAYUID-004510,PAY-631095,INV-376924,2022-09-06,1462958.0,UPI,False
PAYUID-004511,PAY-867141,INV-142032,2023-12-14,63824.0,Cheque,False
PAYUID-004512,PAY-149830,INV-670452,2024-03-20,663670.48,Cash,False
PAYUID-004513,PAY-401736,INV-670452,2024-04-24,2260167.02,UPI,False
PAYUID-004514,PAY-221291,INV-670452,2024-04-11,647578.3,Cheque,False
PAYUID-004515,PAY-789537,INV-362282,2024-05-05,52624.78,Bank Transfer,False
PAYUID-004516,PAY-403904,INV-362282,2024-04-26,470360.42,UPI,False
PAYUID-004517,PAY-166947,INV-967249,2021-09-18,2146190.0,Bank Transfer,False
PAYUID-004518,PAY-980277,INV-980386,2020-07-23,1242253.04,UPI,False
PAYUID-004519,PAY-759165,INV-980386,2020-07-12,150483.76,Credit Card,False
PAYUID-004520,PAY-777445,INV-361253,2024-02-05,1020288.0,Bank Transfer,False
PAYUID-004521,PAY-614398,INV-327935,2020-09-25,328032.13,Cash,False
PAYUID-004522,PAY-603167,INV-830285,2024-10-02,214351.83,Cheque,False
PAYUID-004523,PAY-841416,INV-163927,2019-06-13,3846742.0,Cash,False
PAYUID-004524,PAY-258830,INV-428279,2024-01-07,627528.49,Cash,False
PAYUID-004525,PAY-685977,INV-955031,2021-08-24,223162.0,Cheque,False
PAYUID-004526,PAY-349977,INV-910685,2023-02-13,85756.8,Cash,True
PAYUID-004527,PAY-178595,INV-462407,2022-01-25,1552367.2,Cash,False
PAYUID-004528,PAY-733082,INV-643502,2023-01-23,3695947.4,Cash,False
PAYUID-004529,PAY-468988,INV-130157,2024-08-14,2081865.0,Cheque,False
PAYUID-004530,PAY-734007,INV-348238,2019-05-29,105444.8,Bank Transfer,False
PAYUID-004531,PAY-141114,INV-533536,2019-04-20,619736.17,UPI,False
PAYUID-004532,PAY-660954,INV-988859,2019-05-22,664659.2,Cash,False
PAYUID-004533,PAY-482992,INV-415318,2020-06-20,169024.0,UPI,False
PAYUID-004534,PAY-705530,INV-529031,2024-04-26,6833.96,Credit Card,False
PAYUID-004535,PAY-211949,INV-529031,2024-05-09,812.44,Cash,False
PAYUID-004536,PAY-794368,INV-432562,2024-05-12,382114.4,UPI,False
PAYUID-004537,PAY-348969,INV-856317,2022-11-29,740314.2,Bank Transfer,False
PAYUID-004538,PAY-884472,INV-821783,2023-10-30,167547.84,UPI,False
PAYUID-004539,PAY-581492,INV-821783,2023-10-28,1132849.96,Cash,False
PAYUID-004540,PAY-245236,INV-651034,2023-02-25,657903.8,Credit Card,False
PAYUID-004541,PAY-551320,INV-563608,2024-09-14,1967241.2,Cheque,False
PAYUID-004542,PAY-598111,INV-218796,2023-06-30,398550.0,UPI,False
PAYUID-004543,PAY-866011,INV-113956,2021-09-12,810367.9,UPI,False
PAYUID-004544,PAY-483356,INV-752639,2019-09-19,983183.8,Bank Transfer,False
PAYUID-004545,PAY-359148,INV-436961,2022-12-09,3206983.2,Cash,False
PAYUID-004546,PAY-984644,INV-377354,2021-09-09,4427291.0,Bank Transfer,False
PAYUID-004547,PAY-206111,INV-689124,2019-02-23,1117006.0,Bank Transfer,False
PAYUID-004548,PAY-370947,INV-214379,2023-04-21,3092604.0,Credit Card,False
PAYUID-004549,PAY-888567,INV-566183,2020-02-10,889728.0,Bank Transfer,False
PAYUID-004550,PAY-861126,INV-302110,2021-03-02,399745.36,Cash,False
PAYUID-004551,PAY-336594,INV-872309,2023-08-29,1440974.2,UPI,False
PAYUID-004552,PAY-320422,INV-797862,2024-10-29,2029567.13,Bank Transfer,False
PAYUID-004553,PAY-571108,INV-797862,2024-11-16,1707800.67,UPI,False
PAYUID-004554,PAY-276327,INV-702808,2022-03-26,3600012.0,Credit Card,False
PAYUID-004555,PAY-344407,INV-902389,2023-05-10,722699.75,Cash,False
PAYUID-004556,PAY-894148,INV-683191,2020-02-18,534836.13,UPI,True
PAYUID-004557,PAY-593864,INV-503553,2019-07-27,32744.47,Bank Transfer,False
PAYUID-004558,PAY-957205,INV-592501,2023-12-10,2919923.6,Bank Transfer,False
PAYUID-004559,PAY-600485,INV-871587,2021-01-17,405230.45,Cash,False
PAYUID-004560,PAY-883786,INV-528262,2019-09-09,28224.0,UPI,False
PAYUID-004561,PAY-182630,INV-898858,2024-05-26,620673.59,Cheque,False
PAYUID-004562,PAY-438961,INV-898858,2024-04-23,2150583.28,Cheque,False
PAYUID-004563,PAY-909367,INV-898858,2024-04-07,229027.33,Cash,False
PAYUID-004564,PAY-241609,INV-812316,2022-11-23,1683934.4,Cash,False
PAYUID-004565,PAY-477893,INV-729160,2020-11-10,2608245.52,Cheque,False
PAYUID-004566,PAY-461189,INV-609808,2022-02-17,27612.72,Cheque,False
PAYUID-004567,PAY-692076,INV-609808,2021-12-26,50239.41,Cheque,False
PAYUID-004568,PAY-344143,INV-609808,2021-12-27,86264.07,Bank Transfer,False
PAYUID-004569,PAY-938349,INV-538627,2022-08-29,334891.35,Bank Transfer,False
PAYUID-004570,PAY-225740,INV-152662,2024-03-26,102686.28,Bank Transfer,False
PAYUID-004571,PAY-127458,INV-152662,2024-02-07,259681.72,Credit Card,False
PAYUID-004572,PAY-281468,INV-810609,2021-08-03,1069880.12,Credit Card,False
PAYUID-004573,PAY-532673,INV-794166,2021-08-20,1842954.7,Bank Transfer,False
PAYUID-004574,PAY-849527,INV-657128,2022-10-25,4473859.0,Bank Transfer,False
PAYUID-004575,PAY-227033,INV-570890,2022-09-28,2133437.6,Cheque,False
PAYUID-004576,PAY-334943,INV-849379,2019-06-28,1940438.4,Cash,False
PAYUID-004577,PAY-657835,INV-573518,2023-12-28,271.97,Cash,False
PAYUID-004578,PAY-159996,INV-573518,2023-11-24,6131.19,Cash,False
PAYUID-004579,PAY-471426,INV-573518,2023-11-10,4412.83,Cash,False
PAYUID-004580,PAY-810845,INV-861493,2022-06-27,516520.8,Cheque,True
PAYUID-004581,PAY-586325,INV-303438,2019-07-10,917831.0,Cheque,False
PAYUID-004582,PAY-579183,INV-350398,2023-05-11,411008.0,Credit Card,False
PAYUID-004583,PAY-725347,INV-926650,2023-06-15,130072.0,Bank Transfer,False
PAYUID-004584,PAY-881691,INV-862493,2025-02-22,403617.0,Cheque,False
PAYUID-004585,PAY-742406,INV-690713,2024-07-07,1217384.8,Cash,False
PAYUID-004586,PAY-453909,INV-799597,2020-11-01,1071582.04,Bank Transfer,False
PAYUID-004587,PAY-736945,INV-383576,2020-03-14,135268.7,Cash,False
PAYUID-004588,PAY-901814,INV-383576,2020-02-16,12412.1,Bank Transfer,False
PAYUID-004589,PAY-677597,INV-969131,2021-03-08,1479040.0,Cash,False
PAYUID-004590,PAY-854675,INV-266722,2023-08-02,145069.52,Cheque,False
PAYUID-004591,PAY-353783,INV-266722,2023-08-07,83776.28,UPI,False
PAYUID-004592,PAY-115198,INV-118231,2020-11-23,2170616.59,Cheque,False
PAYUID-004593,PAY-379956,INV-359296,2021-09-27,2429098.0,Cheque,False
PAYUID-004594,PAY-494434,INV-915382,2024-07-01,1475898.0,Cash,False
PAYUID-004595,PAY-850510,INV-875428,2022-08-20,926575.8,UPI,False
PAYUID-004596,PAY-177115,INV-163089,2020-05-18,770675.78,Bank Transfer,False
PAYUID-004597,PAY-184160,INV-137246,2021-07-14,1094784.2,Cheque,False
PAYUID-004598,PAY-861432,INV-224984,2019-02-09,1011.2,UPI,False
PAYUID-004599,PAY-344930,INV-621248,2022-09-28,363166.41,Cheque,False
PAYUID-004600,PAY-859415,INV-621248,2022-10-06,35048.79,Cash,False
PAYUID-004601,PAY-620046,INV-585993,2021-09-14,4045547.0,UPI,False
PAYUID-004602,PAY-531492,INV-592476,2020-07-01,1664355.0,UPI,False
PAYUID-004603,PAY-108982,INV-842109,2023-05-25,159920.0,Cash,False
PAYUID-004604,PAY-932464,INV-247481,2020-06-05,1689662.83,Cash,False
PAYUID-004605,PAY-901378,INV-203074,2023-08-12,1651072.0,Cash,False
PAYUID-004606,PAY-239748,INV-773388,2019-05-20,2746719.0,Bank Transfer,False
PAYUID-004607,PAY-433450,INV-450355,2024-09-29,669913.45,Cheque,False
PAYUID-004608,PAY-322966,INV-450355,2024-09-15,93606.55,Bank Transfer,False
PAYUID-004609,PAY-117778,INV-585653,2021-08-21,2955972.0,Bank Transfer,False
PAYUID-004610,PAY-890033,INV-812109,2021-11-07,4632636.34,Cheque,False
PAYUID-004611,PAY-494997,INV-812109,2021-11-12,1965130.66,Credit Card,False
PAYUID-004612,PAY-495687,INV-263101,2023-08-13,66304.0,Bank Transfer,False
PAYUID-004613,PAY-884350,INV-983198,2023-05-13,3870884.2,Credit Card,False
PAYUID-004614,PAY-214209,INV-689495,2019-04-27,487434.9,Cheque,False
PAYUID-004615,PAY-856806,INV-841015,2019-11-11,2673185.4,UPI,False
PAYUID-004616,PAY-859303,INV-586313,2024-05-19,25446.19,Cash,False
PAYUID-004617,PAY-756057,INV-586313,2024-05-31,2711339.86,UPI,False
PAYUID-004618,PAY-428282,INV-586313,2024-05-23,917590.95,UPI,False
PAYUID-004619,PAY-172279,INV-930388,2020-08-08,189828.66,UPI,False
PAYUID-004620,PAY-528602,INV-448055,2024-05-28,1897499.4,Bank Transfer,False
PAYUID-004621,PAY-928927,INV-597329,2024-02-27,2289903.0,UPI,False
PAYUID-004622,PAY-969491,INV-317954,2022-08-04,3546052.8,Credit Card,False
PAYUID-004623,PAY-275257,INV-894608,2020-02-21,2255372.6,Credit Card,False
PAYUID-004624,PAY-106845,INV-894608,2020-02-25,759369.4,Cheque,False
PAYUID-004625,PAY-232014,INV-496618,2019-08-10,592368.0,Bank Transfer,False
PAYUID-004626,PAY-144961,INV-494977,2020-10-23,677290.68,Bank Transfer,False
PAYUID-004627,PAY-383435,INV-494977,2020-09-09,497874.52,Cheque,False
PAYUID-004628,PAY-265610,INV-749709,2024-03-21,534506.52,Credit Card,False
PAYUID-004629,PAY-934584,INV-749709,2024-03-20,129296.48,Cash,False
PAYUID-004630,PAY-622471,INV-988420,2020-06-15,541740.8,Cash,False
PAYUID-004631,PAY-752555,INV-333251,2020-06-24,908704.8,Bank Transfer,False
PAYUID-004632,PAY-493952,INV-459365,2024-12-23,3340056.0,Cheque,False
PAYUID-004633,PAY-460550,INV-292398,2021-03-22,1796503.8,Credit Card,False
PAYUID-004634,PAY-761182,INV-644396,2021-06-01,2495259.2,Bank Transfer,False
PAYUID-004635,PAY-380981,INV-637750,2023-03-27,1395181.6,Bank Transfer,False
PAYUID-004636,PAY-621414,INV-537265,2022-03-09,1558753.8,Credit Card,False
PAYUID-004637,PAY-744813,INV-203684,2022-01-12,2380727.22,Cheque,False
PAYUID-004638,PAY-654572,INV-928037,2021-09-19,1274072.71,Cash,False
PAYUID-004639,PAY-732988,INV-928037,2021-09-05,1416145.03,Cash,False
PAYUID-004640,PAY-609694,INV-928037,2021-09-01,280280.26,Cheque,False
PAYUID-004641,PAY-252605,INV-957857,2019-04-22,636331.0,Cheque,False
PAYUID-004642,PAY-257980,INV-791401,2021-04-04,473850.97,Cheque,False
PAYUID-004643,PAY-120665,INV-791401,2021-05-07,658892.52,Credit Card,False
PAYUID-004644,PAY-480387,INV-791401,2021-05-09,2818169.52,Cash,False
PAYUID-004645,PAY-672017,INV-320853,2019-07-17,1314229.92,UPI,False
PAYUID-004646,PAY-128318,INV-320853,2019-07-12,98520.88,UPI,False
PAYUID-004647,PAY-411537,INV-144010,2024-10-30,118485.0,UPI,False
PAYUID-004648,PAY-521743,INV-343779,2022-03-16,1329423.6,UPI,False
PAYUID-004649,PAY-896436,INV-585489,2023-02-01,498612.0,Cash,False
PAYUID-004650,PAY-100440,INV-527897,2021-04-14,124085.6,Cheque,False
PAYUID-004651,PAY-775451,INV-138097,2020-11-07,1464974.4,Cheque,False
PAYUID-004652,PAY-771488,INV-510808,2019-12-11,4306515.0,Credit Card,False
PAYUID-004653,PAY-961408,INV-950126,2024-10-19,1655040.0,Credit Card,False
PAYUID-004654,PAY-430505,INV-343375,2020-11-26,1536011.4,Cash,False
PAYUID-004655,PAY-145322,INV-225462,2025-01-19,4190377.6,Cheque,False
PAYUID-004656,PAY-488323,INV-868891,2024-06-19,750724.0,UPI,False
PAYUID-004657,PAY-595787,INV-718104,2024-12-12,108010.63,UPI,False
PAYUID-004658,PAY-234139,INV-671219,2023-11-12,643885.0,UPI,False
PAYUID-004659,PAY-131546,INV-952833,2022-02-04,1111138.8,UPI,False
PAYUID-004660,PAY-107565,INV-329666,2023-06-16,1070640.8,Cash,False
PAYUID-004661,PAY-217501,INV-587664,2020-06-27,1528194.62,Cheque,False
PAYUID-004662,PAY-495058,INV-587664,2020-07-21,1540140.58,Bank Transfer,False
PAYUID-004663,PAY-875893,INV-799847,2023-06-03,1082676.4,Cash,False
PAYUID-004664,PAY-448482,INV-839463,2021-09-11,13184.0,Cash,False
PAYUID-004665,PAY-210504,INV-613040,2021-12-27,1839788.04,Cheque,False
PAYUID-004666,PAY-692041,INV-613040,2022-01-11,1530785.46,Cash,False
PAYUID-004667,PAY-166209,INV-613040,2022-01-17,61897.49,UPI,False
PAYUID-004668,PAY-431127,INV-880208,2019-06-06,658126.51,Cheque,False
PAYUID-004669,PAY-442326,INV-642268,2022-03-02,141312.0,Cash,False
PAYUID-004670,PAY-902774,INV-250240,2020-07-20,658588.0,Credit Card,False
PAYUID-004671,PAY-285263,INV-490617,2022-04-05,2185458.0,UPI,False
PAYUID-004672,PAY-711929,INV-261120,2024-11-21,301826.0,UPI,False
PAYUID-004673,PAY-290999,INV-405366,2020-12-28,243401.98,Credit Card,False
PAYUID-004674,PAY-938908,INV-405366,2020-11-25,1020818.95,Cash,False
PAYUID-004675,PAY-247885,INV-405366,2020-12-25,1068063.87,Cash,False
PAYUID-004676,PAY-466971,INV-410682,2021-04-15,313697.0,UPI,False
PAYUID-004677,PAY-570856,INV-189744,2022-02-02,2382029.83,Bank Transfer,False
PAYUID-004678,PAY-521823,INV-700224,2022-12-06,1122679.93,Bank Transfer,False
PAYUID-004679,PAY-623956,INV-700224,2022-12-16,3500647.87,Credit Card,False
PAYUID-004680,PAY-996572,INV-870941,2019-10-29,2014165.47,Cheque,False
PAYUID-004681,PAY-937461,INV-679852,2023-02-21,2143186.0,Cheque,False
PAYUID-004682,PAY-815588,INV-614710,2024-02-12,1218676.6,Cash,False
PAYUID-004683,PAY-204375,INV-780830,2021-08-03,1427461.12,UPI,False
PAYUID-004684,PAY-336323,INV-780830,2021-08-23,2928222.08,UPI,False
PAYUID-004685,PAY-235069,INV-555974,2020-10-03,2013989.0,Cash,False
PAYUID-004686,PAY-245500,INV-112717,2022-06-21,3398.4,UPI,False
PAYUID-004687,PAY-419241,INV-886471,2020-01-04,1182720.0,Credit Card,False
PAYUID-004688,PAY-967368,INV-137788,2022-01-29,3353731.0,Bank Transfer,False
PAYUID-004689,PAY-284283,INV-154613,2024-04-23,236637.0,Credit Card,False
PAYUID-004690,PAY-598343,INV-547102,2024-11-13,1954541.28,Credit Card,False
PAYUID-004691,PAY-906187,INV-547102,2024-11-14,3907282.72,Cash,False
PAYUID-004692,PAY-908847,INV-698460,2023-01-16,2310678.4,Cheque,False
PAYUID-004693,PAY-559426,INV-379336,2024-06-22,761968.9,UPI,False
PAYUID-004694,PAY-331617,INV-760449,2021-08-14,2099270.0,Bank Transfer,False
PAYUID-004695,PAY-866393,INV-800112,2019-10-23,2122820.4,Bank Transfer,False
PAYUID-004696,PAY-327914,INV-360434,2019-03-25,1759278.6,UPI,False
PAYUID-004697,PAY-681295,INV-624637,2024-11-01,2464548.4,Cash,False
PAYUID-004698,PAY-521765,INV-704239,2022-03-17,977540.0,Cash,True
PAYUID-004699,PAY-837261,INV-128578,2019-11-23,3156691.2,UPI,False
PAYUID-004700,PAY-772321,INV-313065,2019-10-11,2388010.0,Bank Transfer,False
PAYUID-004701,PAY-383536,INV-906144,2019-04-28,204612.0,Bank Transfer,False
PAYUID-004702,PAY-873633,INV-433596,2022-05-28,1735109.0,Credit Card,False
PAYUID-004703,PAY-300472,INV-123109,2023-05-15,438572.0,Cash,False
PAYUID-004704,PAY-164590,INV-543824,2024-04-18,771045.99,Cash,False
PAYUID-004705,PAY-316319,INV-923096,2022-03-29,115335.19,Cheque,False
PAYUID-004706,PAY-880215,INV-923096,2022-04-15,56056.81,Bank Transfer,False
PAYUID-004707,PAY-123948,INV-466557,2019-12-24,702498.6,UPI,False
PAYUID-004708,PAY-125308,INV-642206,2021-11-29,1153932.46,Cash,False
PAYUID-004709,PAY-433490,INV-642206,2021-12-22,257385.94,Cheque,False
PAYUID-004710,PAY-801370,INV-244872,2023-10-09,336384.0,Cash,False
PAYUID-004711,PAY-844787,INV-838679,2023-07-09,1695328.95,Cash,False
PAYUID-004712,PAY-141322,INV-216603,2021-12-15,362436.05,UPI,False
PAYUID-004713,PAY-384423,INV-602234,2024-10-08,731761.72,Cheque,False
PAYUID-004714,PAY-662690,INV-441104,2021-09-21,1626501.95,UPI,True
PAYUID-004715,PAY-562415,INV-877459,2022-09-17,2454628.8,Credit Card,False
PAYUID-004716,PAY-271862,INV-814523,2022-09-05,1332356.21,Bank Transfer,False
PAYUID-004717,PAY-884757,INV-814523,2022-09-15,1227768.79,UPI,False
PAYUID-004718,PAY-643217,INV-218913,2021-10-20,328895.56,Bank Transfer,False
PAYUID-004719,PAY-617588,INV-275950,2024-08-14,1842277.02,Credit Card,False
PAYUID-004720,PAY-813039,INV-677045,2021-07-20,2048768.0,Cash,False
PAYUID-004721,PAY-817671,INV-873647,2023-03-31,2992258.0,Bank Transfer,False
PAYUID-004722,PAY-514828,INV-474215,2020-03-07,980637.6,Credit Card,False
PAYUID-004723,PAY-914618,INV-601799,2021-02-15,28557.84,Cheque,False
PAYUID-004724,PAY-953990,INV-601799,2021-02-23,890593.16,UPI,False
PAYUID-004725,PAY-157852,INV-995283,2019-10-23,203755.21,Cash,False
PAYUID-004726,PAY-250672,INV-510944,2024-04-20,1086703.19,UPI,False
PAYUID-004727,PAY-420564,INV-801532,2019-09-28,287809.59,Cash,False
PAYUID-004728,PAY-299182,INV-666569,2020-08-01,1286.98,Credit Card,False
PAYUID-004729,PAY-593711,INV-954868,2024-05-31,148208.0,Credit Card,False
PAYUID-004730,PAY-612318,INV-791502,2022-07-25,5087964.6,Cash,False
PAYUID-004731,PAY-949830,INV-223732,2020-10-29,330140.0,UPI,False
PAYUID-004732,PAY-804320,INV-741213,2023-03-10,672730.68,Cash,False
PAYUID-004733,PAY-578542,INV-741213,2023-04-18,16524.32,Cheque,False
PAYUID-004734,PAY-151116,INV-501224,2023-02-11,1565233.4,Cheque,False
PAYUID-004735,PAY-119362,INV-441859,2020-04-07,1003446.0,Credit Card,False
PAYUID-004736,PAY-329585,INV-880793,2020-12-16,1428625.8,Cheque,False
PAYUID-004737,PAY-145112,INV-383500,2020-11-05,437963.31,UPI,False
PAYUID-004738,PAY-492935,INV-437295,2022-11-22,1155588.8,Bank Transfer,False
PAYUID-004739,PAY-396222,INV-113570,2021-12-25,1064948.0,UPI,False
PAYUID-004740,PAY-452359,INV-836517,2022-06-14,2817939.0,Bank Transfer,False
PAYUID-004741,PAY-823720,INV-218635,2022-03-20,1807496.6,UPI,False
PAYUID-004742,PAY-292235,INV-646363,2023-07-13,954636.8,Cheque,False
PAYUID-004743,PAY-960392,INV-990331,2021-02-10,106897.73,UPI,False
PAYUID-004744,PAY-978600,INV-994221,2023-05-05,1026771.9,UPI,False
PAYUID-004745,PAY-150584,INV-994221,2023-05-08,75139.69,Credit Card,False
PAYUID-004746,PAY-292404,INV-994221,2023-04-16,874051.41,UPI,False
PAYUID-004747,PAY-954636,INV-534020,2019-03-30,362794.12,Cash,False
PAYUID-004748,PAY-597583,INV-729755,2024-05-29,329600.0,Credit Card,False
PAYUID-004749,PAY-459795,INV-585145,2020-07-10,3439846.0,Cheque,False
PAYUID-004750,PAY-794085,INV-912445,2022-09-10,516308.6,UPI,False
PAYUID-004751,PAY-518774,INV-637507,2022-11-20,1310187.0,Cash,False
PAYUID-004752,PAY-187734,INV-127084,2020-08-14,183221.15,Bank Transfer,False
PAYUID-004753,PAY-903725,INV-280302,2023-04-03,92899.0,Cheque,False
PAYUID-004754,PAY-895495,INV-394619,2021-03-30,2457396.0,Cash,False
PAYUID-004755,PAY-664888,INV-325499,2021-06-02,1447546.2,Bank Transfer,False
PAYUID-004756,PAY-554415,INV-430559,2019-03-24,263409.05,Cash,False
PAYUID-004757,PAY-299511,INV-598574,2022-10-23,3688268.0,Cash,False
PAYUID-004758,PAY-621131,INV-639159,2020-10-23,1085.55,Cash,False
PAYUID-004759,PAY-165330,INV-639159,2020-11-02,3209.65,UPI,False
PAYUID-004760,PAY-837578,INV-109519,2020-09-23,62521.38,UPI,False
PAYUID-004761,PAY-789180,INV-109519,2020-08-08,243697.02,Cash,False
PAYUID-004762,PAY-329149,INV-865047,2020-11-01,1738352.0,UPI,False
PAYUID-004763,PAY-593207,INV-792138,2023-10-17,1247303.8,Cheque,False
PAYUID-004764,PAY-270509,INV-555725,2019-04-05,168165.25,Cheque,False
PAYUID-004765,PAY-230065,INV-192465,2021-05-09,4005866.2,Cash,False
