po_id,supplier_id,branch_id,order_date,expected_delivery_date,received_date,po_status,total_cost,total_gst_amount,grand_total
PO-491996,SUP0008,HYD001,2019-02-16,2019-03-14,2019-03-14,Received,3314146.8800000004,687414.6594,4001561.5394
PO-650282,SUP0006,HYD001,2019-05-30,2019-06-09,2019-06-09,Received,5216080.0,1444773.7440000004,6660853.744000001
PO-980870,SUP0006,CHN001,2020-03-24,2020-04-03,2020-04-06,Received,51631607.58,14444615.7374,66076223.3174
PO-110082,SUP0007,KOL001,2020-06-18,2020-06-30,2020-06-30,Received,6047282.77,1615561.0776,7662843.8476
PO-720411,SUP0005,DEL001,2019-05-05,2019-06-02,2019-06-02,Received,8331835.750000001,2297317.4760000003,10629153.226000002
PO-358787,SUP0007,HYD001,2022-01-18,2022-01-30,2022-02-06,Received,19385670.85,5182966.828,24568637.678
PO-133020,SUP0005,DEL001,2022-02-14,2022-03-14,2022-03-19,Received,5577301.199999999,1554641.373,7131942.573
PO-581626,SUP0001,CHN001,2023-11-29,2023-12-18,2023-12-18,Received,14172530.88,3748079.5684,17920610.4484
PO-512051,SUP0002,HYD001,2023-07-22,2023-08-01,2023-08-01,Received,8314873.85,2129863.731,10444737.581
PO-833214,SUP0001,PUN001,2020-03-02,2020-03-21,2020-03-21,Received,28397985.27,7932839.319600001,36330824.5896
PO-980580,SUP0004,HYD001,2024-07-30,2024-08-17,2024-08-17,Received,24111134.36,6670177.463800001,30781311.823800005
PO-465972,SUP0002,CHN001,2023-03-14,2023-03-24,2023-03-24,Received,16748493.5,4532808.806000001,21281302.306
PO-592237,SUP0002,DEL001,2022-03-23,2022-04-02,,Cancelled,12374595.239999998,3369184.1452,15743779.385199998
PO-501695,SUP0008,DEL001,2022-10-04,2022-10-30,2022-10-30,Received,11913488.15,3271354.586,15184842.736
PO-876046,SUP0008,PUN001,2021-01-16,2021-02-11,,Cancelled,34002713.12,9394253.8136,43396966.9336
PO-824074,SUP0004,CHN001,2022-07-19,2022-08-06,,Cancelled,3592724.2,747241.5160000001,4339965.716
PO-107519,SUP0002,AHM001,2019-10-12,2019-10-22,2019-10-22,Received,6540096.72,1719665.7176,8259762.4376
PO-791045,SUP0008,PUN001,2022-06-07,2022-07-03,2022-07-03,Received,12608910.25,3521407.7740000007,16130318.024
PO-565782,SUP0004,CHN001,2023-09-20,2023-10-08,2023-10-08,Received,4592989.470000001,1265494.3716000002,5858483.841600001
PO-710635,SUP0004,PUN001,2020-04-21,2020-05-09,2020-05-09,Received,8288150.209999999,2316750.9738000003,10604901.1838
PO-625955,SUP0007,DEL001,2022-06-10,2022-06-22,2022-06-19,Received,16346389.52,4545143.291600001,20891532.811600003
PO-401230,SUP0005,HYD001,2023-07-18,2023-08-15,2023-08-16,Received,2179891.08,610369.5024000001,2790260.5824
PO-355779,SUP0003,HYD001,2022-10-02,2022-10-18,2022-10-25,Received,5577044.3,1341283.8760000002,6918328.176
PO-490393,SUP0006,KOL001,2024-04-17,2024-04-27,2024-04-29,Received,268566.6,48341.988,316908.588
PO-850226,SUP0005,KOL001,2020-02-02,2020-03-01,2020-03-01,Received,31724063.78,8781024.590400001,40505088.3704
PO-665609,SUP0004,CHN001,2024-04-26,2024-05-14,,Cancelled,4153836.1,979637.163,5133473.263
PO-695820,SUP0005,CHN001,2024-11-22,2024-12-20,2024-12-20,Received,26512188.73,7331528.2804,33843717.0104
PO-538610,SUP0007,HYD001,2020-01-21,2020-02-02,2020-02-02,Received,23786460.7,6568339.601000001,30354800.301
PO-653201,SUP0007,CHN001,2019-03-10,2019-03-22,2019-03-22,Received,1289726.01,354118.59180000005,1643844.6018
PO-731503,SUP0002,CHN001,2021-09-11,2021-09-21,2021-09-22,Received,13192723.38,3681747.8904,16874471.2704
PO-321266,SUP0005,HYD001,2023-10-18,2023-11-15,2023-11-15,Received,2113839.0,591874.92,2705713.92
PO-290919,SUP0001,HYD001,2019-10-25,2019-11-13,2019-11-13,Received,1520375.84,273667.6512,1794043.4912
PO-967896,SUP0007,CHN001,2019-02-27,2019-03-11,2019-03-11,Received,19811821.97,5401339.971600001,25213161.9416
PO-455338,SUP0004,AHM001,2023-05-10,2023-05-28,2023-05-28,Received,2959229.85,822446.278,3781676.128
PO-322604,SUP0007,CHN001,2021-09-03,2021-09-15,2021-09-15,Received,2055013.5,506752.15800000005,2561765.658
PO-259562,SUP0008,HYD001,2021-04-03,2021-04-29,2021-04-29,Received,3297719.54,818441.4761999999,4116161.0162
PO-192343,SUP0007,KOL001,2023-03-02,2023-03-14,2023-03-14,Received,7063512.16,1809083.8268,8872595.9868
PO-526216,SUP0006,PUN001,2022-05-12,2022-05-22,2022-05-28,Received,22213094.72,6031954.6076,28245049.3276
PO-668003,SUP0006,HYD001,2024-11-10,2024-11-20,2024-11-20,Received,9941694.43,2677128.0474,12618822.4774
PO-946606,SUP0006,CHN001,2024-02-29,2024-03-10,2024-03-10,Received,3565721.53,994192.9144,4559914.444399999
PO-554658,SUP0005,AHM001,2021-05-04,2021-06-01,2021-06-01,Received,28622198.23,7771061.502400001,36393259.7324
PO-565849,SUP0001,KOL001,2019-02-11,2019-03-02,2019-03-02,Received,12769325.21,3532090.8328000004,16301416.042800002
PO-825576,SUP0008,KOL001,2022-06-02,2022-06-28,2022-06-28,Received,7005472.89,1953390.7392,8958863.6292
PO-214103,SUP0004,PUN001,2020-04-05,2020-04-23,,Cancelled,713233.05,184043.874,897276.924
PO-534954,SUP0002,CHN001,2022-08-20,2022-08-30,2022-08-30,Received,12898203.48,3413829.2404000005,16312032.7204
PO-184151,SUP0007,AHM001,2022-12-26,2023-01-07,2023-01-07,Received,17412116.540000003,4847727.191200001,22259843.7312
PO-511739,SUP0005,HYD001,2021-08-27,2021-09-24,2021-09-24,Received,20799412.87,5672266.7356,26471679.605600003
PO-624166,SUP0006,PUN001,2024-01-21,2024-01-31,2024-01-30,Received,477515.22,85952.73959999999,563467.9596
PO-679326,SUP0003,CHN001,2019-03-06,2019-03-22,2019-03-22,Received,2694736.72,712251.7216,3406988.4416000005
PO-907655,SUP0006,CHN001,2023-10-05,2023-10-15,2023-10-15,Received,3996331.33,954279.4564,4950610.7864
PO-179520,SUP0007,CHN001,2019-01-13,2019-01-25,,Cancelled,346309.92,62335.7856,408645.7056
PO-199109,SUP0002,HYD001,2021-11-16,2021-11-26,2021-12-03,Received,13291952.7,3611971.336,16903924.036000002
PO-133368,SUP0008,CHN001,2020-11-30,2020-12-26,2020-12-31,Received,4490501.35,1231498.3,5721999.65
PO-105103,SUP0002,PUN001,2019-02-28,2019-03-10,2019-03-10,Received,1949161.5,545765.2200000001,2494926.72
PO-873657,SUP0007,KOL001,2022-02-08,2022-02-20,2022-02-20,Received,7861804.449999999,1924615.167,9786419.617
PO-942783,SUP0008,HYD001,2019-11-24,2019-12-20,2019-12-20,Received,6169444.98,1693781.7234000002,7863226.7034
PO-929931,SUP0002,HYD001,2020-03-17,2020-03-27,2020-03-27,Received,5971511.63,1672023.2564,7643534.8864
PO-462917,SUP0007,AHM001,2019-05-24,2019-06-05,2019-06-07,Received,5706386.05,1356040.525,7062426.575
PO-250525,SUP0003,CHN001,2020-08-10,2020-08-26,2020-09-02,Received,7058254.529999999,1767427.7854,8825682.315399999
PO-803318,SUP0008,HYD001,2020-01-24,2020-02-19,2020-02-19,Received,3751077.4,937107.853,4688185.2530000005
PO-441535,SUP0004,HYD001,2022-02-02,2022-02-20,2022-02-20,Received,15845998.3,4436879.524000001,20282877.824
PO-557581,SUP0001,KOL001,2019-10-01,2019-10-20,2019-10-20,Received,4437952.39,1234475.6842,5672428.0742
PO-996886,SUP0004,AHM001,2022-02-09,2022-02-27,2022-02-27,Received,18708469.17,5130020.2936,23838489.4636
PO-988835,SUP0006,HYD001,2021-04-16,2021-04-26,2021-04-28,Received,304945.15,85384.64199999999,390329.792
PO-662813,SUP0004,CHN001,2022-12-16,2023-01-03,2023-01-03,Received,977753.12,269932.34160000004,1247685.4616
PO-557989,SUP0001,AHM001,2019-12-07,2019-12-26,2019-12-30,Received,14269223.7,3995382.636,18264606.336
PO-504004,SUP0004,AHM001,2021-05-27,2021-06-14,2021-06-14,Received,20109977.75,5455290.794000001,25565268.544
PO-484023,SUP0006,PUN001,2020-12-07,2020-12-17,,Cancelled,14142614.68,3839854.2844,17982468.9644
PO-754441,SUP0008,KOL001,2024-02-04,2024-03-01,2024-03-01,Received,14777296.76,3981643.0068,18758939.7668
PO-982270,SUP0003,PUN001,2024-02-23,2024-03-10,2024-03-10,Received,26879032.180000003,7463214.993400002,34342247.1734
PO-714546,SUP0005,AHM001,2020-11-19,2020-12-17,2020-12-17,Received,4927565.29,1241969.6962,6169534.9862
PO-365514,SUP0005,HYD001,2021-03-29,2021-04-26,,Cancelled,44159949.720000006,12267869.817600004,56427819.5376
PO-531021,SUP0005,DEL001,2022-05-05,2022-06-02,2022-06-02,Received,22137486.31,6159873.1638,28297359.4738
PO-184910,SUP0001,CHN001,2021-04-20,2021-05-09,2021-05-09,Received,4123026.71,1154447.4788,5277474.1888
PO-565247,SUP0001,DEL001,2019-02-23,2019-03-14,2019-03-14,Received,10209549.81,2751956.4148,12961506.2248
PO-528092,SUP0004,AHM001,2020-12-21,2021-01-08,2021-01-08,Received,9847365.79,2613528.2762,12460894.0662
PO-853287,SUP0006,HYD001,2022-06-04,2022-06-14,2022-06-14,Received,8474045.27,1956542.0806,10430587.3506
PO-599827,SUP0002,DEL001,2019-02-06,2019-02-16,2019-02-16,Received,5291974.32,1476868.2996000005,6768842.619600001
PO-590195,SUP0005,CHN001,2020-04-14,2020-05-12,2020-05-12,Received,952559.78,234214.3344,1186774.1143999998
PO-738570,SUP0006,AHM001,2019-02-14,2019-02-24,2019-02-24,Received,17485066.07,4829683.913600001,22314749.9836
PO-939384,SUP0005,AHM001,2024-08-07,2024-09-04,2024-09-04,Received,15869655.6,4424174.796,20293830.396
PO-758529,SUP0008,CHN001,2021-01-27,2021-02-22,2021-02-24,Received,15535662.6,4279559.678,19815222.278
PO-139980,SUP0007,PUN001,2021-10-22,2021-11-03,2021-11-03,Received,17866241.810000002,4750376.116800001,22616617.9268
PO-974099,SUP0001,PUN001,2022-08-29,2022-09-17,2022-09-17,Received,20340865.46,5540469.8188000005,25881335.278800003
PO-699799,SUP0002,AHM001,2021-07-08,2021-07-18,2021-07-18,Received,11208714.86,3128896.8408000004,14337611.7008
PO-516978,SUP0003,DEL001,2021-08-07,2021-08-23,2021-08-23,Received,2435746.9200000004,680753.4216000001,3116500.3416000004
PO-193285,SUP0003,PUN001,2023-05-03,2023-05-19,2023-05-17,Received,8514208.96,2257159.4728,10771368.4328
PO-926354,SUP0003,CHN001,2022-05-26,2022-06-11,2022-06-11,Received,18836433.92,5140060.6096,23976494.5296
PO-749214,SUP0005,DEL001,2021-07-02,2021-07-30,2021-07-30,Received,7234131.619999999,2025556.8536,9259688.4736
PO-215042,SUP0003,HYD001,2019-05-19,2019-06-04,2019-06-04,Received,28334922.61,7933778.330800001,36268700.9408
PO-238443,SUP0007,DEL001,2019-06-04,2019-06-16,2019-06-16,Received,1884883.1,339278.958,2224162.058
PO-611153,SUP0007,PUN001,2024-07-08,2024-07-20,2024-07-20,Received,10441884.06,2621733.8918000003,13063617.9518
PO-561461,SUP0008,CHN001,2023-07-12,2023-08-07,2023-08-07,Received,25317163.71,7081864.345800001,32399028.0558
PO-792822,SUP0008,KOL001,2019-02-15,2019-03-13,2019-03-19,Received,24754678.8,6721798.404000001,31476477.204
PO-406944,SUP0003,CHN001,2022-10-26,2022-11-11,2022-11-11,Received,14618119.400000002,4043550.042,18661669.442
PO-182892,SUP0005,KOL001,2019-10-16,2019-11-13,,Cancelled,16783057.91,4545470.587800001,21328528.4978
PO-162886,SUP0001,PUN001,2023-09-13,2023-10-02,2023-10-03,Received,9375478.92,2405561.9226,11781040.8426
PO-670554,SUP0008,KOL001,2021-10-23,2021-11-18,2021-11-18,Received,11831696.34,3153173.7252000007,14984870.0652
PO-129470,SUP0004,HYD001,2020-01-03,2020-01-21,2020-01-21,Received,16328615.34,4551456.5222000005,20880071.862200003
PO-155665,SUP0005,DEL001,2019-08-14,2019-09-11,2019-09-11,Received,3088084.23,856377.2844,3944461.5144
PO-603557,SUP0007,DEL001,2020-08-30,2020-09-11,2020-09-11,Received,1994746.67,423751.8956000001,2418498.5656000003
PO-342135,SUP0002,CHN001,2023-06-10,2023-06-20,2023-06-20,Received,4100274.31,1110207.3988,5210481.7088
PO-430995,SUP0005,KOL001,2019-03-14,2019-04-11,2019-04-11,Received,1149703.15,321916.882,1471620.032
PO-294899,SUP0008,DEL001,2022-04-28,2022-05-24,2022-05-24,Received,129933.0,23387.94,153320.94
PO-756683,SUP0001,CHN001,2020-01-24,2020-02-12,2020-02-12,Received,20181452.13,5365737.8654000005,25547189.9954
PO-913949,SUP0002,KOL001,2023-08-31,2023-09-10,2023-09-10,Received,12928115.18,3598942.9154000003,16527058.0954
PO-398075,SUP0005,HYD001,2021-08-20,2021-09-17,2021-09-17,Received,18637660.76,5046844.961800002,23684505.721800003
PO-377723,SUP0006,PUN001,2019-12-10,2019-12-20,2019-12-20,Received,8124978.43,2252128.0874,10377106.5174
PO-440853,SUP0005,HYD001,2023-05-12,2023-06-09,2023-06-15,Received,16398121.0,4546894.685,20945015.685
PO-839990,SUP0006,CHN001,2019-01-26,2019-02-05,,Cancelled,11428847.64,3072103.7122000004,14500951.3522
PO-527637,SUP0001,AHM001,2020-05-01,2020-05-20,2020-05-20,Received,2170176.08,600984.4064000001,2771160.4864000003
PO-231154,SUP0008,KOL001,2019-03-19,2019-04-14,2019-04-14,Received,7925486.929999999,2191169.2094,10116656.1394
PO-799393,SUP0002,HYD001,2022-11-25,2022-12-05,2022-12-05,Received,9237834.85,2525693.593,11763528.443
PO-681232,SUP0003,CHN001,2021-10-24,2021-11-09,,Cancelled,22131305.0,6174089.380000001,28305394.38
PO-901645,SUP0001,HYD001,2024-04-07,2024-04-26,2024-04-26,Received,27700934.62,7566505.6566,35267440.2766
PO-819553,SUP0008,AHM001,2022-06-21,2022-07-17,,Cancelled,27560729.38,7510205.9924,35070935.3724
PO-467873,SUP0006,DEL001,2021-03-09,2021-03-19,2021-03-20,Received,17268845.93,4801769.0504,22070614.9804
PO-887049,SUP0006,PUN001,2024-10-17,2024-10-27,,Cancelled,1008105.4,181458.972,1189564.3720000002
PO-775860,SUP0001,PUN001,2019-01-01,2019-01-20,2019-01-24,Received,25510912.85,7055394.513000001,32566307.363
PO-739936,SUP0006,AHM001,2020-05-11,2020-05-21,2020-05-21,Received,67508.08,12151.4544,79659.5344
PO-767318,SUP0006,AHM001,2021-07-23,2021-08-02,2021-08-02,Received,17803181.81,4804045.3238,22607227.1338
PO-515033,SUP0007,DEL001,2019-06-18,2019-06-30,,Cancelled,2981197.54,793873.7982000001,3775071.3382
PO-306120,SUP0003,PUN001,2022-06-07,2022-06-23,2022-06-23,Received,4872488.64,1279350.6172000002,6151839.2572
PO-354513,SUP0003,AHM001,2019-08-09,2019-08-25,2019-08-25,Received,6052964.350000001,1608844.015,7661808.365
PO-151813,SUP0003,AHM001,2020-10-08,2020-10-24,2020-10-24,Received,20711925.07,5764086.899600001,26476011.9696
PO-589681,SUP0003,DEL001,2019-05-10,2019-05-26,2019-05-26,Received,1294496.92,233009.4456,1527506.3656
PO-228608,SUP0007,AHM001,2024-01-14,2024-01-26,2024-01-26,Received,5944283.74,1499601.6092,7443885.3492
PO-161167,SUP0003,HYD001,2023-02-25,2023-03-13,2023-03-15,Received,45495.84,8189.251199999999,53685.0912
PO-109652,SUP0008,AHM001,2020-10-19,2020-11-14,2020-11-14,Received,1095398.2,197171.676,1292569.876
PO-741546,SUP0006,AHM001,2022-01-31,2022-02-10,2022-02-12,Received,7881.999999999999,1418.7599999999998,9300.759999999998
PO-305387,SUP0007,PUN001,2023-09-25,2023-10-07,2023-10-07,Received,15521973.57,3994781.2796,19516754.8496
PO-431820,SUP0003,AHM001,2023-10-08,2023-10-24,2023-10-29,Received,12547304.75,3440858.6440000003,15988163.394
PO-528594,SUP0005,HYD001,2021-09-06,2021-10-04,2021-10-04,Received,43081826.150000006,11988501.028000005,55070327.178
PO-420700,SUP0005,CHN001,2022-06-18,2022-07-16,2022-07-16,Received,17795880.55,4895897.477000001,22691778.027000003
PO-117813,SUP0006,AHM001,2021-10-07,2021-10-17,2021-10-24,Received,912618.14,250832.32920000004,1163450.4692
PO-795555,SUP0001,CHN001,2019-09-23,2019-10-12,2019-10-12,Received,386136.15,69504.507,455640.657
PO-701697,SUP0008,DEL001,2019-07-19,2019-08-14,2019-08-14,Received,45621131.94,12737742.3592,58358874.2992
PO-447612,SUP0003,AHM001,2020-08-14,2020-08-30,,Cancelled,2668531.69,678178.4792,3346710.1692
PO-640733,SUP0008,HYD001,2022-11-08,2022-12-04,2022-12-03,Received,13350439.3,3652041.604,17002480.904
PO-919433,SUP0005,AHM001,2022-01-26,2022-02-23,,Cancelled,11979235.21,3290618.4648,15269853.6748
PO-619017,SUP0001,CHN001,2022-01-09,2022-01-28,2022-01-28,Received,18161231.6,4949819.31,23111050.91
PO-767208,SUP0003,KOL001,2022-04-25,2022-05-11,2022-05-11,Received,20380130.32,5485644.9916,25865775.3116
PO-495082,SUP0002,KOL001,2022-12-24,2023-01-03,2023-01-03,Received,12080092.75,3157385.7900000005,15237478.540000005
PO-941176,SUP0006,PUN001,2019-08-03,2019-08-13,2019-08-13,Received,2048272.48,569527.7444,2617800.2244
PO-879722,SUP0006,KOL001,2019-02-27,2019-03-09,2019-03-14,Received,1015863.65,245120.19300000003,1260983.843
PO-303447,SUP0004,HYD001,2023-04-13,2023-05-01,2023-05-01,Received,37586424.63,10505313.4964,48091738.1264
PO-693365,SUP0006,PUN001,2020-08-11,2020-08-21,2020-08-21,Received,10771553.67,3014256.4756,13785810.1456
PO-141222,SUP0006,DEL001,2019-10-06,2019-10-16,2019-10-16,Received,7672922.489999999,2012266.2532,9685188.7432
PO-618777,SUP0008,HYD001,2021-12-01,2021-12-27,2021-12-27,Received,261676.32000000004,47101.73760000001,308778.05760000006
PO-281883,SUP0001,PUN001,2020-04-29,2020-05-18,2020-05-20,Received,1771785.3,484594.959,2256380.2590000005
PO-770852,SUP0003,DEL001,2023-11-29,2023-12-15,2023-12-15,Received,8150611.06,2246540.3008000003,10397151.3608
PO-353986,SUP0004,CHN001,2024-01-17,2024-02-04,2024-02-04,Received,99279.6,17870.327999999998,117149.928
PO-995359,SUP0002,AHM001,2021-02-06,2021-02-16,2021-02-16,Received,2874797.24,783255.9852000001,3658053.2252
PO-495228,SUP0002,PUN001,2019-10-04,2019-10-14,2019-10-14,Received,12355717.05,3336109.554,15691826.604
PO-455084,SUP0007,CHN001,2023-06-06,2023-06-18,2023-06-18,Received,21594550.31,5802645.864800001,27397196.1748
PO-354209,SUP0002,PUN001,2020-02-01,2020-02-11,2020-02-15,Received,5512038.140000001,1508306.9672,7020345.1072
PO-904996,SUP0002,PUN001,2019-12-28,2020-01-07,2020-01-07,Received,12295639.27,3024512.5396000003,15320151.8096
PO-414507,SUP0007,KOL001,2021-07-28,2021-08-09,2021-08-12,Received,10076192.35,2729981.5130000003,12806173.863000002
PO-864041,SUP0007,PUN001,2021-03-26,2021-04-07,2021-04-07,Received,981316.32,274768.5696,1256084.8896
PO-430545,SUP0008,KOL001,2021-06-14,2021-07-10,2021-07-10,Received,1357358.76,380060.4528,1737419.2128
PO-372339,SUP0006,CHN001,2019-06-11,2019-06-21,2019-06-21,Received,27893423.19,7513514.1932000015,35406937.383200005
PO-952939,SUP0005,CHN001,2019-04-30,2019-05-28,2019-05-28,Received,121265.43,21827.7774,143093.20739999998
PO-467963,SUP0008,AHM001,2022-02-05,2022-03-03,2022-03-03,Received,376518.7,67773.366,444292.066
PO-226000,SUP0003,PUN001,2024-03-20,2024-04-05,2024-04-05,Received,42123765.75,11662952.822,53786718.572
PO-633582,SUP0008,PUN001,2023-05-02,2023-05-28,2023-05-30,Received,19995009.89,5579314.2312,25574324.1212
PO-692733,SUP0005,DEL001,2023-01-03,2023-01-31,2023-02-02,Received,2302861.84,635249.0152,2938110.8552
PO-916989,SUP0006,DEL001,2023-02-28,2023-03-10,2023-03-10,Received,5819280.369999999,1457876.6856000002,7277157.0556
PO-582204,SUP0008,HYD001,2021-04-09,2021-05-05,2021-05-05,Received,12780334.02,3548664.2116000005,16328998.231599998
PO-808760,SUP0003,DEL001,2019-03-10,2019-03-26,2019-03-26,Received,27752567.5,7708023.53,35460591.03
PO-450582,SUP0007,AHM001,2024-02-12,2024-02-24,2024-02-24,Received,10609959.22,2948075.1616,13558034.3816
PO-956939,SUP0002,DEL001,2023-01-25,2023-02-04,2023-02-04,Received,39279089.74,10859468.3502,50138558.09020001
PO-583587,SUP0004,PUN001,2024-08-15,2024-09-02,2024-09-02,Received,23647142.58,6617348.1984,30264490.7784
PO-401689,SUP0008,AHM001,2019-09-18,2019-10-14,2019-10-15,Received,6409918.5600000005,1765620.0838000004,8175538.643800002
PO-496750,SUP0007,CHN001,2020-11-23,2020-12-05,,Cancelled,658128.6299999999,156791.5374,814920.1673999999
PO-604224,SUP0008,PUN001,2019-01-03,2019-01-29,2019-02-05,Received,11779766.14,3183609.7672,14963375.9072
PO-928216,SUP0006,HYD001,2022-05-15,2022-05-25,2022-05-25,Received,19007560.07,5119774.9816000005,24127335.0516
PO-189906,SUP0004,PUN001,2024-12-05,2024-12-23,2024-12-23,Received,39203.0,7056.54,46259.54
PO-588490,SUP0008,PUN001,2024-10-08,2024-11-03,2024-11-03,Received,6629297.38,1797576.7984000002,8426874.1784
PO-357458,SUP0007,CHN001,2019-02-19,2019-03-03,2019-03-03,Received,4538904.09,1239851.7522000002,5778755.8422
PO-635223,SUP0005,PUN001,2019-09-29,2019-10-27,2019-10-27,Received,17439467.71,4543841.9538,21983309.6638
PO-545015,SUP0001,DEL001,2022-08-12,2022-08-31,2022-08-31,Received,12408562.32,3172990.2836,15581552.6036
PO-367803,SUP0002,AHM001,2024-05-20,2024-05-30,2024-05-30,Received,16838727.689999998,4696275.6512,21535003.3412
PO-162958,SUP0007,DEL001,2021-08-22,2021-09-03,2021-09-03,Received,11504227.77,3192999.6256,14697227.3956
PO-277917,SUP0008,DEL001,2019-02-16,2019-03-14,2019-03-14,Received,11785024.41,2968418.0958,14753442.5058
PO-944261,SUP0008,AHM001,2020-01-16,2020-02-11,2020-02-17,Received,9356607.67,2528649.0466,11885256.7166
PO-123871,SUP0002,PUN001,2023-05-19,2023-05-29,2023-05-29,Received,4454255.9,1019802.93,5474058.83
PO-511025,SUP0002,KOL001,2019-04-16,2019-04-26,,Cancelled,26507579.090000004,7358970.221200001,33866549.3112
PO-565736,SUP0003,AHM001,2023-06-05,2023-06-21,2023-06-21,Received,14106200.98,3940929.4434,18047130.4234
PO-279080,SUP0008,PUN001,2021-03-15,2021-04-10,2021-04-10,Received,7515397.949999999,2104311.426,9619709.376
PO-157324,SUP0002,AHM001,2022-01-18,2022-01-28,2022-01-28,Received,15076794.02,4083551.427600001,19160345.4476
PO-837638,SUP0002,HYD001,2019-04-24,2019-05-04,2019-05-04,Received,71545176.25999999,19863241.5088,91408417.7688
PO-953988,SUP0001,HYD001,2022-11-16,2022-12-05,2022-12-05,Received,18142933.92,4493000.1976,22635934.1176
PO-106546,SUP0008,CHN001,2021-03-17,2021-04-12,2021-04-12,Received,21463416.96,5665074.8788,27128491.8388
PO-694863,SUP0002,AHM001,2021-01-30,2021-02-09,2021-02-09,Received,2559843.57,544492.4526,3104336.0226
PO-232422,SUP0008,CHN001,2023-07-09,2023-08-04,2023-08-04,Received,26035396.47,7150341.675600001,33185738.1456
PO-341503,SUP0002,HYD001,2019-03-11,2019-03-21,2019-03-22,Received,10438124.33,2860256.4704000005,13298380.8004
PO-107963,SUP0006,AHM001,2023-04-06,2023-04-16,,Cancelled,23961645.89,6588790.7312,30550436.621200003
PO-683456,SUP0001,HYD001,2024-11-16,2024-12-05,2024-12-05,Received,19491770.6,5457695.768,24949466.368
PO-501874,SUP0008,CHN001,2020-10-24,2020-11-19,2020-11-19,Received,1698385.84,475548.0352,2173933.8752
PO-239640,SUP0001,KOL001,2021-03-15,2021-04-03,2021-04-03,Received,709122.76,198554.3728,907677.1328
PO-192546,SUP0003,HYD001,2019-08-05,2019-08-21,2019-08-21,Received,23600835.44,6473774.2082,30074609.6482
PO-841038,SUP0007,CHN001,2022-11-25,2022-12-07,2022-12-07,Received,35507374.13,9775594.6574,45282968.7874
PO-944990,SUP0008,HYD001,2021-09-01,2021-09-27,2021-10-03,Received,1778540.79,497991.4212,2276532.2112000003
PO-772281,SUP0002,CHN001,2024-10-23,2024-11-02,2024-11-02,Received,77300.73000000001,13914.131400000002,91214.8614
PO-970312,SUP0008,KOL001,2020-12-13,2021-01-08,2021-01-08,Received,13931811.61,3883482.1648,17815293.774800003
PO-684848,SUP0005,PUN001,2021-05-19,2021-06-16,,Cancelled,6198915.7,1713087.904,7912003.604
PO-222403,SUP0001,PUN001,2023-11-18,2023-12-07,2023-12-07,Received,13627030.56,3612711.9448,17239742.5048
PO-232994,SUP0002,DEL001,2020-11-11,2020-11-21,2020-11-21,Received,8074576.680000001,2071968.3874000004,10146545.0674
PO-545102,SUP0005,HYD001,2021-03-30,2021-04-27,2021-04-27,Received,24573238.33,6802278.333400001,31375516.6634
PO-807425,SUP0002,KOL001,2024-09-13,2024-09-23,2024-09-23,Received,6666002.5,1823310.9420000005,8489313.442
PO-461068,SUP0002,CHN001,2021-07-01,2021-07-11,2021-07-11,Received,10343240.79,2849566.7862,13192807.5762
PO-172051,SUP0005,CHN001,2022-08-09,2022-09-06,2022-09-06,Received,7006975.109999999,1739083.8138,8746058.923799999
PO-822638,SUP0007,KOL001,2024-05-04,2024-05-16,2024-05-23,Received,12234314.06,3410326.7008000007,15644640.760800002
PO-517419,SUP0003,CHN001,2022-04-13,2022-04-29,2022-04-29,Received,27118114.230000004,7322976.419400001,34441090.6494
PO-620016,SUP0003,AHM001,2020-06-10,2020-06-26,2020-06-26,Received,4427990.34,1210885.1822000002,5638875.5222000005
PO-355017,SUP0002,CHN001,2020-12-19,2020-12-29,2020-12-29,Received,33898430.43,9450859.2134,43349289.643400006
PO-181097,SUP0007,DEL001,2023-04-06,2023-04-18,2023-04-18,Received,11095868.47,3009492.4716000003,14105360.9416
PO-188032,SUP0001,HYD001,2021-08-26,2021-09-14,2021-09-18,Received,24437523.18,6838040.792400001,31275563.9724
PO-221454,SUP0007,KOL001,2023-05-02,2023-05-14,2023-05-16,Received,23460533.24,6531730.9702,29992264.2102
PO-915721,SUP0008,HYD001,2024-01-07,2024-02-02,2024-02-02,Received,3505539.4200000004,968755.1256,4474294.5456
PO-887446,SUP0001,AHM001,2021-04-14,2021-05-03,2021-05-03,Received,16793532.82,4624161.5016,21417694.3216
PO-153254,SUP0002,CHN001,2020-05-05,2020-05-15,2020-05-15,Received,1306394.4,365790.4320000001,1672184.8320000002
PO-256785,SUP0001,AHM001,2024-03-05,2024-03-24,2024-03-24,Received,9594844.37,2686556.4236,12281400.7936
PO-697072,SUP0007,DEL001,2021-04-03,2021-04-15,2021-04-15,Received,15344384.7,4241218.646000001,19585603.346
PO-808381,SUP0006,DEL001,2019-01-06,2019-01-16,2019-01-16,Received,2272241.36,597915.5888,2870156.9488000004
PO-947138,SUP0005,PUN001,2023-06-23,2023-07-21,,Cancelled,17564794.630000003,4910588.377400001,22475383.0074
PO-535727,SUP0003,HYD001,2019-12-03,2019-12-19,,Cancelled,8728694.52,2374622.0136,11103316.5336
PO-393141,SUP0006,AHM001,2024-11-09,2024-11-19,2024-11-19,Received,21914924.84,5983453.7692,27898378.6092
