po_id,line_number,product_id,quantity,unit_cost,gst_rate,line_total,gst_amount,line_grand_total
PO-267626,5,P004,50,28996.37,28,1449818.5,405949.18000000005,1855767.68
PO-267626,6,P026,217,228.26,18,49532.42,8915.835599999999,58448.2556
PO-605677,1,P021,34,28757.82,28,977765.88,273774.4464,1251540.3264
PO-605677,2,P009,260,12230.86,28,3180023.6,890406.6080000001,4070430.208
PO-605677,3,P027,94,381.95,18,35903.3,6462.593999999999,42365.89399999999
PO-605677,4,P022,295,13521.33,28,3988792.35,1116861.8580000002,5105654.208000001
PO-499492,1,P012,23,2043.54,28,47001.42,13160.3976,60161.8176
PO-499492,2,P021,64,28284.57,28,1810212.48,506859.4944,2317071.9744
PO-499492,3,P003,195,1046.8,18,204126.0,36742.68,240868.68
PO-499492,4,P030,29,15622.07,28,453040.03,126851.2084,579891.2383999999
PO-499492,5,P022,257,12255.77,28,3149732.89,881925.2092000002,4031658.0992
PO-499492,6,P016,57,8251.06,18,470310.42,84655.8756,554966.2956
PO-499492,7,P015,57,88352.07,28,5036067.99,1410099.0372,6446167.0272
PO-499492,8,P019,118,27946.13,28,3297643.3400000003,923340.1352,4220983.4752
PO-612671,1,P009,72,9732.73,28,700756.5599999999,196211.8368,896968.3968
PO-612671,2,P009,52,11343.66,28,589870.32,165163.6896,755034.0096
PO-612671,3,P016,174,6303.43,18,1096796.82,197423.4276,1294220.2476
PO-612671,4,P003,32,964.33,18,30858.56,5554.5408,36413.1008
PO-612671,5,P021,165,34131.0,28,5631615.0,1576852.2000000002,7208467.2
PO-612671,6,P026,223,253.12,18,56445.76,10160.2368,66605.99680000001
PO-612671,7,P012,156,1895.55,28,295705.8,82797.62400000001,378503.424
PO-288657,1,P003,125,947.62,18,118452.5,21321.45,139773.95
PO-288657,2,P013,197,1195.58,18,235529.26,42395.2668,277924.5268
PO-288657,3,P007,243,891.61,18,216661.23,38999.0214,255660.2514
PO-288657,4,P003,156,1083.52,18,169029.12,30425.2416,199454.3616
PO-288657,5,P016,255,8114.23,18,2069128.65,372443.157,2441571.807
PO-288657,6,P023,27,8010.74,28,216289.98,60561.1944,276851.1744
PO-288657,7,P018,153,9374.44,28,1434289.32,401601.0096000001,1835890.3296
PO-288657,8,P018,158,7469.89,28,1180242.62,330467.93360000005,1510710.5536000002
PO-288657,9,P026,171,206.79,18,35361.09,6364.9962,41726.0862
PO-288657,10,P025,182,6920.11,18,1259460.02,226702.8036,1486162.8236
PO-288657,11,P030,106,16037.6,28,1699985.6,475995.96800000005,2175981.568
PO-288657,12,P015,49,94532.73,28,4632103.77,1296989.0556,5929092.8256
PO-332321,1,P006,114,8747.21,28,997181.94,279210.94320000004,1276392.8832
PO-332321,2,P005,26,6184.91,28,160807.66,45026.1448,205833.8048
PO-332321,3,P016,216,8699.41,18,1879072.56,338233.0608,2217305.6208
PO-332321,4,P018,187,6973.03,28,1303956.61,365107.8508,1669064.4608
PO-332321,5,P018,177,7643.33,28,1352869.41,378803.4348,1731672.8447999998
PO-332321,6,P028,211,1363.87,18,287776.56999999995,51799.78259999999,339576.3525999999
PO-332321,7,P017,117,394.11,18,46110.87,8299.9566,54410.8266
PO-332321,8,P030,265,14098.32,28,3736054.8,1046095.344,4782150.143999999
PO-332321,9,P013,116,893.29,18,103621.64,18651.8952,122273.5352
PO-332321,10,P016,281,7612.02,18,2138977.62,385015.9716,2523993.5916
PO-820518,1,P030,36,15941.13,28,573880.6799999999,160686.5904,734567.2703999999
PO-820518,2,P026,120,255.57,18,30668.4,5520.311999999999,36188.712
PO-820518,3,P015,86,100631.37,28,8654297.82,2423203.3896000003,11077501.209600002
PO-820518,4,P019,150,29378.45,28,4406767.5,1233894.9,5640662.4
PO-820518,5,P014,223,52260.54,28,11654100.42,3263148.1176000005,14917248.5376
PO-820518,6,P017,28,355.12,18,9943.36,1789.8048,11733.1648
PO-820518,7,P023,183,10514.47,28,1924148.01,538761.4428,2462909.4528
PO-820518,8,P029,123,2761.95,18,339719.85,61149.573,400869.423
PO-820518,9,P017,126,384.36,18,48429.36,8717.2848,57146.6448
PO-976949,1,P017,186,402.08,18,74786.87999999999,13461.638399999998,88248.51839999999
PO-976949,2,P004,147,32445.61,28,4769504.67,1335461.3076000002,6104965.9776
PO-976949,3,P028,292,1587.78,18,463631.76,83453.7168,547085.4768000001
PO-976949,4,P029,107,2620.67,18,280411.69,50474.1042,330885.7942
PO-976949,5,P014,204,50818.29,28,10366931.16,2902740.7248000004,13269671.8848
PO-976949,6,P016,66,6406.36,18,422819.76,76107.55679999999,498927.3167999999
PO-976949,7,P025,102,5078.94,18,518051.88,93249.3384,611301.2183999999
PO-976949,8,P019,295,25427.98,28,7501254.1,2100351.148,9601605.248
PO-980133,1,P007,110,1020.11,18,112212.1,20198.178,132410.278
PO-980133,2,P028,82,1730.13,18,141870.66,25536.7188,167407.3788
PO-980133,3,P024,160,7085.43,28,1133668.8,317427.264,1451096.064
PO-980133,4,P004,271,32298.11,28,8752787.81,2450780.5868,11203568.3968
PO-980133,5,P010,32,25169.0,28,805408.0,225514.24,1030922.24
PO-980133,6,P018,25,7549.75,28,188743.75,52848.25000000001,241592.0
PO-113567,1,P027,39,339.94,18,13257.66,2386.3788,15644.0388
PO-113567,2,P018,210,8998.69,28,1889724.9,529122.9720000001,2418847.8720000004
PO-113567,3,P026,21,237.59,18,4989.39,898.0902,5887.4802
PO-113567,4,P019,193,35402.02,28,6832589.859999999,1913125.1608,8745715.0208
PO-113567,5,P010,180,22188.03,28,3993845.4,1118276.712,5112122.112
PO-113567,6,P024,184,7960.9,28,1464805.6,410145.568,1874951.168
PO-113567,7,P010,222,22477.65,28,4990038.300000001,1397210.7240000004,6387249.024000001
PO-113567,8,P026,95,274.25,18,26053.75,4689.675,30743.425
PO-113567,9,P006,121,8822.76,28,1067553.96,298915.10880000005,1366469.0688
PO-113567,10,P028,198,1816.17,18,359601.66000000003,64728.2988,424329.9588
PO-113567,11,P003,135,961.09,18,129747.15,23354.487,153101.63700000002
PO-348161,1,P007,258,999.84,18,257958.72,46432.5696,304391.2896
PO-348161,2,P026,41,192.45,18,7890.45,1420.281,9310.731
PO-348161,3,P005,220,6252.59,28,1375569.8,385159.54400000005,1760729.344
PO-174781,1,P020,104,877.13,18,91221.52,16419.8736,107641.3936
PO-174781,2,P021,211,41178.62,28,8688688.82,2432832.8696000003,11121521.6896
PO-174781,3,P001,34,15480.73,28,526344.82,147376.5496,673721.3696
PO-174781,4,P001,104,16369.7,28,1702448.8,476685.6640000001,2179134.464
PO-738345,1,P002,175,518.37,18,90714.75,16328.655,107043.405
PO-738345,2,P025,113,6256.03,18,706931.39,127247.6502,834179.0402
PO-738345,3,P016,192,8668.89,18,1664426.88,299596.83839999995,1964023.7184
PO-738345,4,P001,49,20888.06,28,1023514.94,286584.1832,1310099.1232
PO-738345,5,P004,158,28173.44,28,4451403.52,1246392.9856,5697796.5056
PO-738345,6,P010,144,21275.55,28,3063679.2,857830.176,3921509.376
PO-738345,7,P004,124,31969.73,28,3964246.52,1109989.0256,5074235.5456
PO-738345,8,P025,255,6718.28,18,1713161.4,308369.052,2021530.452
PO-738345,9,P002,23,527.62,18,12135.26,2184.3468,14319.6068
PO-738345,10,P024,217,8922.46,28,1936173.82,542128.6696,2478302.4896
PO-738345,11,P021,133,34680.31,28,4612481.23,1291494.7444,5903975.9744
PO-738345,12,P017,295,316.79,18,93453.05,16821.549,110274.599
PO-880092,1,P011,111,21123.1,28,2344664.1,656505.948,3001170.0479999995
PO-880092,2,P017,260,333.68,18,86756.8,15616.224,102373.024
PO-880092,3,P004,208,35684.39,28,7422353.12,2078258.8736000005,9500611.9936
PO-880092,4,P009,83,10907.99,28,905363.17,253501.6876,1158864.8576
PO-880092,5,P019,178,26348.92,28,4690107.76,1313230.1728,6003337.9328
PO-880092,6,P022,62,13319.24,28,825792.88,231222.0064,1057014.8864
PO-880092,7,P003,288,965.06,18,277937.28,50028.7104,327965.99039999995
PO-561855,1,P005,43,5495.42,28,236303.06,66164.85680000001,302467.9168
PO-561855,2,P010,35,28096.78,28,983387.3,275348.444,1258735.744
PO-561855,3,P028,146,1415.19,18,206617.74,37191.1932,243808.93320000003
PO-561855,4,P023,175,9616.44,28,1682877.0,471205.56000000006,2154082.56
PO-561855,5,P015,300,107007.15,28,32102145.0,8988600.600000001,41090745.6
PO-561855,6,P004,203,32810.5,28,6660531.5,1864948.82,8525480.32
PO-561855,7,P007,106,951.14,18,100820.84,18147.7512,118968.5912
PO-288083,1,P005,50,7586.15,28,379307.5,106206.1,485513.6
PO-288083,2,P028,242,1852.88,18,448396.96,80711.4528,529108.4128
PO-288083,3,P011,31,22968.86,28,712034.66,199369.70480000004,911404.3648
PO-288083,4,P014,39,54587.58,28,2128915.62,596096.3736,2725011.9936
PO-520236,1,P017,159,392.81,18,62456.79,11242.2222,73699.0122
PO-520236,2,P002,143,472.69,18,67594.67,12167.040599999998,79761.71059999999
PO-520236,3,P024,189,9211.9,28,1741049.1,487493.748,2228542.848
PO-520236,4,P008,276,412.95,18,113974.2,20515.356,134489.55599999998
PO-585700,1,P019,46,25044.84,28,1152062.64,322577.5392,1474640.1792
PO-585700,2,P014,165,52339.24,28,8635974.6,2418072.8880000003,11054047.488
PO-585700,3,P012,268,1909.68,28,511794.24,143302.3872,655096.6272
PO-585700,4,P017,235,347.97,18,81772.95000000001,14719.131,96492.081
PO-585700,5,P026,236,263.92,18,62285.12,11211.3216,73496.4416
PO-585700,6,P028,228,1700.19,18,387643.32,69775.7976,457419.1176
PO-585700,7,P023,240,8666.43,28,2079943.2,582384.0960000001,2662327.296
PO-585700,8,P008,241,517.53,18,124724.73,22450.4514,147175.1814
PO-585700,9,P007,208,1110.46,18,230975.68,41575.6224,272551.3024
PO-585700,10,P016,222,9164.15,18,2034441.3,366199.434,2400640.734
PO-585700,11,P025,110,5511.43,18,606257.3,109126.314,715383.6140000001
PO-585700,12,P022,156,14069.83,28,2194893.48,614570.1744,2809463.6544
PO-123049,1,P014,30,73570.23,28,2207106.9,617989.932,2825096.832
PO-123049,2,P006,213,6987.85,28,1488412.05,416755.37400000007,1905167.424
PO-123049,3,P010,221,29291.03,28,6473317.63,1812528.9364,8285846.5664
PO-123049,4,P006,103,8248.57,28,849602.71,237888.7588,1087491.4688
PO-123049,5,P017,175,349.68,18,61194.0,11014.92,72208.92
PO-123049,6,P026,44,197.97,18,8710.68,1567.9224,10278.6024
PO-123049,7,P008,145,495.82,18,71893.9,12940.901999999998,84834.802
PO-123049,8,P026,59,248.72,18,14674.48,2641.4064,17315.8864
PO-493209,1,P009,297,9548.21,28,2835818.37,794029.1436,3629847.5136
PO-493209,2,P005,117,6871.06,28,803914.02,225095.9256,1029009.9456
PO-493209,3,P016,270,6791.56,18,1833721.2,330069.81600000005,2163791.0160000003
PO-493209,4,P030,242,15451.91,28,3739362.22,1047021.4216,4786383.6416
PO-493209,5,P029,171,2858.44,18,488793.24,87982.78319999999,576776.0231999999
PO-493209,6,P004,224,24459.91,28,5479019.84,1534125.5552,7013145.3952
PO-493209,7,P019,162,35457.24,28,5744072.88,1608340.4064000002,7352413.2864
PO-865398,1,P004,185,26412.59,28,4886329.15,1368172.1620000002,6254501.312000001
PO-865398,2,P021,186,34182.51,28,6357946.86,1780225.1208,8138171.980800001
PO-865398,3,P002,280,464.34,18,130015.2,23402.736,153417.936
PO-865398,4,P026,150,237.94,18,35691.0,6424.38,42115.38
PO-865398,5,P009,197,12662.77,28,2494565.69,698478.3932,3193044.0832
PO-865398,6,P027,142,378.98,18,53815.16,9686.7288,63501.8888
PO-578475,1,P014,290,65242.95,28,18920455.5,5297727.540000001,24218183.04
PO-578475,2,P001,226,16200.47,28,3661306.22,1025165.7416,4686471.9616
PO-578475,3,P011,289,22692.91,28,6558250.99,1836310.2772,8394561.2672
PO-578475,4,P030,214,19683.2,28,4212204.8,1179417.344,5391622.143999999
PO-578475,5,P024,116,8150.65,28,945475.4,264733.112,1210208.512
PO-255665,1,P015,237,91148.09,28,21602097.33,6048587.2524,27650684.5824
PO-255665,2,P025,143,6610.74,18,945335.82,170160.44759999998,1115496.2676
PO-255665,3,P018,161,9770.65,28,1573074.65,440460.902,2013535.552
PO-255665,4,P019,300,29893.11,28,8967933.0,2511021.24,11478954.24
PO-255665,5,P001,20,15861.15,28,317223.0,88822.44,406045.44
PO-255665,6,P023,42,11420.49,28,479660.58,134304.96240000002,613965.5424
PO-255665,7,P020,51,960.08,18,48964.08,8813.5344,57777.614400000006
PO-255665,8,P020,216,716.14,18,154686.24,27843.5232,182529.7632
PO-255665,9,P022,173,12222.88,28,2114558.24,592076.3072,2706634.5472
PO-328430,1,P002,162,488.72,18,79172.64,14251.0752,93423.7152
PO-328430,2,P018,224,7351.91,28,1646827.84,461111.7952,2107939.6352
PO-328430,3,P009,81,10601.79,28,858744.9900000001,240448.59720000005,1099193.5872000002
PO-328430,4,P010,292,29683.55,28,8667596.6,2426927.048,11094523.648
PO-328430,5,P004,225,25582.96,28,5756166.0,1611726.4800000002,7367892.48
PO-328430,6,P029,181,2676.52,18,484450.12,87201.0216,571651.1416
PO-328430,7,P012,29,1569.8,28,45524.2,12746.776,58270.976
PO-328430,8,P021,298,35593.29,28,10606800.42,2969904.1176000005,13576704.5376
PO-205223,1,P008,198,428.67,18,84876.66,15277.7988,100154.4588
PO-205223,2,P012,76,1884.6,28,143229.6,40104.28800000001,183333.888
PO-205223,3,P018,130,9650.97,28,1254626.1,351295.308,1605921.4079999998
PO-205223,4,P014,138,62650.18,28,8645724.84,2420802.9552,11066527.7952
PO-205223,5,P006,202,7848.49,28,1585394.98,443910.59440000006,2029305.5744
PO-205223,6,P023,135,8387.87,28,1132362.4500000002,317061.4860000001,1449423.9360000002
PO-205223,7,P021,297,41397.13,28,12294947.61,3442585.3308,15737532.9408
PO-205223,8,P029,126,3087.22,18,388989.72,70018.14959999999,459007.8696
PO-205223,9,P006,258,7061.17,28,1821781.86,510098.9208000001,2331880.7808000003
PO-205223,10,P014,44,58956.52,28,2594086.88,726344.3264,3320431.2064
PO-205223,11,P030,274,14698.55,28,4027402.7,1127672.756,5155075.456
PO-550109,1,P019,147,28654.58,28,4212223.260000001,1179422.5128000004,5391645.772800001
PO-488638,1,P029,105,3313.91,18,347960.55,62632.899,410593.449
PO-488638,2,P001,185,20735.75,28,3836113.75,1074111.85,4910225.6
PO-488638,3,P013,121,1201.41,18,145370.61000000002,26166.7098,171537.31980000003
PO-488638,4,P013,29,981.18,18,28454.22,5121.759599999999,33575.9796
PO-488638,5,P008,182,505.57,18,92013.74,16562.4732,108576.2132
PO-586799,1,P015,179,86426.32,28,15470311.28,4331687.158400001,19801998.4384
PO-586799,2,P001,105,20188.0,28,2119740.0,593527.2000000001,2713267.2
PO-586799,3,P017,143,355.04,18,50770.72,9138.7296,59909.4496
PO-586799,4,P014,217,60415.95,28,13110261.15,3670873.122,16781134.272
PO-586799,5,P006,187,7872.95,28,1472241.65,412227.662,1884469.312
PO-586799,6,P015,121,97916.79,28,11847931.59,3317420.8452000003,15165352.4352
PO-271983,1,P014,89,71511.37,28,6364511.93,1782063.3404,8146575.2704
PO-271983,2,P014,151,70938.7,28,10711743.7,2999288.236,13711031.936
PO-271983,3,P026,203,222.95,18,45258.85,8146.593,53405.443
PO-271983,4,P010,160,30253.77,28,4840603.2,1355368.8960000002,6195972.096000001
PO-271983,5,P017,164,376.07,18,61675.48,11101.586399999998,72777.0664
PO-271983,6,P004,49,33463.89,28,1639730.61,459124.5708,2098855.1808
PO-271983,7,P020,84,885.84,18,74410.56,13393.9008,87804.4608
PO-271983,8,P004,299,33863.33,28,10125135.67,2835037.9876,12960173.6576
PO-271983,9,P007,238,1230.35,18,292823.3,52708.194,345531.494
PO-271983,10,P005,107,5626.51,28,602036.5700000001,168570.23960000003,770606.8096
PO-271983,11,P015,118,103507.47,28,12213881.46,3419886.8088000007,15633768.268800002
PO-459841,1,P014,88,68195.52,28,6001205.760000001,1680337.6128000005,7681543.372800001
PO-459841,2,P007,160,1094.05,18,175048.0,31508.64,206556.64
PO-459841,3,P010,71,22927.93,28,1627883.03,455807.2484,2083690.2784
PO-459841,4,P021,161,41502.8,28,6681950.800000001,1870946.2240000004,8552897.024
PO-459841,5,P018,48,8449.22,28,405562.56,113557.5168,519120.0767999999
PO-459841,6,P023,44,8221.1,28,361728.4,101283.95200000002,463012.3520000001
PO-459841,7,P001,92,21967.34,28,2020995.28,565878.6784000001,2586873.9584
PO-459841,8,P025,298,5463.78,18,1628206.44,293077.1592,1921283.5992
PO-459841,9,P002,181,575.43,18,104152.83,18747.509399999995,122900.33939999998
PO-459841,10,P029,198,3430.31,18,679201.38,122256.2484,801457.6284
PO-459841,11,P005,260,6338.23,28,1647939.7999999998,461423.144,2109362.944
PO-459841,12,P030,103,16077.44,28,1655976.32,463673.3696,2119649.6896
PO-977850,1,P003,296,934.12,18,276499.52,49769.9136,326269.4336
PO-977850,2,P002,98,498.68,18,48870.64,8796.715199999999,57667.3552
PO-977850,3,P009,106,10596.74,28,1123254.44,314511.2432,1437765.6832
PO-977850,4,P029,266,3004.29,18,799141.14,143845.4052,942986.5452
PO-977850,5,P028,81,2005.06,18,162409.86,29233.7748,191643.6348
PO-725051,1,P006,197,9044.54,28,1781774.38,498896.8264000001,2280671.2064
PO-725051,2,P017,218,344.84,18,75175.12,13531.521599999998,88706.64159999999
PO-725051,3,P009,211,11857.92,28,2502021.12,700565.9136000001,3202587.0336
PO-725051,4,P013,152,1046.43,18,159057.36000000002,28630.3248,187687.6848
PO-725051,5,P022,45,12773.5,28,574807.5,160946.1,735753.6
PO-725051,6,P013,223,1262.88,18,281622.24000000005,50692.00320000001,332314.2432
PO-725051,7,P025,45,5733.29,18,257998.05,46439.649,304437.699
PO-725051,8,P019,230,26087.52,28,6000129.600000001,1680036.2880000004,7680165.888000001
PO-725051,9,P017,135,435.57,18,58801.95,10584.351,69386.30099999999
PO-725051,10,P016,204,6476.74,18,1321254.96,237825.8928,1559080.8528
PO-725051,11,P030,161,16337.94,28,2630408.34,736514.3352,3366922.6752
PO-725051,12,P026,239,240.35,18,57443.65,10339.857,67783.507
PO-137914,1,P030,61,16645.94,28,1015402.34,284312.65520000004,1299714.9952
PO-408533,1,P021,55,37965.88,28,2088123.4,584674.552,2672797.952
PO-408533,2,P009,168,11120.34,28,1868217.12,523100.7936000001,2391317.9136
PO-967544,1,P012,182,1997.53,28,363550.46,101794.12880000002,465344.5888
PO-967544,2,P003,115,1037.45,18,119306.75,21475.215,140781.965
PO-967544,3,P030,270,18007.67,28,4862070.899999999,1361379.852,6223450.751999999
PO-967544,4,P026,120,188.84,18,22660.8,4078.944,26739.744
PO-967544,5,P030,79,14193.15,28,1121258.85,313952.478,1435211.3279999995
PO-967544,6,P002,287,467.14,18,134069.18,24132.4524,158201.6324
PO-967544,7,P001,246,19065.83,28,4690194.180000001,1313254.3704000004,6003448.550400001
PO-967544,8,P026,253,267.36,18,67642.08,12175.5744,79817.6544
PO-967544,9,P002,146,484.08,18,70675.68,12721.622399999998,83397.30239999999
PO-967544,10,P010,24,30131.55,28,723157.2,202484.016,925641.216
PO-851389,1,P002,268,562.7,18,150803.6,27144.648,177948.24800000002
PO-851389,2,P021,173,28591.99,28,4946414.2700000005,1384995.9956000005,6331410.2656000005
PO-851389,3,P011,91,18699.24,28,1701630.84,476456.6352000001,2178087.4752
PO-780836,1,P030,224,15236.67,28,3413014.08,955643.9424,4368658.0224
PO-780836,2,P027,185,307.62,18,56909.7,10243.746,67153.44600000001
PO-780836,3,P021,139,39612.62,28,5506154.180000001,1541723.1704000004,7047877.350400001
PO-780836,4,P019,272,30845.64,28,8390014.08,2349203.9424,10739218.0224
PO-780836,5,P019,78,28706.16,28,2239080.48,626942.5344,2866023.0144
PO-780836,6,P013,229,1029.31,18,235711.99,42428.1582,278140.1482
PO-780836,7,P014,159,67778.93,28,10776849.87,3017517.9636,13794367.8336
PO-780836,8,P009,264,11737.52,28,3098705.2800000003,867637.4784000001,3966342.7584000006
PO-780836,9,P023,288,11085.52,28,3192629.76,893936.3328000002,4086566.0928000007
PO-780836,10,P002,86,493.96,18,42480.56,7646.500799999999,50127.0608
PO-274491,1,P023,63,8108.67,28,510846.21,143036.93880000003,653883.1488000001
PO-274491,2,P014,264,55362.29,28,14615644.56,4092380.4768000008,18708025.0368
PO-274491,3,P011,67,21430.87,28,1435868.29,402043.12120000005,1837911.4112
PO-274491,4,P021,107,32753.56,28,3504630.92,981296.6576,4485927.5776
PO-274491,5,P005,249,6673.78,28,1661771.22,465295.9416,2127067.1616
PO-274491,6,P029,108,2966.55,18,320387.4,57669.732,378057.132
PO-274491,7,P021,229,38189.36,28,8745363.44,2448701.7632,11194065.2032
PO-274491,8,P001,55,18120.7,28,996638.5,279058.78,1275697.28
PO-274491,9,P023,272,11107.24,28,3021169.28,845927.3984000001,3867096.6784
PO-274491,10,P025,123,6864.89,18,844381.4700000001,151988.66460000002,996370.1346
PO-231740,1,P013,258,1124.59,18,290144.22,52225.9596,342370.1796
PO-124053,1,P018,216,8596.13,28,1856764.08,519893.9424,2376658.0224
PO-124053,2,P017,81,368.02,18,29809.62,5365.7316,35175.3516
PO-124053,3,P011,34,22150.69,28,753123.46,210874.5688,963998.0288
PO-124053,4,P017,156,339.79,18,53007.240000000005,9541.3032,62548.54320000001
PO-124053,5,P024,134,7436.33,28,996468.22,279011.1016,1275479.3216
PO-124053,6,P013,64,899.8,18,57587.2,10365.696,67952.896
PO-124053,7,P030,275,18619.92,28,5120477.999999999,1433733.84,6554211.839999999
PO-124053,8,P026,146,205.63,18,30021.98,5403.9564,35425.9364
PO-300859,1,P006,48,8777.8,28,421334.4,117973.632,539308.032
PO-300859,2,P007,235,1129.89,18,265524.15,47794.347,313318.49700000003
PO-300859,3,P016,156,8207.27,18,1280334.12,230460.1416,1510794.2616
PO-300859,4,P015,47,99025.03,28,4654176.41,1303169.3948,5957345.8048
PO-300859,5,P010,146,28177.2,28,4113871.2,1151883.9360000002,5265755.136
PO-300859,6,P008,75,425.49,18,31911.75,5744.115,37655.865
PO-300859,7,P021,119,34543.49,28,4110675.31,1150989.0868,5261664.396799999
PO-579017,1,P005,58,7310.12,28,423986.96,118716.34880000002,542703.3088
PO-334375,1,P022,293,10411.31,28,3050513.83,854143.8724000001,3904657.7024
PO-334375,2,P010,117,23625.18,28,2764146.06,773960.8968000001,3538106.9568000003
PO-334375,3,P012,108,1556.15,28,168064.2,47057.97600000001,215122.17600000004
PO-334375,4,P005,115,6370.2,28,732573.0,205120.44000000003,937693.44
PO-334375,5,P001,280,17147.71,28,4801358.8,1344380.4640000002,6145739.264
PO-334375,6,P024,26,8827.78,28,229522.28000000003,64266.23840000002,293788.51840000006
PO-334375,7,P029,272,3211.86,18,873625.92,157252.6656,1030878.5856
PO-334375,8,P017,265,351.94,18,93264.1,16787.538,110051.638
PO-334375,9,P029,30,2408.18,18,72245.4,13004.172,85249.57199999999
PO-334375,10,P006,70,9342.07,28,653944.9,183104.572,837049.4720000001
PO-334375,11,P018,74,9741.17,28,720846.58,201837.0424,922683.6224
PO-334375,12,P029,25,3438.99,18,85974.75,15475.455,101450.205
PO-296401,1,P007,68,960.89,18,65340.52,11761.2936,77101.8136
PO-296401,2,P013,217,1071.05,18,232417.85,41835.213,274253.063
PO-709295,1,P029,186,2692.19,18,500747.34,90134.5212,590881.8612
PO-709295,2,P022,44,12329.68,28,542505.92,151901.65760000004,694407.5776000001
PO-709295,3,P016,187,7266.74,18,1358880.38,244598.4684,1603478.8483999998
PO-709295,4,P030,248,13222.78,28,3279249.44,918189.8432,4197439.2832
PO-709295,5,P020,218,1034.57,18,225536.26,40596.52679999999,266132.7868
PO-709295,6,P003,69,1118.53,18,77178.56999999999,13892.142599999996,91070.71259999998
PO-578027,1,P001,64,20240.38,28,1295384.32,362707.6096,1658091.9296
PO-578027,2,P024,188,7000.05,28,1316009.4,368482.6320000001,1684492.032
PO-578027,3,P030,134,13234.55,28,1773429.7,496560.3160000001,2269990.016
PO-960332,1,P005,168,6070.09,28,1019775.12,285537.0336,1305312.1536
PO-960332,2,P003,94,916.43,18,86144.42,15505.995599999998,101650.4156
PO-960332,3,P017,259,388.09,18,100515.31,18092.7558,118608.0658
PO-786739,1,P019,66,32057.03,28,2115763.98,592413.9144,2708177.8944
PO-786739,2,P020,113,860.34,18,97218.42,17499.315599999998,114717.7356
PO-922903,1,P005,182,6039.92,28,1099265.44,307794.32320000004,1407059.7632
PO-951737,1,P029,71,2377.19,18,168780.49,30380.4882,199160.9782
PO-239093,1,P002,122,642.55,18,78391.09999999999,14110.397999999996,92501.498
PO-239093,2,P015,44,90384.75,28,3976929.0,1113540.12,5090469.12
PO-239093,3,P010,197,28893.73,28,5692064.81,1593778.1468,7285842.9568
PO-239093,4,P027,182,355.51,18,64702.82,11646.5076,76349.3276
PO-239093,5,P025,147,6071.68,18,892536.9600000001,160656.6528,1053193.6128
PO-239093,6,P004,140,34010.71,28,4761499.399999999,1333219.832,6094719.231999999
PO-239093,7,P025,89,6883.04,18,612590.5599999999,110266.30079999998,722856.8607999999
PO-239093,8,P019,204,29798.55,28,6078904.2,1702093.1760000002,7780997.376
PO-239093,9,P011,23,18311.4,28,421162.2,117925.416,539087.616
PO-239093,10,P023,170,10296.13,28,1750342.1,490095.788,2240437.888
PO-172372,1,P017,80,380.91,18,30472.800000000003,5485.104,35957.904
PO-172372,2,P004,219,32184.29,28,7048359.51,1973540.6628,9021900.1728
PO-172372,3,P009,266,13392.95,28,3562524.7,997506.9160000002,4560031.616
PO-172372,4,P014,281,58556.8,28,16454460.8,4607249.024,21061709.824
PO-172372,5,P008,289,393.07,18,113597.23,20447.5014,134044.7314
PO-172372,6,P020,248,1025.88,18,254418.24,45795.283200000005,300213.52320000005
PO-172372,7,P003,45,930.53,18,41873.85,7537.293,49411.143
PO-933831,1,P024,291,8871.11,28,2581493.01,722818.0428000002,3304311.0528000006
PO-933831,2,P026,171,207.22,18,35434.62,6378.2316,41812.8516
PO-933831,3,P026,99,226.19,18,22392.81,4030.7058,26423.5158
PO-933831,4,P007,230,930.86,18,214097.8,38537.604,252635.404
PO-933831,5,P008,254,484.41,18,123040.14,22147.2252,145187.3652
PO-933831,6,P003,203,1085.95,18,220447.85,39680.613,260128.463
PO-933831,7,P017,59,391.03,18,23070.77,4152.7386,27223.5086
PO-933831,8,P010,224,23083.73,28,5170755.52,1447811.5456,6618567.065599999
PO-933831,9,P027,74,295.1,18,21837.4,3930.732,25768.132
PO-933831,10,P017,187,456.85,18,85430.95,15377.570999999998,100808.521
PO-169422,1,P009,129,13141.29,28,1695226.41,474663.39480000007,2169889.8048
PO-169422,2,P009,164,12493.73,28,2048971.72,573712.0816,2622683.8016
PO-169422,3,P013,115,955.32,18,109861.8,19775.124,129636.924
PO-169422,4,P008,216,507.28,18,109572.48,19723.0464,129295.5264
PO-169422,5,P025,134,7042.02,18,943630.68,169853.52240000002,1113484.2024
PO-169422,6,P030,159,15708.34,28,2497626.06,699335.2968000001,3196961.3568
PO-328337,1,P029,134,3312.09,18,443820.06,79887.6108,523707.6708
PO-328337,2,P012,75,1706.44,28,127983.0,35835.240000000005,163818.24
PO-328337,3,P016,291,7935.5,18,2309230.5,415661.49,2724891.99
PO-328337,4,P015,183,105058.41,28,19225689.03,5383192.928400001,24608881.958400004
PO-328337,5,P028,31,1838.92,18,57006.52,10261.1736,67267.6936
PO-328337,6,P009,149,12799.93,28,1907189.57,534013.0796,2441202.6496
PO-328337,7,P005,111,7455.41,28,827550.51,231714.14280000003,1059264.6528
PO-328337,8,P013,225,1280.78,18,288175.5,51871.59,340047.09
