so_id,line_number,product_id,quantity,unit_price,gst_rate,line_total,gst_amount,line_grand_total
SO-626623,5,P028,13,2250,18,29250,5265.0,34515.0
SO-342360,1,P028,8,2250,18,18000,3240.0,21240.0
SO-765930,1,P028,5,2250,18,11250,2025.0,13275.0
SO-765930,2,P005,4,8450,28,33800,9464.0,43264.0
SO-765930,3,P013,10,1450,18,14500,2610.0,17110.0
SO-765930,4,P004,13,39800,28,517400,144872.0,662272.0
SO-765930,5,P004,11,39800,28,437800,122584.0,560384.0
SO-765930,6,P022,7,16900,28,118300,33124.0,151424.0
SO-765930,7,P005,17,8450,28,143650,40222.00000000001,183872.0
SO-765930,8,P028,20,2250,18,45000,8100.0,53100.0
SO-765930,9,P019,11,39800,28,437800,122584.0,560384.0
SO-765930,10,P006,10,11200,28,112000,31360.000000000004,143360.0
SO-765930,11,P016,13,10200,18,132600,23868.0,156468.0
SO-172140,1,P017,9,520,18,4680,842.4,5522.4
SO-172140,2,P006,12,11200,28,134400,37632.0,172032.0
SO-172140,3,P022,1,16900,28,16900,4732.0,21632.0
SO-172140,4,P001,14,24500,28,343000,96040.0,439040.0
SO-172140,5,P025,17,7850,18,133450,24021.0,157471.0
SO-879237,1,P015,20,119000,28,2380000,666400.0000000001,3046400.0
SO-879237,2,P019,2,39800,28,79600,22288.000000000004,101888.0
SO-879237,3,P025,16,7850,18,125600,22608.0,148208.0
SO-879237,4,P004,20,39800,28,796000,222880.00000000003,1018880.0
SO-879237,5,P006,5,11200,28,56000,15680.000000000002,71680.0
SO-879237,6,P011,15,27600,28,414000,115920.0,529920.0
SO-879237,7,P007,12,1450,18,17400,3132.0,20532.0
SO-879237,8,P006,12,11200,28,134400,37632.0,172032.0
SO-879237,9,P022,8,16900,28,135200,37856.0,173056.0
SO-879237,10,P027,14,480,18,6720,1209.6,7929.6
SO-879237,11,P008,16,580,18,9280,1670.4,10950.4
SO-879237,12,P010,8,34900,28,279200,78176.00000000001,357376.0
SO-936046,1,P009,11,14900,28,163900,45892.00000000001,209792.0
SO-936046,2,P007,13,1450,18,18850,3393.0,22243.0
SO-936046,3,P010,16,34900,28,558400,156352.00000000003,714752.0
SO-936046,4,P024,9,10300,28,92700,25956.000000000004,118656.0
SO-936046,5,P009,6,14900,28,89400,25032.000000000004,114432.0
SO-936046,6,P008,4,580,18,2320,417.6,2737.6
SO-936046,7,P015,4,119000,28,476000,133280.0,609280.0
SO-936046,8,P022,3,16900,28,50700,14196.000000000002,64896.0
SO-931565,1,P015,3,119000,28,357000,99960.0,456960.0
SO-931565,2,P014,12,83500,28,1002000,280560.0,1282560.0
SO-413772,1,P008,17,580,18,9860,1774.8,11634.8
SO-413772,2,P014,15,83500,28,1252500,350700.00000000006,1603200.0
SO-413772,3,P001,18,24500,28,441000,123480.0,564480.0
SO-413772,4,P011,1,27600,28,27600,7728.000000000001,35328.0
SO-413772,5,P013,9,1450,18,13050,2349.0,15399.0
SO-380747,1,P014,17,83500,28,1419500,397460.00000000006,1816960.0
SO-380747,2,P027,1,480,18,480,86.39999999999999,566.4
SO-380747,3,P010,20,34900,28,698000,195440.00000000003,893440.0
SO-380747,4,P011,15,27600,28,414000,115920.0,529920.0
SO-380747,5,P026,17,310,18,5270,948.6,6218.6
SO-380747,6,P028,17,2250,18,38250,6885.0,45135.0
SO-866511,1,P012,17,2450,28,41650,11662.000000000002,53312.0
SO-866511,2,P012,7,2450,28,17150,4802.000000000001,21952.0
SO-866511,3,P008,9,580,18,5220,939.6,6159.6
SO-866511,4,P022,3,16900,28,50700,14196.000000000002,64896.0
SO-866511,5,P021,14,46200,28,646800,181104.00000000003,827904.0
SO-866511,6,P008,11,580,18,6380,1148.4,7528.4
SO-866511,7,P010,5,34900,28,174500,48860.00000000001,223360.0
SO-866511,8,P023,14,12950,28,181300,50764.00000000001,232064.0
SO-866511,9,P010,16,34900,28,558400,156352.00000000003,714752.0
SO-866511,10,P025,20,7850,18,157000,28260.0,185260.0
SO-866511,11,P015,12,119000,28,1428000,399840.00000000006,1827840.0
SO-866511,12,P012,10,2450,28,24500,6860.000000000001,31360.0
SO-839263,1,P004,15,39800,28,597000,167160.00000000003,764160.0
SO-839263,2,P019,5,39800,28,199000,55720.00000000001,254720.0
SO-839263,3,P001,5,24500,28,122500,34300.0,156800.0
SO-839263,4,P018,4,11300,28,45200,12656.000000000002,57856.0
SO-839263,5,P027,12,480,18,5760,1036.8,6796.8
SO-839263,6,P009,17,14900,28,253300,70924.0,324224.0
SO-839263,7,P004,15,39800,28,597000,167160.00000000003,764160.0
SO-839263,8,P028,10,2250,18,22500,4050.0,26550.0
SO-839263,9,P014,12,83500,28,1002000,280560.0,1282560.0
SO-839263,10,P013,18,1450,18,26100,4698.0,30798.0
SO-839263,11,P008,2,580,18,1160,208.8,1368.8
SO-839263,12,P009,4,14900,28,59600,16688.0,76288.0
SO-724921,1,P010,7,34900,28,244300,68404.0,312704.0
SO-724921,2,P013,15,1450,18,21750,3915.0,25665.0
SO-724921,3,P002,15,720,18,10800,1944.0,12744.0
SO-724921,4,P017,4,520,18,2080,374.4,2454.4
SO-724921,5,P002,16,720,18,11520,2073.6,13593.6
SO-724921,6,P010,13,34900,28,453700,127036.0,580736.0
SO-607272,1,P016,9,10200,18,91800,16524.0,108324.0
SO-607272,2,P009,6,14900,28,89400,25032.000000000004,114432.0
SO-607272,3,P021,16,46200,28,739200,206976.00000000003,946176.0
SO-999752,1,P025,11,7850,18,86350,15543.0,101893.0
SO-999752,2,P023,5,12950,28,64750,18130.0,82880.0
SO-999752,3,P021,11,46200,28,508200,142296.0,650496.0
SO-999752,4,P016,5,10200,18,51000,9180.0,60180.0
SO-999752,5,P022,15,16900,28,253500,70980.0,324480.0
SO-999752,6,P015,8,119000,28,952000,266560.0,1218560.0
SO-999752,7,P001,20,24500,28,490000,137200.0,627200.0
SO-883246,1,P017,11,520,18,5720,1029.6,6749.6
SO-883246,2,P016,3,10200,18,30600,5508.0,36108.0
SO-883246,3,P016,17,10200,18,173400,31212.0,204612.0
SO-883246,4,P007,13,1450,18,18850,3393.0,22243.0
SO-883246,5,P006,19,11200,28,212800,59584.00000000001,272384.0
SO-883246,6,P015,9,119000,28,1071000,299880.0,1370880.0
SO-883246,7,P021,11,46200,28,508200,142296.0,650496.0
SO-883246,8,P011,10,27600,28,276000,77280.00000000001,353280.0
SO-615186,1,P005,1,8450,28,8450,2366.0,10816.0
SO-615186,2,P015,20,119000,28,2380000,666400.0000000001,3046400.0
SO-615186,3,P006,15,11200,28,168000,47040.00000000001,215040.0
SO-615186,4,P015,2,119000,28,238000,66640.0,304640.0
SO-615186,5,P015,14,119000,28,1666000,466480.00000000006,2132480.0
SO-615186,6,P001,10,24500,28,245000,68600.0,313600.0
SO-615186,7,P016,13,10200,18,132600,23868.0,156468.0
SO-615186,8,P018,12,11300,28,135600,37968.0,173568.0
SO-615186,9,P002,10,720,18,7200,1296.0,8496.0
SO-705827,1,P012,2,2450,28,4900,1372.0000000000002,6272.0
SO-705827,2,P003,5,1250,18,6250,1125.0,7375.0
SO-705827,3,P019,5,39800,28,199000,55720.00000000001,254720.0
SO-705827,4,P017,11,520,18,5720,1029.6,6749.6
SO-705827,5,P011,19,27600,28,524400,146832.0,671232.0
SO-705827,6,P020,14,1150,18,16100,2898.0,18998.0
SO-705827,7,P029,19,3950,18,75050,13509.0,88559.0
SO-705827,8,P003,11,1250,18,13750,2475.0,16225.0
SO-705827,9,P030,12,21900,28,262800,73584.0,336384.0
SO-705827,10,P026,13,310,18,4030,725.4,4755.4
SO-220182,1,P010,11,34900,28,383900,107492.0,491392.0
SO-120723,1,P020,4,1150,18,4600,828.0,5428.0
SO-120723,2,P017,11,520,18,5720,1029.6,6749.6
SO-120723,3,P008,10,580,18,5800,1044.0,6844.0
SO-120723,4,P026,11,310,18,3410,613.8,4023.8
SO-120723,5,P006,18,11200,28,201600,56448.00000000001,258048.0
SO-120723,6,P027,10,480,18,4800,864.0,5664.0
SO-120723,7,P030,3,21900,28,65700,18396.0,84096.0
SO-120723,8,P004,9,39800,28,358200,100296.0,458496.0
SO-120723,9,P008,19,580,18,11020,1983.6,13003.6
SO-120723,10,P020,20,1150,18,23000,4140.0,27140.0
SO-120723,11,P005,10,8450,28,84500,23660.000000000004,108160.0
SO-120723,12,P024,1,10300,28,10300,2884.0000000000005,13184.0
SO-999554,1,P017,4,520,18,2080,374.4,2454.4
SO-999554,2,P005,4,8450,28,33800,9464.0,43264.0
SO-999554,3,P016,20,10200,18,204000,36720.0,240720.0
SO-999554,4,P016,17,10200,18,173400,31212.0,204612.0
SO-999554,5,P016,7,10200,18,71400,12852.0,84252.0
SO-999554,6,P030,12,21900,28,262800,73584.0,336384.0
SO-999554,7,P030,1,21900,28,21900,6132.000000000001,28032.0
SO-999554,8,P017,7,520,18,3640,655.1999999999999,4295.2
SO-139774,1,P024,7,10300,28,72100,20188.000000000004,92288.0
SO-139774,2,P022,18,16900,28,304200,85176.00000000001,389376.0
SO-139774,3,P015,17,119000,28,2023000,566440.0,2589440.0
SO-139774,4,P030,20,21900,28,438000,122640.0,560640.0
SO-139774,5,P020,19,1150,18,21850,3933.0,25783.0
SO-139774,6,P013,20,1450,18,29000,5220.0,34220.0
SO-656074,1,P002,1,720,18,720,129.6,849.6
SO-656074,2,P013,12,1450,18,17400,3132.0,20532.0
SO-656074,3,P016,14,10200,18,142800,25704.0,168504.0
SO-656074,4,P007,3,1450,18,4350,783.0,5133.0
SO-656074,5,P030,16,21900,28,350400,98112.0,448512.0
SO-656074,6,P021,8,46200,28,369600,103488.0,473088.0
SO-303743,1,P023,8,12950,28,103600,29008.000000000004,132608.0
SO-303743,2,P030,9,21900,28,197100,55188.00000000001,252288.0
SO-486861,1,P023,16,12950,28,207200,58016.00000000001,265216.0
SO-486861,2,P024,17,10300,28,175100,49028.00000000001,224128.0
SO-486861,3,P008,2,580,18,1160,208.8,1368.8
SO-486861,4,P002,2,720,18,1440,259.2,1699.2
SO-486861,5,P018,10,11300,28,113000,31640.000000000004,144640.0
SO-486861,6,P024,1,10300,28,10300,2884.0000000000005,13184.0
SO-486861,7,P009,17,14900,28,253300,70924.0,324224.0
SO-486861,8,P020,14,1150,18,16100,2898.0,18998.0
SO-486861,9,P014,16,83500,28,1336000,374080.00000000006,1710080.0
SO-936728,1,P014,1,83500,28,83500,23380.000000000004,106880.0
SO-936728,2,P010,8,34900,28,279200,78176.00000000001,357376.0
SO-936728,3,P011,16,27600,28,441600,123648.0,565248.0
SO-936728,4,P015,14,119000,28,1666000,466480.00000000006,2132480.0
SO-936728,5,P027,9,480,18,4320,777.6,5097.6
SO-936728,6,P014,14,83500,28,1169000,327320.00000000006,1496320.0
SO-936728,7,P029,11,3950,18,43450,7821.0,51271.0
SO-936728,8,P030,11,21900,28,240900,67452.0,308352.0
SO-936728,9,P014,14,83500,28,1169000,327320.00000000006,1496320.0
SO-390970,1,P018,1,11300,28,11300,3164.0000000000005,14464.0
SO-390970,2,P015,3,119000,28,357000,99960.0,456960.0
SO-390970,3,P023,17,12950,28,220150,61642.00000000001,281792.0
SO-775568,1,P007,14,1450,18,20300,3654.0,23954.0
SO-775568,2,P017,1,520,18,520,93.6,613.6
SO-551773,1,P002,8,720,18,5760,1036.8,6796.8
SO-551773,2,P011,7,27600,28,193200,54096.00000000001,247296.0
SO-551773,3,P012,3,2450,28,7350,2058.0,9408.0
SO-551773,4,P026,20,310,18,6200,1116.0,7316.0
SO-551773,5,P013,12,1450,18,17400,3132.0,20532.0
SO-551773,6,P016,14,10200,18,142800,25704.0,168504.0
SO-551773,7,P029,11,3950,18,43450,7821.0,51271.0
SO-551773,8,P015,1,119000,28,119000,33320.0,152320.0
SO-551773,9,P029,13,3950,18,51350,9243.0,60593.0
SO-551773,10,P021,20,46200,28,924000,258720.00000000003,1182720.0
SO-410892,1,P030,6,21900,28,131400,36792.0,168192.0
SO-455840,1,P022,13,16900,28,219700,61516.00000000001,281216.0
SO-455840,2,P017,8,520,18,4160,748.8,4908.8
SO-455840,3,P011,12,27600,28,331200,92736.0,423936.0
SO-455840,4,P024,3,10300,28,30900,8652.0,39552.0
SO-455840,5,P028,4,2250,18,9000,1620.0,10620.0
SO-455840,6,P029,16,3950,18,63200,11376.0,74576.0
SO-455840,7,P020,2,1150,18,2300,414.0,2714.0
SO-455840,8,P011,6,27600,28,165600,46368.00000000001,211968.0
SO-455840,9,P001,13,24500,28,318500,89180.00000000001,407680.0
SO-455840,10,P012,17,2450,28,41650,11662.000000000002,53312.0
SO-455840,11,P014,16,83500,28,1336000,374080.00000000006,1710080.0
SO-455840,12,P017,17,520,18,8840,1591.2,10431.2
SO-174927,1,P029,2,3950,18,7900,1422.0,9322.0
SO-174927,2,P009,14,14900,28,208600,58408.00000000001,267008.0
SO-174927,3,P026,5,310,18,1550,279.0,1829.0
SO-174927,4,P021,13,46200,28,600600,168168.00000000003,768768.0
SO-174927,5,P014,9,83500,28,751500,210420.00000000003,961920.0
SO-174927,6,P022,9,16900,28,152100,42588.00000000001,194688.0
SO-174927,7,P002,13,720,18,9360,1684.8,11044.8
SO-174927,8,P011,15,27600,28,414000,115920.0,529920.0
SO-174927,9,P004,20,39800,28,796000,222880.00000000003,1018880.0
SO-174927,10,P004,10,39800,28,398000,111440.0,509440.0
SO-535921,1,P024,2,10300,28,20600,5768.000000000001,26368.0
SO-535921,2,P001,17,24500,28,416500,116620.0,533120.0
SO-535921,3,P020,7,1150,18,8050,1449.0,9499.0
SO-535921,4,P015,15,119000,28,1785000,499800.00000000006,2284800.0
SO-535921,5,P001,14,24500,28,343000,96040.0,439040.0
SO-535921,6,P023,16,12950,28,207200,58016.00000000001,265216.0
SO-535921,7,P025,5,7850,18,39250,7065.0,46315.0
SO-535921,8,P014,19,83500,28,1586500,444220.00000000006,2030720.0
SO-998274,1,P020,18,1150,18,20700,3726.0,24426.0
SO-402311,1,P008,5,580,18,2900,522.0,3422.0
SO-402311,2,P020,19,1150,18,21850,3933.0,25783.0
SO-402311,3,P023,11,12950,28,142450,39886.00000000001,182336.0
SO-402311,4,P002,19,720,18,13680,2462.4,16142.4
SO-402311,5,P019,3,39800,28,119400,33432.0,152832.0
SO-602637,1,P015,18,119000,28,2142000,599760.0,2741760.0
SO-602637,2,P010,6,34900,28,209400,58632.00000000001,268032.0
SO-602637,3,P022,8,16900,28,135200,37856.0,173056.0
SO-602637,4,P004,2,39800,28,79600,22288.000000000004,101888.0
SO-602637,5,P020,19,1150,18,21850,3933.0,25783.0
SO-602637,6,P016,17,10200,18,173400,31212.0,204612.0
SO-602637,7,P015,6,119000,28,714000,199920.00000000003,913920.0
SO-602637,8,P002,9,720,18,6480,1166.4,7646.4
SO-602637,9,P002,8,720,18,5760,1036.8,6796.8
SO-757148,1,P008,8,580,18,4640,835.1999999999999,5475.2
SO-757148,2,P014,17,83500,28,1419500,397460.00000000006,1816960.0
SO-757148,3,P023,17,12950,28,220150,61642.00000000001,281792.0
SO-757148,4,P018,9,11300,28,101700,28476.000000000004,130176.0
SO-136294,1,P001,15,24500,28,367500,102900.0,470400.0
SO-136294,2,P013,19,1450,18,27550,4959.0,32509.0
SO-136294,3,P025,5,7850,18,39250,7065.0,46315.0
SO-136294,4,P010,14,34900,28,488600,136808.0,625408.0
SO-136294,5,P003,18,1250,18,22500,4050.0,26550.0
SO-136294,6,P011,5,27600,28,138000,38640.00000000001,176640.0
SO-136294,7,P029,3,3950,18,11850,2133.0,13983.0
SO-136294,8,P027,17,480,18,8160,1468.8,9628.8
SO-870059,1,P024,11,10300,28,113300,31724.000000000004,145024.0
SO-870059,2,P015,10,119000,28,1190000,333200.00000000006,1523200.0
SO-870059,3,P005,13,8450,28,109850,30758.000000000004,140608.0
SO-870059,4,P008,12,580,18,6960,1252.8,8212.8
SO-870059,5,P018,9,11300,28,101700,28476.000000000004,130176.0
SO-870059,6,P011,3,27600,28,82800,23184.000000000004,105984.0
SO-317931,1,P007,4,1450,18,5800,1044.0,6844.0
SO-317931,2,P010,4,34900,28,139600,39088.00000000001,178688.0
SO-317931,3,P017,5,520,18,2600,468.0,3068.0
SO-666100,1,P029,10,3950,18,39500,7110.0,46610.0
SO-666100,2,P022,8,16900,28,135200,37856.0,173056.0
SO-666100,3,P026,3,310,18,930,167.4,1097.4
SO-666100,4,P006,4,11200,28,44800,12544.000000000002,57344.0
SO-666100,5,P015,9,119000,28,1071000,299880.0,1370880.0
SO-666100,6,P006,4,11200,28,44800,12544.000000000002,57344.0
SO-666100,7,P012,13,2450,28,31850,8918.0,40768.0
SO-883508,1,P026,10,310,18,3100,558.0,3658.0
SO-883508,2,P025,12,7850,18,94200,16956.0,111156.0
SO-883508,3,P013,6,1450,18,8700,1566.0,10266.0
SO-883508,4,P011,3,27600,28,82800,23184.000000000004,105984.0
SO-883508,5,P007,4,1450,18,5800,1044.0,6844.0
SO-948851,1,P006,20,11200,28,224000,62720.00000000001,286720.0
SO-948851,2,P010,1,34900,28,34900,9772.000000000002,44672.0
SO-948851,3,P014,18,83500,28,1503000,420840.00000000006,1923840.0
SO-948851,4,P004,4,39800,28,159200,44576.00000000001,203776.0
SO-948851,5,P018,7,11300,28,79100,22148.000000000004,101248.0
SO-948851,6,P016,4,10200,18,40800,7344.0,48144.0
SO-948851,7,P025,4,7850,18,31400,5652.0,37052.0
SO-948851,8,P002,17,720,18,12240,2203.2,14443.2
SO-948851,9,P006,5,11200,28,56000,15680.000000000002,71680.0
SO-948851,10,P021,19,46200,28,877800,245784.00000000003,1123584.0
SO-948851,11,P002,9,720,18,6480,1166.4,7646.4
SO-598913,1,P030,8,21900,28,175200,49056.00000000001,224256.0
SO-598913,2,P006,4,11200,28,44800,12544.000000000002,57344.0
SO-598913,3,P027,3,480,18,1440,259.2,1699.2
SO-598913,4,P021,4,46200,28,184800,51744.00000000001,236544.0
SO-598913,5,P019,14,39800,28,557200,156016.00000000003,713216.0
SO-598913,6,P015,17,119000,28,2023000,566440.0,2589440.0
SO-892157,1,P011,10,27600,28,276000,77280.00000000001,353280.0
SO-892157,2,P027,8,480,18,3840,691.1999999999999,4531.2
SO-892157,3,P022,11,16900,28,185900,52052.00000000001,237952.0
SO-892157,4,P012,2,2450,28,4900,1372.0000000000002,6272.0
SO-133830,1,P014,3,83500,28,250500,70140.0,320640.0
SO-849525,1,P005,6,8450,28,50700,14196.000000000002,64896.0
SO-849525,2,P009,16,14900,28,238400,66752.0,305152.0
SO-849525,3,P011,13,27600,28,358800,100464.0,459264.0
SO-849525,4,P029,6,3950,18,23700,4266.0,27966.0
SO-849525,5,P027,14,480,18,6720,1209.6,7929.6
SO-849525,6,P006,2,11200,28,22400,6272.000000000001,28672.0
SO-849525,7,P013,13,1450,18,18850,3393.0,22243.0
SO-849525,8,P014,3,83500,28,250500,70140.0,320640.0
SO-313923,1,P015,16,119000,28,1904000,533120.0,2437120.0
SO-313923,2,P027,4,480,18,1920,345.6,2265.6
SO-313923,3,P013,4,1450,18,5800,1044.0,6844.0
SO-313923,4,P018,9,11300,28,101700,28476.000000000004,130176.0
SO-313923,5,P005,1,8450,28,8450,2366.0,10816.0
SO-575336,1,P024,17,10300,28,175100,49028.00000000001,224128.0
SO-575336,2,P002,12,720,18,8640,1555.2,10195.2
SO-575336,3,P010,18,34900,28,628200,175896.00000000003,804096.0
SO-575336,4,P026,10,310,18,3100,558.0,3658.0
SO-277212,1,P014,18,83500,28,1503000,420840.00000000006,1923840.0
SO-277212,2,P011,4,27600,28,110400,30912.000000000004,141312.0
SO-277212,3,P003,9,1250,18,11250,2025.0,13275.0
SO-899641,1,P029,12,3950,18,47400,8532.0,55932.0
SO-899641,2,P018,19,11300,28,214700,60116.00000000001,274816.0
SO-899641,3,P025,17,7850,18,133450,24021.0,157471.0
SO-899641,4,P015,16,119000,28,1904000,533120.0,2437120.0
SO-899641,5,P006,6,11200,28,67200,18816.0,86016.0
SO-894655,1,P030,5,21900,28,109500,30660.000000000004,140160.0
SO-894655,2,P028,16,2250,18,36000,6480.0,42480.0
SO-198720,1,P030,6,21900,28,131400,36792.0,168192.0
SO-198720,2,P004,14,39800,28,557200,156016.00000000003,713216.0
SO-198720,3,P025,7,7850,18,54950,9891.0,64841.0
SO-198720,4,P021,19,46200,28,877800,245784.00000000003,1123584.0
SO-721854,1,P023,3,12950,28,38850,10878.000000000002,49728.0
SO-721854,2,P016,16,10200,18,163200,29376.0,192576.0
SO-721854,3,P025,17,7850,18,133450,24021.0,157471.0
SO-721854,4,P020,15,1150,18,17250,3105.0,20355.0
SO-721854,5,P028,20,2250,18,45000,8100.0,53100.0
SO-721854,6,P029,14,3950,18,55300,9954.0,65254.0
SO-721854,7,P014,8,83500,28,668000,187040.00000000003,855040.0
SO-721854,8,P002,4,720,18,2880,518.4,3398.4
SO-454614,1,P013,9,1450,18,13050,2349.0,15399.0
SO-454614,2,P017,18,520,18,9360,1684.8,11044.8
SO-454614,3,P030,17,21900,28,372300,104244.0,476544.0
SO-454614,4,P024,20,10300,28,206000,57680.00000000001,263680.0
SO-454614,5,P027,4,480,18,1920,345.6,2265.6
SO-454614,6,P024,7,10300,28,72100,20188.000000000004,92288.0
SO-812851,1,P007,5,1450,18,7250,1305.0,8555.0
SO-812851,2,P025,5,7850,18,39250,7065.0,46315.0
SO-812851,3,P022,10,16900,28,169000,47320.00000000001,216320.0
SO-812851,4,P027,10,480,18,4800,864.0,5664.0
SO-812851,5,P002,3,720,18,2160,388.8,2548.8
SO-812851,6,P017,15,520,18,7800,1404.0,9204.0
SO-812851,7,P029,11,3950,18,43450,7821.0,51271.0
SO-812851,8,P006,14,11200,28,156800,43904.00000000001,200704.0
SO-812851,9,P020,10,1150,18,11500,2070.0,13570.0
SO-812851,10,P006,11,11200,28,123200,34496.0,157696.0
SO-812851,11,P015,17,119000,28,2023000,566440.0,2589440.0
SO-812851,12,P011,9,27600,28,248400,69552.0,317952.0
SO-916969,1,P025,5,7850,18,39250,7065.0,46315.0
SO-916969,2,P005,16,8450,28,135200,37856.0,173056.0
SO-916969,3,P019,14,39800,28,557200,156016.00000000003,713216.0
SO-916969,4,P018,7,11300,28,79100,22148.000000000004,101248.0
SO-916969,5,P005,12,8450,28,101400,28392.000000000004,129792.0
SO-916969,6,P015,13,119000,28,1547000,433160.00000000006,1980160.0
SO-916969,7,P014,17,83500,28,1419500,397460.00000000006,1816960.0
SO-916969,8,P005,12,8450,28,101400,28392.000000000004,129792.0
SO-916969,9,P012,13,2450,28,31850,8918.0,40768.0
SO-916969,10,P008,7,580,18,4060,730.8,4790.8
SO-413957,1,P015,4,119000,28,476000,133280.0,609280.0
SO-413957,2,P012,18,2450,28,44100,12348.000000000002,56448.0
SO-413957,3,P002,11,720,18,7920,1425.6,9345.6
SO-413957,4,P009,12,14900,28,178800,50064.00000000001,228864.0
SO-413957,5,P013,3,1450,18,4350,783.0,5133.0
SO-112398,1,P018,7,11300,28,79100,22148.000000000004,101248.0
SO-112398,2,P025,2,7850,18,15700,2826.0,18526.0
SO-112398,3,P021,15,46200,28,693000,194040.00000000003,887040.0
SO-355383,1,P013,10,1450,18,14500,2610.0,17110.0
SO-355383,2,P028,6,2250,18,13500,2430.0,15930.0
SO-355383,3,P018,17,11300,28,192100,53788.00000000001,245888.0
SO-355383,4,P028,5,2250,18,11250,2025.0,13275.0
SO-355383,5,P026,17,310,18,5270,948.6,6218.6
SO-355383,6,P010,10,34900,28,349000,97720.0,446720.0
SO-355383,7,P009,1,14900,28,14900,4172.0,19072.0
SO-355383,8,P028,3,2250,18,6750,1215.0,7965.0
SO-259304,1,P013,10,1450,18,14500,2610.0,17110.0
SO-259304,2,P023,6,12950,28,77700,21756.000000000004,99456.0
SO-259304,3,P013,8,1450,18,11600,2088.0,13688.0
SO-259304,4,P026,13,310,18,4030,725.4,4755.4
SO-259304,5,P023,14,12950,28,181300,50764.00000000001,232064.0
SO-259304,6,P020,15,1150,18,17250,3105.0,20355.0
SO-259304,7,P024,3,10300,28,30900,8652.0,39552.0
SO-259304,8,P022,5,16900,28,84500,23660.000000000004,108160.0
SO-259304,9,P011,9,27600,28,248400,69552.0,317952.0
SO-259304,10,P005,16,8450,28,135200,37856.0,173056.0
SO-104445,1,P016,15,10200,18,153000,27540.0,180540.0
SO-104445,2,P023,18,12950,28,233100,65268.00000000001,298368.0
SO-104445,3,P016,2,10200,18,20400,3672.0,24072.0
SO-351649,1,P009,9,14900,28,134100,37548.0,171648.0
SO-351649,2,P004,10,39800,28,398000,111440.0,509440.0
SO-351649,3,P021,17,46200,28,785400,219912.00000000003,1005312.0
SO-351649,4,P019,20,39800,28,796000,222880.00000000003,1018880.0
SO-736440,1,P016,8,10200,18,81600,14688.0,96288.0
SO-736440,2,P003,1,1250,18,1250,225.0,1475.0
SO-736440,3,P010,2,34900,28,69800,19544.000000000004,89344.0
SO-736440,4,P024,1,10300,28,10300,2884.0000000000005,13184.0
SO-736440,5,P008,18,580,18,10440,1879.2,12319.2
SO-736440,6,P014,10,83500,28,835000,233800.00000000003,1068800.0
SO-736440,7,P009,12,14900,28,178800,50064.00000000001,228864.0
SO-736440,8,P025,14,7850,18,109900,19782.0,129682.0
SO-736440,9,P011,12,27600,28,331200,92736.0,423936.0
SO-736440,10,P019,16,39800,28,636800,178304.00000000003,815104.0
SO-736440,11,P026,7,310,18,2170,390.6,2560.6
SO-736440,12,P024,20,10300,28,206000,57680.00000000001,263680.0
SO-598808,1,P026,5,310,18,1550,279.0,1829.0
SO-598808,2,P001,4,24500,28,98000,27440.000000000004,125440.0
SO-598808,3,P030,11,21900,28,240900,67452.0,308352.0
SO-598808,4,P012,10,2450,28,24500,6860.000000000001,31360.0
SO-598808,5,P024,17,10300,28,175100,49028.00000000001,224128.0
SO-598808,6,P006,8,11200,28,89600,25088.000000000004,114688.0
SO-598808,7,P006,20,11200,28,224000,62720.00000000001,286720.0
SO-598808,8,P029,11,3950,18,43450,7821.0,51271.0
SO-598808,9,P009,11,14900,28,163900,45892.00000000001,209792.0
SO-598808,10,P004,19,39800,28,756200,211736.00000000003,967936.0
SO-598808,11,P030,16,21900,28,350400,98112.0,448512.0
SO-868349,1,P015,1,119000,28,119000,33320.0,152320.0
SO-868349,2,P021,15,46200,28,693000,194040.00000000003,887040.0
SO-868349,3,P001,3,24500,28,73500,20580.000000000004,94080.0
SO-868349,4,P007,9,1450,18,13050,2349.0,15399.0
SO-868349,5,P011,1,27600,28,27600,7728.000000000001,35328.0
SO-868349,6,P015,18,119000,28,2142000,599760.0,2741760.0
SO-868349,7,P003,16,1250,18,20000,3600.0,23600.0
SO-868349,8,P022,19,16900,28,321100,89908.00000000001,411008.0
SO-868349,9,P002,16,720,18,11520,2073.6,13593.6
SO-868349,10,P001,13,24500,28,318500,89180.00000000001,407680.0
SO-868349,11,P030,10,21900,28,219000,61320.00000000001,280320.0
SO-168441,1,P002,8,720,18,5760,1036.8,6796.8
SO-168441,2,P012,1,2450,28,2450,686.0000000000001,3136.0
SO-168441,3,P029,18,3950,18,71100,12798.0,83898.0
SO-168441,4,P005,2,8450,28,16900,4732.0,21632.0
SO-168441,5,P024,6,10300,28,61800,17304.0,79104.0
SO-168441,6,P001,5,24500,28,122500,34300.0,156800.0
SO-168441,7,P021,20,46200,28,924000,258720.00000000003,1182720.0
SO-168441,8,P019,11,39800,28,437800,122584.0,560384.0
SO-168441,9,P011,19,27600,28,524400,146832.0,671232.0
SO-168441,10,P001,1,24500,28,24500,6860.000000000001,31360.0
SO-168441,11,P019,13,39800,28,517400,144872.0,662272.0
SO-903540,1,P024,6,10300,28,61800,17304.0,79104.0
SO-903540,2,P020,16,1150,18,18400,3312.0,21712.0
SO-682233,1,P001,15,24500,28,367500,102900.0,470400.0
