movement_id,product_id,branch_id,movement_type,movement_date,quantity,reference_type,reference_id,running_balance
MOV-IN-26689,P004,CHN001,IN,2020-06-15,250,PO,PO-106361,27036
MOV-OUT-177508,P004,CHN001,OUT,2020-06-16,6,SO,SO-273225,27030
MOV-IN-126177,P004,CHN001,IN,2020-06-17,129,PO,PO-463647,27159
MOV-OUT-213763,P004,CHN001,OUT,2020-06-22,1,SO,SO-661543,27158
MOV-IN-1826,P004,CHN001,IN,2020-06-24,35,PO,PO-719228,27193
MOV-IN-39486,P004,CHN001,IN,2020-06-24,27,PO,PO-354307,27220
MOV-OUT-211724,P004,CHN001,OUT,2020-07-02,4,SO,SO-592792,27216
MOV-OUT-211726,P004,CHN001,OUT,2020-07-02,8,SO,SO-592792,27208
MOV-IN-14511,P004,CHN001,IN,2020-07-04,164,PO,PO-610449,27372
MOV-IN-34698,P004,CHN001,IN,2020-07-05,163,PO,PO-672077,27535
MOV-OUT-186065,P004,CHN001,OUT,2020-07-05,8,SO,SO-268184,27527
MOV-IN-70838,P004,CHN001,IN,2020-07-06,279,PO,PO-505848,27806
MOV-IN-142736,P004,CHN001,IN,2020-07-07,162,PO,PO-595321,27968
MOV-IN-123819,P004,CHN001,IN,2020-07-07,52,PO,PO-196775,28020
MOV-IN-142725,P004,CHN001,IN,2020-07-07,280,PO,PO-595321,28300
MOV-IN-107729,P004,CHN001,IN,2020-07-09,88,PO,PO-223581,28388
MOV-IN-11445,P004,CHN001,IN,2020-07-11,137,PO,PO-169689,28525
MOV-OUT-175509,P004,CHN001,OUT,2020-07-12,3,SO,SO-540792,28522
MOV-OUT-184427,P004,CHN001,OUT,2020-07-13,19,SO,SO-752386,28503
MOV-OUT-151156,P004,CHN001,OUT,2020-07-14,4,SO,SO-688550,28499
MOV-OUT-203912,P004,CHN001,OUT,2020-07-15,7,SO,SO-415024,28492
MOV-OUT-220467,P004,CHN001,OUT,2020-07-16,9,SO,SO-905802,28483
MOV-IN-88813,P004,CHN001,IN,2020-07-16,22,PO,PO-348208,28505
MOV-OUT-165636,P004,CHN001,OUT,2020-07-16,9,SO,SO-339027,28496
MOV-IN-138219,P004,CHN001,IN,2020-07-17,256,PO,PO-355132,28752
MOV-OUT-193771,P004,CHN001,OUT,2020-07-18,12,SO,SO-825824,28740
MOV-IN-44277,P004,CHN001,IN,2020-07-21,24,PO,PO-591718,28764
MOV-OUT-227579,P004,CHN001,OUT,2020-07-23,11,SO,SO-552332,28753
MOV-IN-16453,P004,CHN001,IN,2020-07-26,296,PO,PO-957662,29049
MOV-IN-127153,P004,CHN001,IN,2020-07-27,145,PO,PO-175754,29194
MOV-OUT-203015,P004,CHN001,OUT,2020-07-28,20,SO,SO-201603,29174
MOV-OUT-236681,P004,CHN001,OUT,2020-07-30,14,SO,SO-455523,29160
MOV-IN-126847,P004,CHN001,IN,2020-08-01,153,PO,PO-696814,29313
MOV-OUT-252146,P004,CHN001,OUT,2020-08-03,20,SO,SO-153578,29293
MOV-OUT-194597,P004,CHN001,OUT,2020-08-05,5,SO,SO-572661,29288
MOV-OUT-174321,P004,CHN001,OUT,2020-08-05,3,SO,SO-448503,29285
MOV-OUT-216894,P004,CHN001,OUT,2020-08-10,19,SO,SO-975795,29266
MOV-IN-76786,P004,CHN001,IN,2020-08-13,288,PO,PO-520446,29554
MOV-OUT-249486,P004,CHN001,OUT,2020-08-14,20,SO,SO-454457,29534
MOV-IN-116100,P004,CHN001,IN,2020-08-15,214,PO,PO-728091,29748
MOV-IN-116103,P004,CHN001,IN,2020-08-15,239,PO,PO-728091,29987
MOV-IN-154262,P004,CHN001,IN,2020-08-16,236,PO,PO-734152,30223
MOV-IN-88455,P004,CHN001,IN,2020-08-18,98,PO,PO-146184,30321
MOV-OUT-212856,P004,CHN001,OUT,2020-08-18,13,SO,SO-858435,30308
MOV-OUT-247433,P004,CHN001,OUT,2020-08-18,18,SO,SO-397862,30290
MOV-IN-24845,P004,CHN001,IN,2020-08-21,147,PO,PO-679781,30437
MOV-OUT-220563,P004,CHN001,OUT,2020-08-24,9,SO,SO-646865,30428
MOV-OUT-192143,P004,CHN001,OUT,2020-08-25,15,SO,SO-974177,30413
MOV-OUT-236799,P004,CHN001,OUT,2020-08-26,5,SO,SO-604777,30408
MOV-OUT-198822,P004,CHN001,OUT,2020-09-03,12,SO,SO-829740,30396
MOV-IN-132903,P004,CHN001,IN,2020-09-04,96,PO,PO-825745,30492
MOV-IN-1860,P004,CHN001,IN,2020-09-05,138,PO,PO-501002,30630
MOV-OUT-158801,P004,CHN001,OUT,2020-09-05,13,SO,SO-770052,30617
MOV-IN-6562,P004,CHN001,IN,2020-09-06,219,PO,PO-316518,30836
MOV-OUT-152107,P004,CHN001,OUT,2020-09-10,20,SO,SO-399150,30816
MOV-IN-95302,P004,CHN001,IN,2020-09-14,293,PO,PO-394176,31109
MOV-IN-71483,P004,CHN001,IN,2020-09-14,268,PO,PO-147271,31377
MOV-IN-25342,P004,CHN001,IN,2020-09-14,66,PO,PO-736853,31443
MOV-IN-32605,P004,CHN001,IN,2020-09-14,117,PO,PO-114354,31560
MOV-IN-5415,P004,CHN001,IN,2020-09-16,290,PO,PO-249833,31850
MOV-IN-5423,P004,CHN001,IN,2020-09-16,262,PO,PO-249833,32112
MOV-IN-142748,P004,CHN001,IN,2020-09-16,227,PO,PO-908548,32339
MOV-IN-64834,P004,CHN001,IN,2020-09-20,87,PO,PO-478017,32426
MOV-IN-85511,P004,CHN001,IN,2020-09-20,37,PO,PO-623081,32463
MOV-OUT-182900,P004,CHN001,OUT,2020-09-25,13,SO,SO-742302,32450
MOV-IN-107620,P004,CHN001,IN,2020-09-25,75,PO,PO-811876,32525
MOV-IN-101443,P004,CHN001,IN,2020-09-25,230,PO,PO-492868,32755
MOV-IN-101440,P004,CHN001,IN,2020-09-25,112,PO,PO-492868,32867
MOV-OUT-218772,P004,CHN001,OUT,2020-09-27,2,SO,SO-277078,32865
MOV-OUT-218775,P004,CHN001,OUT,2020-09-27,20,SO,SO-277078,32845
MOV-IN-77540,P004,CHN001,IN,2020-09-28,207,PO,PO-151881,33052
MOV-IN-131025,P004,CHN001,IN,2020-09-29,52,PO,PO-528512,33104
MOV-OUT-248764,P004,CHN001,OUT,2020-09-29,3,SO,SO-994603,33101
MOV-OUT-255809,P004,CHN001,OUT,2020-09-29,15,SO,SO-171042,33086
MOV-OUT-136599,P004,CHN001,OUT,2020-10-03,17,SO,SO-476105,33069
MOV-OUT-141265,P004,CHN001,OUT,2020-10-03,8,SO,SO-689568,33061
MOV-IN-77021,P004,CHN001,IN,2020-10-03,103,PO,PO-607914,33164
MOV-OUT-136597,P004,CHN001,OUT,2020-10-03,1,SO,SO-476105,33163
MOV-OUT-149755,P004,CHN001,OUT,2020-10-11,17,SO,SO-761585,33146
MOV-IN-85109,P004,CHN001,IN,2020-10-11,234,PO,PO-100374,33380
MOV-IN-73350,P004,CHN001,IN,2020-10-16,127,PO,PO-436262,33507
MOV-OUT-133905,P004,CHN001,OUT,2020-10-16,20,SO,SO-354617,33487
MOV-OUT-188727,P004,CHN001,OUT,2020-10-17,13,SO,SO-496139,33474
MOV-OUT-136782,P004,CHN001,OUT,2020-10-21,3,SO,SO-844373,33471
MOV-IN-78871,P004,CHN001,IN,2020-10-24,273,PO,PO-593284,33744
MOV-OUT-199578,P004,CHN001,OUT,2020-10-28,18,SO,SO-296015,33726
MOV-OUT-199580,P004,CHN001,OUT,2020-10-28,20,SO,SO-296015,33706
MOV-OUT-208956,P004,CHN001,OUT,2020-10-29,17,SO,SO-996014,33689
MOV-OUT-131306,P004,CHN001,OUT,2020-10-30,12,SO,SO-892637,33677
MOV-OUT-240918,P004,CHN001,OUT,2020-11-02,14,SO,SO-545586,33663
MOV-OUT-164326,P004,CHN001,OUT,2020-11-03,8,SO,SO-629731,33655
MOV-IN-59998,P004,CHN001,IN,2020-11-03,276,PO,PO-106107,33931
MOV-IN-147314,P004,CHN001,IN,2020-11-04,264,PO,PO-849814,34195
MOV-IN-92254,P004,CHN001,IN,2020-11-05,184,PO,PO-787511,34379
MOV-IN-150960,P004,CHN001,IN,2020-11-06,283,PO,PO-583605,34662
MOV-IN-113310,P004,CHN001,IN,2020-11-07,148,PO,PO-387803,34810
MOV-IN-113311,P004,CHN001,IN,2020-11-07,245,PO,PO-387803,35055
MOV-IN-112315,P004,CHN001,IN,2020-11-09,22,PO,PO-726667,35077
MOV-IN-124925,P004,CHN001,IN,2020-11-10,194,PO,PO-937678,35271
MOV-OUT-155330,P004,CHN001,OUT,2020-11-13,11,SO,SO-284053,35260
MOV-IN-120361,P004,CHN001,IN,2020-11-16,102,PO,PO-254558,35362
MOV-IN-118987,P004,CHN001,IN,2020-11-17,92,PO,PO-936093,35454
MOV-IN-94060,P004,CHN001,IN,2020-11-18,240,PO,PO-848314,35694
MOV-OUT-216958,P004,CHN001,OUT,2020-11-19,18,SO,SO-500862,35676
MOV-OUT-233462,P004,CHN001,OUT,2020-11-19,14,SO,SO-888605,35662
MOV-OUT-141823,P004,CHN001,OUT,2020-11-20,10,SO,SO-946822,35652
MOV-IN-97477,P004,CHN001,IN,2020-11-21,242,PO,PO-407242,35894
MOV-OUT-164662,P004,CHN001,OUT,2020-11-26,14,SO,SO-109375,35880
MOV-IN-35223,P004,CHN001,IN,2020-11-27,42,PO,PO-670295,35922
MOV-IN-149903,P004,CHN001,IN,2020-11-28,53,PO,PO-621179,35975
MOV-IN-93559,P004,CHN001,IN,2020-11-29,117,PO,PO-139758,36092
MOV-IN-18063,P004,CHN001,IN,2020-11-30,296,PO,PO-384819,36388
MOV-IN-111958,P004,CHN001,IN,2020-12-04,164,PO,PO-146429,36552
MOV-OUT-238036,P004,CHN001,OUT,2020-12-07,5,SO,SO-130312,36547
MOV-OUT-234666,P004,CHN001,OUT,2020-12-08,15,SO,SO-843015,36532
MOV-OUT-174212,P004,CHN001,OUT,2020-12-12,1,SO,SO-552031,36531
MOV-OUT-174213,P004,CHN001,OUT,2020-12-12,9,SO,SO-552031,36522
MOV-IN-37087,P004,CHN001,IN,2020-12-14,261,PO,PO-648289,36783
MOV-IN-155327,P004,CHN001,IN,2020-12-16,81,PO,PO-856373,36864
MOV-OUT-132696,P004,CHN001,OUT,2020-12-16,6,SO,SO-669008,36858
MOV-OUT-144683,P004,CHN001,OUT,2020-12-19,16,SO,SO-872000,36842
MOV-OUT-208967,P004,CHN001,OUT,2020-12-22,7,SO,SO-178013,36835
MOV-IN-22216,P004,CHN001,IN,2020-12-24,48,PO,PO-497680,36883
MOV-OUT-189470,P004,CHN001,OUT,2020-12-25,9,SO,SO-762407,36874
MOV-IN-34814,P004,CHN001,IN,2020-12-27,280,PO,PO-814701,37154
MOV-OUT-176783,P004,CHN001,OUT,2020-12-27,9,SO,SO-248801,37145
MOV-IN-101891,P004,CHN001,IN,2020-12-29,27,PO,PO-860407,37172
MOV-OUT-164515,P004,CHN001,OUT,2020-12-30,13,SO,SO-586766,37159
MOV-IN-64240,P004,CHN001,IN,2021-01-02,144,PO,PO-967284,37303
MOV-IN-143842,P004,CHN001,IN,2021-01-06,278,PO,PO-251231,37581
MOV-IN-86038,P004,CHN001,IN,2021-01-07,215,PO,PO-451625,37796
MOV-OUT-250184,P004,CHN001,OUT,2021-01-07,17,SO,SO-715584,37779
MOV-OUT-146697,P004,CHN001,OUT,2021-01-11,10,SO,SO-270259,37769
MOV-OUT-174397,P004,CHN001,OUT,2021-01-16,12,SO,SO-958600,37757
MOV-ADJ-828,P004,CHN001,ADJUSTMENT,2021-01-19,48,ADJ,ADJ-828,37805
MOV-OUT-243781,P004,CHN001,OUT,2021-01-20,11,SO,SO-954645,37794
MOV-IN-15134,P004,CHN001,IN,2021-01-21,57,PO,PO-152947,37851
MOV-OUT-135874,P004,CHN001,OUT,2021-01-25,11,SO,SO-649145,37840
MOV-IN-109644,P004,CHN001,IN,2021-01-26,59,PO,PO-528992,37899
MOV-IN-67479,P004,CHN001,IN,2021-01-27,54,PO,PO-585097,37953
MOV-OUT-166457,P004,CHN001,OUT,2021-02-05,11,SO,SO-814310,37942
MOV-OUT-163074,P004,CHN001,OUT,2021-02-06,5,SO,SO-379778,37937
MOV-OUT-190338,P004,CHN001,OUT,2021-02-07,1,SO,SO-159702,37936
MOV-OUT-223392,P004,CHN001,OUT,2021-02-07,17,SO,SO-996016,37919
MOV-IN-27909,P004,CHN001,IN,2021-02-07,290,PO,PO-581053,38209
MOV-OUT-157688,P004,CHN001,OUT,2021-02-07,19,SO,SO-598808,38190
MOV-IN-103196,P004,CHN001,IN,2021-02-13,150,PO,PO-938132,38340
MOV-OUT-176197,P004,CHN001,OUT,2021-02-14,13,SO,SO-400901,38327
MOV-IN-64287,P004,CHN001,IN,2021-02-17,174,PO,PO-267588,38501
MOV-OUT-140464,P004,CHN001,OUT,2021-02-18,16,SO,SO-111324,38485
MOV-IN-132031,P004,CHN001,IN,2021-02-21,75,PO,PO-758017,38560
MOV-OUT-145433,P004,CHN001,OUT,2021-02-24,20,SO,SO-798399,38540
MOV-OUT-149780,P004,CHN001,OUT,2021-02-25,8,SO,SO-947034,38532
MOV-OUT-173858,P004,CHN001,OUT,2021-02-26,18,SO,SO-282202,38514
MOV-OUT-173851,P004,CHN001,OUT,2021-02-26,13,SO,SO-282202,38501
MOV-OUT-173850,P004,CHN001,OUT,2021-02-26,9,SO,SO-282202,38492
MOV-IN-5203,P004,CHN001,IN,2021-02-26,270,PO,PO-613423,38762
MOV-IN-49979,P004,CHN001,IN,2021-02-26,122,PO,PO-842991,38884
MOV-IN-24256,P004,CHN001,IN,2021-02-27,138,PO,PO-708009,39022
MOV-IN-33448,P004,CHN001,IN,2021-02-27,167,PO,PO-300875,39189
MOV-OUT-231065,P004,CHN001,OUT,2021-02-27,9,SO,SO-124947,39180
MOV-IN-105464,P004,CHN001,IN,2021-02-28,105,PO,PO-450511,39285
MOV-IN-109057,P004,CHN001,IN,2021-03-02,240,PO,PO-320317,39525
MOV-OUT-198333,P004,CHN001,OUT,2021-03-05,16,SO,SO-694128,39509
MOV-IN-3377,P004,CHN001,IN,2021-03-06,300,PO,PO-529280,39809
MOV-OUT-222208,P004,CHN001,OUT,2021-03-07,14,SO,SO-265851,39795
MOV-IN-109662,P004,CHN001,IN,2021-03-10,228,PO,PO-874483,40023
MOV-OUT-192476,P004,CHN001,OUT,2021-03-11,7,SO,SO-928121,40016
MOV-IN-50539,P004,CHN001,IN,2021-03-13,294,PO,PO-456008,40310
MOV-OUT-191333,P004,CHN001,OUT,2021-03-15,3,SO,SO-584490,40307
MOV-IN-40397,P004,CHN001,IN,2021-03-18,199,PO,PO-595949,40506
MOV-IN-116839,P004,CHN001,IN,2021-03-20,52,PO,PO-577313,40558
MOV-IN-116844,P004,CHN001,IN,2021-03-20,117,PO,PO-577313,40675
MOV-IN-118356,P004,CHN001,IN,2021-03-21,38,PO,PO-259773,40713
MOV-OUT-162015,P004,CHN001,OUT,2021-03-25,4,SO,SO-739254,40709
MOV-IN-40923,P004,CHN001,IN,2021-03-27,268,PO,PO-686299,40977
MOV-OUT-244291,P004,CHN001,OUT,2021-03-27,5,SO,SO-774511,40972
MOV-OUT-181768,P004,CHN001,OUT,2021-03-28,6,SO,SO-342310,40966
MOV-IN-2560,P004,CHN001,IN,2021-03-29,112,PO,PO-710426,41078
MOV-IN-138263,P004,CHN001,IN,2021-03-29,80,PO,PO-168509,41158
MOV-OUT-251445,P004,CHN001,OUT,2021-03-30,14,SO,SO-606784,41144
MOV-IN-93900,P004,CHN001,IN,2021-04-02,54,PO,PO-461662,41198
MOV-IN-111096,P004,CHN001,IN,2021-04-02,267,PO,PO-204880,41465
MOV-OUT-137080,P004,CHN001,OUT,2021-04-02,15,SO,SO-334644,41450
MOV-OUT-151605,P004,CHN001,OUT,2021-04-03,4,SO,SO-895141,41446
MOV-IN-34685,P004,CHN001,IN,2021-04-05,184,PO,PO-959354,41630
MOV-OUT-243436,P004,CHN001,OUT,2021-04-05,12,SO,SO-226858,41618
MOV-IN-53204,P004,CHN001,IN,2021-04-08,161,PO,PO-276824,41779
MOV-OUT-179004,P004,CHN001,OUT,2021-04-08,17,SO,SO-495634,41762
MOV-OUT-247363,P004,CHN001,OUT,2021-04-10,16,SO,SO-815162,41746
MOV-OUT-208629,P004,CHN001,OUT,2021-04-11,4,SO,SO-423431,41742
MOV-OUT-178471,P004,CHN001,OUT,2021-04-11,20,SO,SO-117031,41722
MOV-OUT-178464,P004,CHN001,OUT,2021-04-11,12,SO,SO-117031,41710
MOV-OUT-178465,P004,CHN001,OUT,2021-04-11,19,SO,SO-117031,41691
MOV-IN-38931,P004,CHN001,IN,2021-04-15,35,PO,PO-768257,41726
MOV-IN-8413,P004,CHN001,IN,2021-04-19,221,PO,PO-394321,41947
MOV-OUT-253237,P004,CHN001,OUT,2021-04-19,10,SO,SO-764177,41937
MOV-IN-121942,P004,CHN001,IN,2021-04-20,118,PO,PO-543503,42055
MOV-OUT-133799,P004,CHN001,OUT,2021-04-21,11,SO,SO-809997,42044
MOV-OUT-184622,P004,CHN001,OUT,2021-04-25,12,SO,SO-296592,42032
MOV-OUT-243709,P004,CHN001,OUT,2021-04-25,9,SO,SO-968269,42023
MOV-OUT-209108,P004,CHN001,OUT,2021-04-26,11,SO,SO-435946,42012
MOV-OUT-152433,P004,CHN001,OUT,2021-04-27,10,SO,SO-608579,42002
MOV-OUT-137599,P004,CHN001,OUT,2021-04-28,3,SO,SO-493793,41999
MOV-OUT-214562,P004,CHN001,OUT,2021-04-29,3,SO,SO-280898,41996
MOV-OUT-226072,P004,CHN001,OUT,2021-04-30,17,SO,SO-744328,41979
MOV-IN-147920,P004,CHN001,IN,2021-05-05,144,PO,PO-417983,42123
MOV-IN-122446,P004,CHN001,IN,2021-05-06,190,PO,PO-336325,42313
MOV-OUT-206289,P004,CHN001,OUT,2021-05-08,8,SO,SO-534614,42305
MOV-OUT-227915,P004,CHN001,OUT,2021-05-08,7,SO,SO-797144,42298
MOV-OUT-227916,P004,CHN001,OUT,2021-05-08,4,SO,SO-797144,42294
MOV-IN-13870,P004,CHN001,IN,2021-05-11,20,PO,PO-465698,42314
MOV-IN-53582,P004,CHN001,IN,2021-05-14,250,PO,PO-606496,42564
MOV-IN-28569,P004,CHN001,IN,2021-05-14,176,PO,PO-196232,42740
MOV-IN-139725,P004,CHN001,IN,2021-05-17,261,PO,PO-450509,43001
MOV-OUT-179411,P004,CHN001,OUT,2021-05-17,1,SO,SO-195815,43000
MOV-OUT-219045,P004,CHN001,OUT,2021-05-18,14,SO,SO-314043,42986
MOV-OUT-229164,P004,CHN001,OUT,2021-05-18,19,SO,SO-241074,42967
MOV-OUT-149181,P004,CHN001,OUT,2021-05-26,3,SO,SO-268338,42964
MOV-OUT-187535,P004,CHN001,OUT,2021-05-27,4,SO,SO-486187,42960
MOV-IN-82419,P004,CHN001,IN,2021-05-29,171,PO,PO-843716,43131
MOV-OUT-249908,P004,CHN001,OUT,2021-06-04,13,SO,SO-993898,43118
MOV-ADJ-318,P004,CHN001,ADJUSTMENT,2021-06-05,22,ADJ,ADJ-318,43140
MOV-IN-132870,P004,CHN001,IN,2021-06-07,293,PO,PO-571457,43433
MOV-OUT-252498,P004,CHN001,OUT,2021-06-08,16,SO,SO-997204,43417
MOV-OUT-252497,P004,CHN001,OUT,2021-06-08,15,SO,SO-997204,43402
MOV-IN-44412,P004,CHN001,IN,2021-06-13,208,PO,PO-880092,43610
MOV-OUT-232914,P004,CHN001,OUT,2021-06-17,2,SO,SO-315179,43608
MOV-IN-107289,P004,CHN001,IN,2021-06-18,185,PO,PO-471694,43793
MOV-OUT-140991,P004,CHN001,OUT,2021-06-18,6,SO,SO-733148,43787
MOV-OUT-140992,P004,CHN001,OUT,2021-06-18,2,SO,SO-733148,43785
MOV-OUT-245811,P004,CHN001,OUT,2021-06-19,11,SO,SO-336789,43774
MOV-IN-23387,P004,CHN001,IN,2021-06-20,294,PO,PO-300252,44068
MOV-IN-29849,P004,CHN001,IN,2021-06-20,158,PO,PO-450796,44226
MOV-ADJ-665,P004,CHN001,ADJUSTMENT,2021-06-20,39,ADJ,ADJ-665,44187
MOV-IN-119330,P004,CHN001,IN,2021-06-21,281,PO,PO-814916,44468
MOV-OUT-242228,P004,CHN001,OUT,2021-06-22,14,SO,SO-161897,44454
MOV-IN-66615,P004,CHN001,IN,2021-06-25,213,PO,PO-854959,44667
MOV-IN-93723,P004,CHN001,IN,2021-06-25,179,PO,PO-741278,44846
MOV-IN-124544,P004,CHN001,IN,2021-06-27,184,PO,PO-500397,45030
MOV-OUT-166610,P004,CHN001,OUT,2021-06-27,14,SO,SO-432298,45016
MOV-IN-122821,P004,CHN001,IN,2021-06-30,293,PO,PO-246432,45309
MOV-IN-33018,P004,CHN001,IN,2021-07-03,101,PO,PO-737803,45410
MOV-IN-97430,P004,CHN001,IN,2021-07-03,289,PO,PO-319936,45699
MOV-OUT-137818,P004,CHN001,OUT,2021-07-04,16,SO,SO-937540,45683
MOV-OUT-137817,P004,CHN001,OUT,2021-07-04,20,SO,SO-937540,45663
MOV-IN-32690,P004,CHN001,IN,2021-07-04,202,PO,PO-950127,45865
MOV-IN-72217,P004,CHN001,IN,2021-07-04,238,PO,PO-730917,46103
MOV-ADJ-1789,P004,CHN001,ADJUSTMENT,2021-07-05,12,ADJ,ADJ-1789,46091
MOV-IN-49069,P004,CHN001,IN,2021-07-08,155,PO,PO-634960,46246
MOV-IN-47244,P004,CHN001,IN,2021-07-10,163,PO,PO-969588,46409
MOV-IN-67165,P004,CHN001,IN,2021-07-11,32,PO,PO-197398,46441
MOV-OUT-219854,P004,CHN001,OUT,2021-07-11,4,SO,SO-567436,46437
MOV-OUT-216772,P004,CHN001,OUT,2021-07-14,10,SO,SO-978306,46427
MOV-IN-44459,P004,CHN001,IN,2021-07-15,185,PO,PO-865398,46612
MOV-ADJ-649,P004,CHN001,ADJUSTMENT,2021-07-18,25,ADJ,ADJ-649,46587
MOV-IN-89955,P004,CHN001,IN,2021-07-20,249,PO,PO-843577,46836
MOV-OUT-164066,P004,CHN001,OUT,2021-07-22,5,SO,SO-254642,46831
MOV-OUT-227745,P004,CHN001,OUT,2021-07-23,4,SO,SO-321918,46827
MOV-OUT-199776,P004,CHN001,OUT,2021-07-24,1,SO,SO-984142,46826
MOV-OUT-130433,P004,CHN001,OUT,2021-07-25,5,SO,SO-533712,46821
MOV-IN-142876,P004,CHN001,IN,2021-07-27,53,PO,PO-829304,46874
MOV-OUT-157905,P004,CHN001,OUT,2021-07-28,19,SO,SO-509655,46855
MOV-OUT-226145,P004,CHN001,OUT,2021-07-28,5,SO,SO-328336,46850
MOV-OUT-181305,P004,CHN001,OUT,2021-07-29,5,SO,SO-929032,46845
MOV-OUT-181308,P004,CHN001,OUT,2021-07-29,12,SO,SO-929032,46833
MOV-IN-84382,P004,CHN001,IN,2021-07-30,170,PO,PO-288097,47003
MOV-IN-147274,P004,CHN001,IN,2021-07-31,156,PO,PO-456139,47159
MOV-IN-122063,P004,CHN001,IN,2021-08-04,293,PO,PO-849512,47452
MOV-IN-21963,P004,CHN001,IN,2021-08-05,212,PO,PO-580908,47664
MOV-OUT-184409,P004,CHN001,OUT,2021-08-10,14,SO,SO-296873,47650
MOV-OUT-224481,P004,CHN001,OUT,2021-08-11,7,SO,SO-524657,47643
MOV-IN-139116,P004,CHN001,IN,2021-08-13,110,PO,PO-198855,47753
MOV-OUT-132077,P004,CHN001,OUT,2021-08-14,4,SO,SO-285374,47749
MOV-OUT-223804,P004,CHN001,OUT,2021-08-14,5,SO,SO-555103,47744
MOV-IN-48622,P004,CHN001,IN,2021-08-15,46,PO,PO-766629,47790
MOV-OUT-247624,P004,CHN001,OUT,2021-08-15,6,SO,SO-255906,47784
MOV-OUT-141188,P004,CHN001,OUT,2021-08-22,14,SO,SO-497000,47770
MOV-OUT-198848,P004,CHN001,OUT,2021-08-22,1,SO,SO-532728,47769
MOV-OUT-248400,P004,CHN001,OUT,2021-08-25,13,SO,SO-605067,47756
MOV-IN-105377,P004,CHN001,IN,2021-08-26,29,PO,PO-292721,47785
MOV-IN-97885,P004,CHN001,IN,2021-08-28,192,PO,PO-918860,47977
MOV-IN-89810,P004,CHN001,IN,2021-08-30,181,PO,PO-956930,48158
MOV-OUT-171148,P004,CHN001,OUT,2021-09-01,20,SO,SO-540050,48138
MOV-OUT-250442,P004,CHN001,OUT,2021-09-01,17,SO,SO-567206,48121
MOV-OUT-216211,P004,CHN001,OUT,2021-09-02,7,SO,SO-783980,48114
MOV-OUT-184563,P004,CHN001,OUT,2021-09-04,3,SO,SO-138728,48111
MOV-IN-40274,P004,CHN001,IN,2021-09-06,300,PO,PO-440730,48411
MOV-IN-41986,P004,CHN001,IN,2021-09-06,111,PO,PO-917068,48522
MOV-IN-107692,P004,CHN001,IN,2021-09-11,33,PO,PO-914230,48555
MOV-IN-40909,P004,CHN001,IN,2021-09-13,220,PO,PO-171651,48775
MOV-IN-110356,P004,CHN001,IN,2021-09-18,98,PO,PO-190768,48873
MOV-OUT-187053,P004,CHN001,OUT,2021-09-23,8,SO,SO-573331,48865
MOV-IN-39855,P004,CHN001,IN,2021-09-27,143,PO,PO-519760,49008
MOV-IN-46375,P004,CHN001,IN,2021-10-04,295,PO,PO-982148,49303
MOV-OUT-204340,P004,CHN001,OUT,2021-10-09,6,SO,SO-337467,49297
MOV-OUT-155264,P004,CHN001,OUT,2021-10-12,9,SO,SO-244402,49288
MOV-OUT-149984,P004,CHN001,OUT,2021-10-13,18,SO,SO-902968,49270
MOV-OUT-127758,P004,CHN001,OUT,2021-10-15,14,SO,SO-256526,49256
MOV-IN-54671,P004,CHN001,IN,2021-10-17,180,PO,PO-641171,49436
MOV-OUT-220648,P004,CHN001,OUT,2021-10-17,6,SO,SO-923373,49430
MOV-OUT-189235,P004,CHN001,OUT,2021-10-18,6,SO,SO-839176,49424
MOV-IN-86504,P004,CHN001,IN,2021-10-20,183,PO,PO-627152,49607
MOV-OUT-253643,P004,CHN001,OUT,2021-10-21,11,SO,SO-407490,49596
MOV-IN-20094,P004,CHN001,IN,2021-10-25,114,PO,PO-365006,49710
MOV-OUT-248382,P004,CHN001,OUT,2021-10-26,16,SO,SO-527947,49694
MOV-IN-69009,P004,CHN001,IN,2021-10-29,179,PO,PO-751619,49873
MOV-IN-127284,P004,CHN001,IN,2021-10-30,280,PO,PO-258968,50153
MOV-IN-67177,P004,CHN001,IN,2021-10-31,90,PO,PO-888824,50243
MOV-OUT-134448,P004,CHN001,OUT,2021-10-31,18,SO,SO-623828,50225
MOV-OUT-215693,P004,CHN001,OUT,2021-11-03,17,SO,SO-342506,50208
MOV-OUT-148119,P004,CHN001,OUT,2021-11-09,6,SO,SO-978074,50202
MOV-OUT-226409,P004,CHN001,OUT,2021-11-12,10,SO,SO-603331,50192
MOV-IN-24253,P004,CHN001,IN,2021-11-12,274,PO,PO-837906,50466
MOV-OUT-133609,P004,CHN001,OUT,2021-11-13,2,SO,SO-316368,50464
MOV-OUT-140665,P004,CHN001,OUT,2021-11-18,16,SO,SO-744213,50448
MOV-OUT-169360,P004,CHN001,OUT,2021-11-18,2,SO,SO-676329,50446
MOV-IN-109164,P004,CHN001,IN,2021-11-21,97,PO,PO-747928,50543
MOV-IN-125908,P004,CHN001,IN,2021-11-23,40,PO,PO-730239,50583
MOV-IN-100047,P004,CHN001,IN,2021-11-25,189,PO,PO-907669,50772
MOV-IN-100048,P004,CHN001,IN,2021-11-25,139,PO,PO-907669,50911
MOV-OUT-170806,P004,CHN001,OUT,2021-11-26,12,SO,SO-434832,50899
MOV-IN-118714,P004,CHN001,IN,2021-12-02,295,PO,PO-161090,51194
