invoice_uid,invoice_id,so_id,customer_id,branch_id,invoice_date,due_date,total_order_value,total_gst_amount,grand_total,payment_status,invoice_id_ambiguous
INVUID-003478,INV-542886,SO-322076,C0403,KOL001,2023-05-03,2023-06-02,2688300,751284.0000000001,3439584.0,Unpaid,False
INVUID-003479,INV-527616,SO-116490,C0160,AHM001,2021-02-24,2021-03-26,545000,137155.00000000003,682155.0,Paid,False
INVUID-003480,INV-958780,SO-435177,C0099,PUN001,2023-09-16,2023-10-16,17400,3132.0,20532.0,Unpaid,False
INVUID-003481,INV-464687,SO-966393,C0352,KOL001,2021-07-23,2021-09-06,133450,24021.0,157471.0,Partially Paid,False
INVUID-003482,INV-679284,SO-335703,C0433,AHM001,2020-01-11,2020-03-11,1393750,371695.00000000006,1765445.0,Paid,False
INVUID-003483,INV-951318,SO-450274,C0193,CHN001,2019-09-02,2019-10-02,1176480,304186.4,1480666.4,Paid,False
INVUID-003484,INV-569828,SO-306597,C0100,KOL001,2024-03-24,2024-04-23,689650,191797.00000000003,881447.0,Paid,False
INVUID-003485,INV-196254,SO-157811,C0001,KOL001,2021-09-20,2021-10-20,254840,66151.20000000001,320991.2,Paid,False
INVUID-003486,INV-644011,SO-577112,C0282,KOL001,2019-09-24,2019-10-24,622320,173067.60000000003,795387.6,Partially Paid,False
INVUID-003487,INV-523750,SO-700631,C0380,HYD001,2019-11-22,2020-01-06,1600710,448167.8000000001,2048877.8,Paid,False
INVUID-003488,INV-312373,SO-580348,C0102,KOL001,2021-04-01,2021-05-31,3163900,885747.0000000001,4049647.0,Paid,False
INVUID-003489,INV-655476,SO-552476,C0217,DEL001,2022-10-01,2022-11-30,3577480,999286.4,4576766.4,Paid,False
INVUID-003490,INV-256035,SO-271016,C0365,KOL001,2020-08-03,2020-10-02,1907210,518787.8,2425997.8,Paid,False
INVUID-003491,INV-150770,SO-577846,C0129,DEL001,2024-02-26,2024-04-11,1398250,387405.00000000006,1785655.0,Paid,False
INVUID-003492,INV-808418,SO-226347,C0306,KOL001,2020-05-23,2020-06-22,1863800,515504.00000000006,2379304.0,Paid,False
INVUID-003493,INV-553619,SO-221199,C0446,HYD001,2023-03-11,2023-04-10,1627610,443679.8000000001,2071289.8,Partially Paid,False
INVUID-003494,INV-951716,SO-466703,C0117,AHM001,2020-02-08,2020-04-08,249150,60912.00000000001,310062.0,Paid,False
INVUID-003495,INV-412130,SO-336940,C0421,CHN001,2024-05-29,2024-06-28,2378040,656212.2000000001,3034252.2,Unpaid,False
INVUID-003496,INV-810541,SO-194576,C0301,KOL001,2020-03-10,2020-04-09,4500,810.0,5310.0,Paid,False
INVUID-003497,INV-692431,SO-801649,C0256,PUN001,2024-04-15,2024-05-30,1802900,503937.00000000006,2306837.0,Paid,False
INVUID-003498,INV-389110,SO-695639,C0028,PUN001,2022-02-26,2022-04-12,1245930,345297.4,1591227.4,Paid,False
INVUID-003499,INV-186504,SO-753552,C0452,HYD001,2021-01-15,2021-02-14,53430,9617.4,63047.4,Paid,False
INVUID-003500,INV-946911,SO-696931,C0080,CHN001,2024-10-30,2024-12-14,1127300,313394.0,1440694.0,Paid,False
INVUID-003501,INV-895160,SO-777269,C0019,KOL001,2021-04-21,2021-05-06,778350,203783.00000000003,982133.0,Paid,False
INVUID-003502,INV-209931,SO-943462,C0092,AHM001,2023-09-02,2023-10-02,66100,17813.0,83913.0,Paid,False
INVUID-003503,INV-853877,SO-147428,C0004,CHN001,2021-08-21,2021-09-20,725600,201588.0,927188.0,Paid,False
INVUID-003504,INV-635496,SO-981926,C0260,HYD001,2023-09-01,2023-10-16,1671720,458899.6000000001,2130619.6,Paid,False
INVUID-003505,INV-785030,SO-375374,C0482,KOL001,2020-11-11,2021-01-10,762780,197000.4,959780.4,Partially Paid,False
INVUID-003506,INV-381059,SO-581531,C0268,PUN001,2022-05-26,2022-07-25,1710700,475766.0,2186466.0,Paid,False
INVUID-003507,INV-358934,SO-365444,C0207,KOL001,2019-04-15,2019-05-15,41190,7414.2,48604.2,Partially Paid,False
INVUID-003508,INV-554868,SO-144417,C0459,PUN001,2024-01-25,2024-03-10,461740,127883.2,589623.2,Partially Paid,False
INVUID-003509,INV-246718,SO-911167,C0200,DEL001,2022-08-28,2022-10-12,518050,142879.00000000003,660929.0,Paid,False
INVUID-003510,INV-364928,SO-354657,C0149,AHM001,2022-04-11,2022-05-11,1564180,432582.4,1996762.4,Paid,False
INVUID-003511,INV-167065,SO-836410,C0045,KOL001,2020-01-23,2020-03-23,3173940,859919.2000000001,4033859.2,Paid,False
INVUID-003512,INV-475479,SO-399066,C0134,AHM001,2020-11-16,2021-01-15,1366500,366500.00000000006,1733000.0,Unpaid,False
INVUID-003513,INV-670704,SO-394747,C0164,DEL001,2021-10-20,2021-12-04,940030,230280.4,1170310.4,Paid,True
INVUID-003514,INV-725650,SO-522452,C0160,AHM001,2021-10-20,2021-11-19,483450,131091.00000000003,614541.0,Partially Paid,False
INVUID-003515,INV-365785,SO-671096,C0163,AHM001,2023-02-17,2023-04-03,1319310,360900.8000000001,1680210.8,Paid,False
INVUID-003516,INV-664606,SO-878637,C0391,AHM001,2019-02-15,2019-04-16,305380,75698.40000000001,381078.4,Partially Paid,False
INVUID-003517,INV-403453,SO-805033,C0301,KOL001,2021-08-05,2021-09-04,230220,64399.600000000006,294619.6,Paid,False
INVUID-003518,INV-886427,SO-555844,C0248,PUN001,2023-08-12,2023-09-11,196000,54880.00000000001,250880.0,Paid,False
INVUID-003519,INV-418627,SO-325211,C0041,HYD001,2020-05-24,2020-07-23,128450,35966.00000000001,164416.0,Partially Paid,False
INVUID-003520,INV-393993,SO-958604,C0475,KOL001,2021-10-02,2021-11-16,14700,4116.0,18816.0,Partially Paid,False
INVUID-003521,INV-403917,SO-994328,C0209,CHN001,2021-11-27,2021-12-27,962170,265905.60000000003,1228075.6,Partially Paid,False
INVUID-003522,INV-388812,SO-109243,C0037,PUN001,2024-10-25,2024-11-24,425040,118907.2,543947.2,Paid,False
INVUID-003523,INV-435254,SO-132786,C0475,KOL001,2020-05-14,2020-06-28,942550,262114.00000000003,1204664.0,Unpaid,False
INVUID-003524,INV-891497,SO-499913,C0402,HYD001,2021-06-15,2021-06-30,23970,5804.6,29774.6,Paid,False
INVUID-003525,INV-396802,SO-907522,C0024,CHN001,2023-06-12,2023-08-11,4151480,1159526.4,5311006.4,Paid,False
INVUID-003526,INV-700266,SO-695834,C0237,HYD001,2019-12-23,2020-01-22,381710,100117.80000000002,481827.8,Paid,False
INVUID-003527,INV-198942,SO-455231,C0359,HYD001,2024-05-14,2024-06-28,1488700,415966.00000000006,1904666.0,Paid,False
INVUID-003528,INV-483078,SO-419568,C0238,CHN001,2023-01-07,2023-01-22,1061980,296726.4,1358706.4,Unpaid,False
INVUID-003529,INV-244744,SO-229711,C0150,AHM001,2024-08-22,2024-10-06,939390,261875.20000000004,1201265.2,Paid,False
INVUID-003530,INV-707345,SO-483778,C0161,AHM001,2020-10-21,2020-12-05,1701200,476336.00000000006,2177536.0,Partially Paid,False
INVUID-003531,INV-565058,SO-602723,C0185,PUN001,2024-09-21,2024-10-21,2680980,748336.4,3429316.4000000004,Paid,False
INVUID-003532,INV-187567,SO-543250,C0312,PUN001,2019-09-10,2019-10-25,1032840,283866.20000000007,1316706.2,Unpaid,False
INVUID-003533,INV-725900,SO-536069,C0410,HYD001,2022-05-29,2022-06-28,114250,30975.000000000004,145225.0,Paid,False
INVUID-003534,INV-586909,SO-812325,C0069,DEL001,2024-02-09,2024-02-24,907700,250966.00000000003,1158666.0,Paid,False
INVUID-003535,INV-173609,SO-853940,C0044,KOL001,2022-04-26,2022-05-26,1819370,505416.6000000001,2324786.6,Unpaid,False
INVUID-003536,INV-692327,SO-710189,C0118,CHN001,2023-06-19,2023-08-18,697000,173555.0,870555.0,Paid,False
INVUID-003537,INV-768213,SO-382154,C0011,KOL001,2024-06-10,2024-08-09,360700,76956.0,437656.0,Partially Paid,False
INVUID-003538,INV-219024,SO-669520,C0403,KOL001,2019-03-01,2019-03-31,3417860,923339.8,4341199.8,Unpaid,False
INVUID-003539,INV-657764,SO-272716,C0005,AHM001,2020-03-09,2020-04-08,2345160,654628.8,2999788.8,Paid,False
INVUID-003540,INV-774744,SO-160647,C0497,CHN001,2022-09-24,2022-11-08,569140,152325.2,721465.2000000001,Paid,False
INVUID-003541,INV-753243,SO-109350,C0288,DEL001,2022-04-08,2022-05-08,234650,59037.00000000001,293687.0,Paid,False
INVUID-003542,INV-474059,SO-685236,C0107,DEL001,2021-03-11,2021-04-10,2865950,797666.0000000001,3663616.0,Paid,False
INVUID-003543,INV-527899,SO-682814,C0209,CHN001,2022-08-01,2022-08-31,23850,4293.0,28143.0,Paid,False
INVUID-003544,INV-102093,SO-997823,C0071,KOL001,2019-01-31,2019-03-17,524440,131324.2,655764.2,Unpaid,False
INVUID-003545,INV-831543,SO-967944,C0127,KOL001,2019-08-15,2019-09-29,1292470,359654.60000000003,1652124.6,Partially Paid,False
INVUID-003546,INV-841338,SO-195538,C0326,KOL001,2021-07-04,2021-08-03,541400,139892.0,681292.0,Partially Paid,False
INVUID-003547,INV-568621,SO-194725,C0135,DEL001,2019-03-13,2019-05-12,587200,158136.0,745336.0,Partially Paid,False
INVUID-003548,INV-408153,SO-789047,C0024,CHN001,2023-11-07,2024-01-06,22500,4050.0,26550.0,Paid,False
INVUID-003549,INV-404026,SO-812541,C0044,KOL001,2022-06-24,2022-07-24,168600,44128.00000000001,212728.0,Unpaid,False
INVUID-003550,INV-787999,SO-969895,C0074,KOL001,2019-01-12,2019-03-13,2314970,643404.6000000001,2958374.6,Paid,False
INVUID-003551,INV-505059,SO-896386,C0356,DEL001,2021-11-23,2022-01-07,501950,132161.0,634111.0,Paid,False
INVUID-003552,INV-355137,SO-290394,C0104,KOL001,2019-10-19,2019-12-18,896200,250316.0000000001,1146516.0,Paid,False
INVUID-003553,INV-522634,SO-930609,C0211,HYD001,2022-10-04,2022-10-19,525740,143078.2,668818.2,Partially Paid,False
INVUID-003554,INV-260964,SO-551220,C0232,CHN001,2020-06-16,2020-07-16,3999510,1104016.8000000005,5103526.8,Paid,False
INVUID-003555,INV-761699,SO-312539,C0310,CHN001,2023-04-24,2023-05-24,2335400,652607.0000000001,2988007.0,Paid,False
INVUID-003556,INV-526293,SO-929163,C0240,HYD001,2020-09-22,2020-10-22,1566670,425130.6,1991800.6,Paid,False
INVUID-003557,INV-384938,SO-233701,C0342,DEL001,2021-01-25,2021-03-11,447650,124907.0,572557.0,Partially Paid,False
INVUID-003558,INV-236255,SO-643565,C0081,HYD001,2024-04-29,2024-05-14,65950,11871.0,77821.0,Paid,False
INVUID-003559,INV-587941,SO-816268,C0226,AHM001,2024-09-30,2024-10-30,638150,177557.0,815707.0,Partially Paid,False
INVUID-003560,INV-938645,SO-624447,C0357,AHM001,2022-02-20,2022-03-07,5533000,1548630.0000000002,7081630.0,Paid,False
INVUID-003561,INV-630957,SO-436901,C0197,AHM001,2020-04-18,2020-06-02,582960,156162.8,739122.8,Paid,False
INVUID-003562,INV-443133,SO-341260,C0046,AHM001,2024-07-22,2024-09-05,3345120,934351.6,4279471.6,Paid,False
INVUID-003563,INV-390117,SO-452763,C0053,DEL001,2022-06-06,2022-08-05,3347300,936664.0,4283964.0,Paid,False
INVUID-003564,INV-606958,SO-794913,C0092,AHM001,2021-04-18,2021-05-18,1528700,426586.00000000006,1955286.0,Unpaid,False
INVUID-003565,INV-138210,SO-345492,C0056,DEL001,2024-10-04,2024-11-03,129800,23364.0,153164.0,Paid,False
INVUID-003566,INV-992524,SO-134371,C0135,DEL001,2022-01-21,2022-03-22,1299500,363550.00000000006,1663050.0,Partially Paid,False
INVUID-003567,INV-487680,SO-344376,C0141,AHM001,2024-09-16,2024-11-15,963790,249392.20000000004,1213182.2,Partially Paid,False
INVUID-003568,INV-537080,SO-208824,C0062,HYD001,2022-04-25,2022-06-24,134350,37618.00000000001,171968.0,Paid,False
INVUID-003569,INV-883811,SO-636153,C0228,CHN001,2024-06-22,2024-07-22,1378250,385910.00000000006,1764160.0,Partially Paid,False
INVUID-003570,INV-482958,SO-786615,C0188,PUN001,2020-07-16,2020-08-15,960150,268842.00000000006,1228992.0,Paid,False
INVUID-003571,INV-946423,SO-703041,C0384,CHN001,2020-03-13,2020-04-27,1206080,323554.4,1529634.4,Partially Paid,False
INVUID-003572,INV-151885,SO-788752,C0156,CHN001,2021-01-24,2021-02-08,113000,31640.000000000004,144640.0,Paid,False
INVUID-003573,INV-283804,SO-778901,C0111,CHN001,2022-03-03,2022-03-18,1875900,523682.00000000006,2399582.0,Paid,False
INVUID-003574,INV-353272,SO-663655,C0179,CHN001,2022-01-29,2022-02-28,2006280,550730.4000000001,2557010.4,Paid,False
INVUID-003575,INV-175697,SO-425909,C0166,AHM001,2019-12-02,2020-01-31,5145190,1427769.2000000002,6572959.2,Partially Paid,False
INVUID-003576,INV-618484,SO-710606,C0237,HYD001,2020-03-21,2020-04-20,572130,154723.4,726853.4,Paid,False
INVUID-003577,INV-824666,SO-641102,C0302,AHM001,2021-06-02,2021-06-17,92950,25011.000000000004,117961.0,Paid,False
INVUID-003578,INV-718407,SO-588582,C0048,HYD001,2024-06-16,2024-07-31,110990,28218.200000000004,139208.2,Paid,False
INVUID-003579,INV-782735,SO-925141,C0037,PUN001,2020-03-27,2020-04-26,1125880,305973.4,1431853.4,Paid,False
INVUID-003580,INV-764206,SO-179967,C0094,PUN001,2019-02-02,2019-03-04,649310,175875.8,825185.8,Partially Paid,False
INVUID-003581,INV-652264,SO-229678,C0490,PUN001,2022-05-04,2022-06-03,466910,127843.80000000002,594753.8,Unpaid,False
INVUID-003582,INV-178168,SO-856230,C0238,CHN001,2023-12-20,2024-01-04,1298500,338230.00000000006,1636730.0,Partially Paid,False
INVUID-003583,INV-776207,SO-515594,C0038,DEL001,2019-01-23,2019-02-07,627150,174587.00000000003,801737.0,Paid,False
INVUID-003584,INV-844436,SO-221968,C0053,DEL001,2022-08-26,2022-10-25,923050,242729.00000000003,1165779.0,Unpaid,False
INVUID-003585,INV-582608,SO-192026,C0227,KOL001,2023-12-09,2024-01-08,738350,203963.00000000003,942313.0,Paid,False
INVUID-003586,INV-516948,SO-610702,C0022,CHN001,2024-08-11,2024-10-10,1827920,508945.6000000001,2336865.6,Paid,False
INVUID-003587,INV-131392,SO-845838,C0456,DEL001,2021-08-24,2021-09-23,483400,132182.0,615582.0,Partially Paid,False
INVUID-003588,INV-603198,SO-823171,C0259,CHN001,2024-01-16,2024-01-31,990840,277311.20000000007,1268151.2,Paid,False
INVUID-003589,INV-299380,SO-530800,C0293,PUN001,2022-03-30,2022-04-29,1428910,381293.8000000001,1810203.8,Paid,False
INVUID-003590,INV-848878,SO-576691,C0417,KOL001,2022-10-30,2022-11-29,2293400,629387.0,2922787.0,Paid,False
INVUID-003591,INV-563222,SO-224841,C0004,CHN001,2024-07-25,2024-08-24,1490500,417340.00000000006,1907840.0,Paid,False
INVUID-003592,INV-430584,SO-349216,C0304,DEL001,2019-02-06,2019-04-07,1148410,300683.80000000005,1449093.8,Partially Paid,False
INVUID-003593,INV-663483,SO-931079,C0398,HYD001,2024-09-02,2024-10-02,1380400,358737.00000000006,1739137.0,Paid,False
INVUID-003594,INV-765634,SO-805780,C0102,KOL001,2024-06-16,2024-08-15,3054330,837559.4,3891889.4,Unpaid,True
INVUID-003595,INV-976135,SO-188048,C0107,DEL001,2022-01-31,2022-03-02,1272190,355204.20000000007,1627394.2,Paid,False
INVUID-003596,INV-791786,SO-823761,C0040,DEL001,2019-04-19,2019-05-04,793800,220684.00000000003,1014484.0,Paid,False
INVUID-003597,INV-634075,SO-557916,C0027,AHM001,2020-02-09,2020-03-25,675700,188376.00000000003,864076.0,Partially Paid,False
INVUID-003598,INV-505766,SO-482924,C0151,KOL001,2021-11-08,2021-12-23,1797800,503384.00000000006,2301184.0,Partially Paid,False
INVUID-003599,INV-840495,SO-227275,C0415,PUN001,2022-08-07,2022-09-06,150200,42056.0,192256.0,Partially Paid,False
INVUID-003600,INV-355853,SO-711803,C0298,CHN001,2021-06-22,2021-07-22,945000,241760.00000000003,1186760.0,Paid,False
INVUID-003601,INV-823736,SO-139132,C0495,AHM001,2021-09-25,2021-11-09,4244230,1164056.4,5408286.4,Partially Paid,False
INVUID-003602,INV-331231,SO-286612,C0465,CHN001,2020-06-04,2020-07-04,1769450,492086.00000000006,2261536.0,Partially Paid,False
INVUID-003603,INV-701535,SO-138029,C0075,HYD001,2020-02-27,2020-04-12,150900,42252.00000000001,193152.0,Partially Paid,False
INVUID-003604,INV-572183,SO-181009,C0002,HYD001,2020-07-29,2020-08-28,839860,233884.80000000005,1073744.8,Paid,False
INVUID-003605,INV-313509,SO-482348,C0024,CHN001,2022-11-15,2023-01-14,2223280,618380.4,2841660.4,Partially Paid,False
INVUID-003606,INV-769992,SO-997886,C0253,PUN001,2019-10-15,2019-12-14,2997740,833603.2000000002,3831343.2,Paid,False
INVUID-003607,INV-777662,SO-469920,C0149,AHM001,2022-01-20,2022-02-19,456300,127764.0,584064.0,Paid,False
INVUID-003608,INV-750926,SO-184300,C0182,KOL001,2022-02-13,2022-03-30,1143530,310085.4,1453615.4,Unpaid,False
INVUID-003609,INV-857453,SO-799425,C0299,CHN001,2021-11-25,2021-12-25,593950,166306.0,760256.0,Paid,False
INVUID-003610,INV-770279,SO-685165,C0208,KOL001,2019-11-27,2020-01-11,1908900,523847.00000000006,2432747.0,Paid,False
INVUID-003611,INV-460600,SO-758895,C0223,AHM001,2024-07-26,2024-08-25,413150,115682.0,528832.0,Unpaid,False
INVUID-003612,INV-562374,SO-877682,C0473,CHN001,2024-07-15,2024-08-29,3729710,1043357.8000000002,4773067.8,Paid,False
INVUID-003613,INV-659589,SO-261962,C0114,KOL001,2022-12-22,2023-01-21,1883360,504924.8000000001,2388284.8,Unpaid,False
INVUID-003614,INV-291098,SO-577563,C0063,DEL001,2023-12-23,2024-01-22,3060140,843975.2000000001,3904115.2,Partially Paid,False
INVUID-003615,INV-740911,SO-690433,C0398,HYD001,2021-01-30,2021-03-01,2098900,584092.0000000001,2682992.0,Unpaid,False
INVUID-003616,INV-765347,SO-835315,C0062,HYD001,2023-03-01,2023-04-30,1719150,469607.00000000006,2188757.0,Partially Paid,False
INVUID-003617,INV-570713,SO-510955,C0101,CHN001,2024-05-18,2024-07-17,311900,87332.0,399232.0,Unpaid,False
INVUID-003618,INV-656150,SO-195865,C0370,KOL001,2024-07-19,2024-08-18,983800,256084.00000000003,1239884.0,Partially Paid,False
INVUID-003619,INV-764134,SO-725729,C0469,KOL001,2021-11-16,2021-12-31,884270,245368.60000000003,1129638.6,Paid,False
INVUID-003620,INV-306486,SO-188459,C0141,AHM001,2021-07-16,2021-09-14,231120,60346.600000000006,291466.6,Paid,False
INVUID-003621,INV-299230,SO-575545,C0484,AHM001,2021-03-03,2021-05-02,786930,218327.4,1005257.4,Paid,True
INVUID-003622,INV-333981,SO-893509,C0378,DEL001,2022-12-04,2023-01-03,2028450,565191.0000000001,2593641.0,Paid,True
INVUID-003623,INV-262652,SO-661265,C0261,DEL001,2022-05-16,2022-06-15,861310,236565.8,1097875.8,Unpaid,True
INVUID-003624,INV-231617,SO-551840,C0366,KOL001,2019-09-15,2019-10-15,4464580,1249734.4,5714314.4,Paid,False
INVUID-003625,INV-354646,SO-744306,C0019,KOL001,2020-06-09,2020-06-24,815450,227981.00000000003,1043431.0,Partially Paid,False
INVUID-003626,INV-434814,SO-523988,C0009,AHM001,2020-07-04,2020-09-02,1556780,427750.4000000001,1984530.4,Partially Paid,False
INVUID-003627,INV-305035,SO-997785,C0401,DEL001,2024-06-25,2024-08-24,1485450,405721.00000000006,1891171.0,Paid,False
INVUID-003628,INV-462932,SO-322413,C0384,CHN001,2021-10-22,2021-12-06,978830,260404.4,1239234.4,Unpaid,False
INVUID-003629,INV-978005,SO-500850,C0113,CHN001,2019-03-14,2019-04-13,2156580,598774.4,2755354.4,Partially Paid,False
INVUID-003630,INV-239759,SO-717713,C0231,PUN001,2021-01-21,2021-02-05,2153070,600762.6000000001,2753832.6,Paid,False
INVUID-003631,INV-881707,SO-109359,C0270,DEL001,2020-07-28,2020-08-27,1989240,556103.2000000001,2545343.2,Paid,False
INVUID-003632,INV-381987,SO-351886,C0198,AHM001,2019-10-24,2019-12-23,307360,79829.80000000002,387189.8,Paid,False
INVUID-003633,INV-139887,SO-134599,C0427,HYD001,2022-11-21,2023-01-20,3389500,945660.0,4335160.0,Paid,False
INVUID-003634,INV-198266,SO-219847,C0084,PUN001,2024-02-23,2024-04-23,2548090,712711.2000000001,3260801.2,Paid,True
INVUID-003635,INV-210511,SO-856730,C0165,DEL001,2019-11-13,2020-01-12,2471740,686183.2000000001,3157923.2,Unpaid,False
INVUID-003636,INV-383672,SO-795127,C0104,KOL001,2022-07-07,2022-09-05,112180,30622.4,142802.4,Unpaid,False
INVUID-003637,INV-127454,SO-329214,C0104,KOL001,2022-12-26,2023-02-24,1754430,485877.4000000001,2240307.4,Partially Paid,False
INVUID-003638,INV-681797,SO-971936,C0351,CHN001,2020-12-06,2021-01-05,368200,103096.0,471296.0,Paid,False
INVUID-003639,INV-599759,SO-398988,C0468,HYD001,2024-10-24,2024-12-23,1434050,400174.00000000006,1834224.0,Partially Paid,False
INVUID-003640,INV-763950,SO-544333,C0002,HYD001,2019-01-29,2019-02-28,661850,185163.0,847013.0,Partially Paid,False
INVUID-003641,INV-476781,SO-220951,C0220,KOL001,2021-12-31,2022-03-01,1419280,382035.4,1801315.4,Paid,False
INVUID-003642,INV-790774,SO-962457,C0112,HYD001,2024-12-06,2025-01-20,406700,104411.0,511111.0,Paid,False
INVUID-003643,INV-968454,SO-538661,C0011,KOL001,2024-12-01,2025-01-30,1846740,500723.20000000007,2347463.2,Paid,False
INVUID-003644,INV-251419,SO-308976,C0373,HYD001,2023-01-01,2023-01-16,1276920,348950.60000000003,1625870.6,Partially Paid,False
INVUID-003645,INV-233735,SO-799966,C0286,CHN001,2019-07-09,2019-08-08,1314440,361934.20000000007,1676374.2,Partially Paid,False
INVUID-003646,INV-117301,SO-658187,C0467,DEL001,2019-05-03,2019-05-18,72400,19812.0,92212.0,Paid,False
INVUID-003647,INV-415150,SO-908839,C0146,AHM001,2024-07-05,2024-09-03,2190560,593000.8,2783560.8000000003,Paid,False
INVUID-003648,INV-410110,SO-370344,C0224,KOL001,2022-01-16,2022-03-17,510070,124152.60000000002,634222.6,Partially Paid,False
INVUID-003649,INV-552764,SO-195672,C0284,KOL001,2019-02-24,2019-04-25,3915460,1090692.8,5006152.8,Paid,False
INVUID-003650,INV-157076,SO-886729,C0417,KOL001,2022-01-29,2022-02-28,4634600,1292378.0,5926978.0,Paid,False
INVUID-003651,INV-198266,SO-980722,C0401,DEL001,2024-03-07,2024-05-06,136330,36439.4,172769.4,Paid,True
INVUID-003652,INV-658923,SO-213565,C0178,KOL001,2024-01-15,2024-03-15,2365500,658540.0000000001,3024040.0,Paid,False
INVUID-003653,INV-635418,SO-332208,C0480,AHM001,2022-08-23,2022-10-07,825550,229889.0,1055439.0,Paid,False
INVUID-003654,INV-450996,SO-221110,C0163,AHM001,2024-06-14,2024-07-29,420650,117782.0,538432.0,Paid,False
INVUID-003655,INV-457366,SO-775304,C0227,KOL001,2019-04-30,2019-05-30,7180,1292.4,8472.4,Partially Paid,False
INVUID-003656,INV-544944,SO-995989,C0018,AHM001,2023-05-08,2023-06-07,14500,2610.0,17110.0,Paid,False
INVUID-003657,INV-119902,SO-512352,C0157,PUN001,2022-07-03,2022-08-02,1151260,316741.8,1468001.8,Paid,False
INVUID-003658,INV-945243,SO-386610,C0010,CHN001,2019-05-18,2019-06-17,243900,68292.0,312192.0,Paid,False
INVUID-003659,INV-480024,SO-671823,C0169,AHM001,2019-07-20,2019-08-19,2863270,799688.6000000001,3662958.6,Paid,False
INVUID-003660,INV-232491,SO-866808,C0287,CHN001,2022-02-03,2022-04-04,468940,130549.2,599489.2,Paid,False
INVUID-003661,INV-249841,SO-541662,C0064,KOL001,2023-11-27,2024-01-11,26950,7546.000000000001,34496.0,Paid,False
INVUID-003662,INV-941280,SO-505685,C0087,HYD001,2019-12-25,2020-02-23,1592570,437252.6,2029822.6,Paid,False
INVUID-003663,INV-557894,SO-117570,C0432,HYD001,2020-08-02,2020-09-01,752460,210022.8,962482.8,Paid,False
INVUID-003664,INV-640349,SO-461643,C0324,CHN001,2019-04-23,2019-06-07,1328940,369879.20000000007,1698819.2,Paid,False
INVUID-003665,INV-601376,SO-147672,C0272,DEL001,2024-02-12,2024-03-28,1956890,530930.2000000001,2487820.2,Paid,False
INVUID-003666,INV-220993,SO-496547,C0361,HYD001,2022-06-01,2022-07-16,2050040,569782.2000000001,2619822.2,Partially Paid,False
INVUID-003667,INV-351178,SO-851773,C0386,DEL001,2023-06-28,2023-07-28,1122140,304765.2,1426905.2,Paid,False
INVUID-003668,INV-923985,SO-444488,C0242,CHN001,2022-01-04,2022-02-03,1997400,549852.0000000001,2547252.0,Partially Paid,False
INVUID-003669,INV-728384,SO-970394,C0084,PUN001,2019-10-12,2019-12-11,722400,198212.00000000003,920612.0,Unpaid,False
INVUID-003670,INV-685012,SO-516951,C0462,CHN001,2019-07-06,2019-07-21,1799900,503972.00000000006,2303872.0,Paid,False
INVUID-003671,INV-450736,SO-294189,C0410,HYD001,2023-01-01,2023-01-31,2884070,795792.6000000001,3679862.6,Paid,False
INVUID-003672,INV-819999,SO-444271,C0438,KOL001,2024-06-30,2024-07-30,370940,100654.2,471594.2,Paid,False
INVUID-003673,INV-605560,SO-148698,C0142,AHM001,2024-09-21,2024-11-20,1141050,286789.00000000006,1427839.0,Partially Paid,False
INVUID-003674,INV-847347,SO-495234,C0118,CHN001,2023-06-20,2023-08-19,1201090,324411.2,1525501.2,Paid,False
INVUID-003675,INV-523086,SO-508678,C0178,KOL001,2020-05-02,2020-07-01,916800,249794.00000000003,1166594.0,Paid,True
INVUID-003676,INV-553338,SO-942487,C0304,DEL001,2024-04-24,2024-06-23,816250,228550.00000000003,1044800.0,Partially Paid,False
INVUID-003677,INV-282365,SO-344596,C0382,HYD001,2024-09-21,2024-10-21,377720,104949.60000000002,482669.6,Unpaid,False
INVUID-003678,INV-585377,SO-904128,C0129,DEL001,2023-04-13,2023-05-28,423400,118437.00000000004,541837.0,Unpaid,False
INVUID-003679,INV-841087,SO-358496,C0120,HYD001,2019-10-30,2019-11-29,705820,182247.6,888067.6000000001,Unpaid,False
INVUID-003680,INV-601377,SO-750679,C0316,KOL001,2022-06-18,2022-08-02,18720,3369.6,22089.6,Paid,False
INVUID-003681,INV-563411,SO-428409,C0150,AHM001,2022-10-22,2022-12-06,1167600,318508.00000000006,1486108.0,Paid,False
INVUID-003682,INV-213128,SO-674933,C0141,AHM001,2024-09-18,2024-11-17,4411160,1229258.8,5640418.8,Paid,False
INVUID-003683,INV-193324,SO-497894,C0288,DEL001,2022-02-26,2022-03-28,3618060,981250.8,4599310.8,Paid,False
INVUID-003684,INV-455423,SO-844406,C0343,PUN001,2019-09-23,2019-10-23,238400,66752.00000000001,305152.0,Partially Paid,False
INVUID-003685,INV-361160,SO-858202,C0306,KOL001,2020-10-10,2020-11-09,1084500,302870.00000000006,1387370.0,Paid,False
INVUID-003686,INV-848465,SO-799346,C0218,PUN001,2023-11-15,2023-12-15,1273090,336466.2,1609556.2,Paid,False
INVUID-003687,INV-920579,SO-863896,C0081,HYD001,2019-01-25,2019-02-09,595880,161778.4,757658.4,Paid,False
INVUID-003688,INV-235916,SO-110968,C0397,AHM001,2021-06-19,2021-07-19,788300,217204.00000000003,1005504.0,Paid,False
